REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10-18-2012	
2011	SITE MANAGER	JASON DVORAK	78759MDYNT11705	3M CO - AUSTIN RESEARCH BOULEVARD SITE	11705 RESEARCH BLVD	AUSTIN	TRAVIS	TX	78759	3M CO - AUSTIN RESEARCH BOULEVARD SITE	11705 RESEARCH BLVD	AUSTIN	TX		78759	YES	NO	NO	NO	MICHAEL D. GARCIA, P.E., CSP	5129841800	3825	3661						334515						30.419577	-97.746551	112559018								3M CO	006173082	NO		
2011	VP PLANNING AND INFORMATION SYSTEMS	PAUL EVANS	76118TCRBB7101G	ATCO RUBBER PRODUCTS INC	7101 ATCO DR	FORT WORTH	TARRANT	TX	76118	ATCO RUBBER PRODUCTS INC	7101 ATCO DR	FORT WORTH	TX		76118	YES	NO	NO	NO	STEVE BARNES	8175952894	3083	3444						326130	325910	332322	322211			32.7912	-97.2271	006022271								ATCO RUBBER PRODUCTS INC		NO	SBARNES@ATCOFLEX.COM	
2011	VP PLANNING AND INFORMATION SYSTEMS	PAUL EVANS	76118TCRBB7101G	ATCO RUBBER PRODUCTS INC	7101 ATCO DR	FORT WORTH	TARRANT	TX	76118	ATCO RUBBER PRODUCTS INC	7101 ATCO DR	FORT WORTH	TX		76118	YES	NO	NO	NO	STEVE BARNES	8175952894	3083	3444						326130	325910	332322	322211			32.7912	-97.2271	006022271								ATCO RUBBER PRODUCTS INC		NO	SBARNES@ATCOFLEX.COM	
2011	PROGRAM MANAGER	STEVEN HOWARD	77055HGHSM4427W	ATI FIRTH STERLING	4435 W 12TH ST	HOUSTON	HARRIS	TX	77055	ATI FIRTH STERLING	4435 W 12TH ST	HOUSTON	TX		77055	YES	NO	NO	NO	DAN LAAKE	7139577144	3533							333132						29.79117	-95.45489	003950813								TDY INDUSTRIES INC	003950813	NO	DAN.LAAKE@ATIMETALS.COM	
2011	PROGRAM MANAGER	STEVEN HOWARD	77055HGHSM4427W	ATI FIRTH STERLING	4435 W 12TH ST	HOUSTON	HARRIS	TX	77055	ATI FIRTH STERLING	4435 W 12TH ST	HOUSTON	TX		77055	YES	NO	NO	NO	DAN LAAKE	7139577144	3533							333132						29.79117	-95.45489	003950813								TDY INDUSTRIES INC	003950813	NO	DAN.LAAKE@ATIMETALS.COM	
2011	PROGRAM MANAGER	STEVEN HOWARD	77055HGHSM4427W	ATI FIRTH STERLING	4435 W 12TH ST	HOUSTON	HARRIS	TX	77055	ATI FIRTH STERLING	4435 W 12TH ST	HOUSTON	TX		77055	YES	NO	NO	NO	DAN LAAKE	7139577144	3533							333132						29.79117	-95.45489	003950813								TDY INDUSTRIES INC	003950813	NO	DAN.LAAKE@ATIMETALS.COM	
2011	VICE PRESIDENT HUMAN RESOURCES	CHRISTOPHER HEAP	75040NGRSL2100N	ATLAS COPCO DRILLING SOLUTIONS LLC	2100 N FIRST ST	GARLAND	DALLAS	TX	75040	ATLAS COPCO DRILLING SOLUTIONS LLC	PO BOX 462288	GARLAND	TX		750462288	YES	NO	NO	NO	WAYNE APKE	9724967401	3531	3533						333131	333132					32.932505	-96.630408	153233460								ATLAS COPCO		NO		
2011	VICE PRESIDENT HUMAN RESOURCES	CHRISTOPHER HEAP	75040NGRSL2100N	ATLAS COPCO DRILLING SOLUTIONS LLC	2100 N FIRST ST	GARLAND	DALLAS	TX	75040	ATLAS COPCO DRILLING SOLUTIONS LLC	PO BOX 462288	GARLAND	TX		750462288	YES	NO	NO	NO	WAYNE APKE	9724967401	3531	3533						333131	333132					32.932505	-96.630408	153233460								ATLAS COPCO		NO		
2011	VICE PRESIDENT HUMAN RESOURCES	CHRISTOPHER HEAP	75040NGRSL2100N	ATLAS COPCO DRILLING SOLUTIONS LLC	2100 N FIRST ST	GARLAND	DALLAS	TX	75040	ATLAS COPCO DRILLING SOLUTIONS LLC	PO BOX 462288	GARLAND	TX		750462288	YES	NO	NO	NO	WAYNE APKE	9724967401	3531	3533						333131	333132					32.932505	-96.630408	153233460								ATLAS COPCO		NO		
2011	VICE PRESIDENT HUMAN RESOURCES	CHRISTOPHER HEAP	75040NGRSL2100N	ATLAS COPCO DRILLING SOLUTIONS LLC	2100 N FIRST ST	GARLAND	DALLAS	TX	75040	ATLAS COPCO DRILLING SOLUTIONS LLC	PO BOX 462288	GARLAND	TX		750462288	YES	NO	NO	NO	WAYNE APKE	9724967401	3531	3533						333131	333132					32.932505	-96.630408	153233460								ATLAS COPCO		NO		
2011	VICE PRESIDENT HUMAN RESOURCES	CHRISTOPHER HEAP	75040NGRSL2100N	ATLAS COPCO DRILLING SOLUTIONS LLC	2100 N FIRST ST	GARLAND	DALLAS	TX	75040	ATLAS COPCO DRILLING SOLUTIONS LLC	PO BOX 462288	GARLAND	TX		750462288	YES	NO	NO	NO	WAYNE APKE	9724967401	3531	3533						333131	333132					32.932505	-96.630408	153233460								ATLAS COPCO		NO		
2011	VICE PRESIDENT HUMAN RESOURCES	CHRISTOPHER HEAP	75040NGRSL2100N	ATLAS COPCO DRILLING SOLUTIONS LLC	2100 N FIRST ST	GARLAND	DALLAS	TX	75040	ATLAS COPCO DRILLING SOLUTIONS LLC	PO BOX 462288	GARLAND	TX		750462288	YES	NO	NO	NO	WAYNE APKE	9724967401	3531	3533						333131	333132					32.932505	-96.630408	153233460								ATLAS COPCO		NO		
2011	VICE PRESIDENT HUMAN RESOURCES	CHRISTOPHER HEAP	75040NGRSL2100N	ATLAS COPCO DRILLING SOLUTIONS LLC	2100 N FIRST ST	GARLAND	DALLAS	TX	75040	ATLAS COPCO DRILLING SOLUTIONS LLC	PO BOX 462288	GARLAND	TX		750462288	YES	NO	NO	NO	WAYNE APKE	9724967401	3531	3533						333131	333132					32.932505	-96.630408	153233460								ATLAS COPCO		NO		
2011	VICE PRESIDENT HUMAN RESOURCES	CHRISTOPHER HEAP	75040NGRSL2100N	ATLAS COPCO DRILLING SOLUTIONS LLC	2100 N FIRST ST	GARLAND	DALLAS	TX	75040	ATLAS COPCO DRILLING SOLUTIONS LLC	PO BOX 462288	GARLAND	TX		750462288	YES	NO	NO	NO	WAYNE APKE	9724967401	3531	3533						333131	333132					32.932505	-96.630408	153233460								ATLAS COPCO		NO		
2011	PRESIDENT/GENERAL MANAGER	JAN SMIT	75051BKRHG1600S	ATLAS COPCO SECOROC LLC	1600 S GREAT SW PKWY	GRAND PRAIRIE	TARRANT	TX	75051	ATLAS COPCO SECOROC LLC	1600 S GREAT SW PKWY	GRAND PRAIRIE	TX		75051	YES	NO	NO	NO	MATTHEW PICKELL	9723379751	3532							333131						32.72207	-97.04366	098881964								ATLAS COPCO		NO		
2011	PRESIDENT/GENERAL MANAGER	JAN SMIT	75051BKRHG1600S	ATLAS COPCO SECOROC LLC	1600 S GREAT SW PKWY	GRAND PRAIRIE	TARRANT	TX	75051	ATLAS COPCO SECOROC LLC	1600 S GREAT SW PKWY	GRAND PRAIRIE	TX		75051	YES	NO	NO	NO	MATTHEW PICKELL	9723379751	3532							333131						32.72207	-97.04366	098881964								ATLAS COPCO		NO		
2011	PRESIDENT/GENERAL MANAGER	JAN SMIT	75051BKRHG1600S	ATLAS COPCO SECOROC LLC	1600 S GREAT SW PKWY	GRAND PRAIRIE	TARRANT	TX	75051	ATLAS COPCO SECOROC LLC	1600 S GREAT SW PKWY	GRAND PRAIRIE	TX		75051	YES	NO	NO	NO	MATTHEW PICKELL	9723379751	3532							333131						32.72207	-97.04366	098881964								ATLAS COPCO		NO		
2011	PRESIDENT/GENERAL MANAGER	JAN SMIT	75051BKRHG1600S	ATLAS COPCO SECOROC LLC	1600 S GREAT SW PKWY	GRAND PRAIRIE	TARRANT	TX	75051	ATLAS COPCO SECOROC LLC	1600 S GREAT SW PKWY	GRAND PRAIRIE	TX		75051	YES	NO	NO	NO	MATTHEW PICKELL	9723379751	3532							333131						32.72207	-97.04366	098881964								ATLAS COPCO		NO		
2011	PLANT MANAGER	RICHARD NORRED	75941RGDFMBORDE	ATLAS ROOFING CORP	101 W BORDEN DR	DIBOLL	ANGELINA	TX	75941	ATLAS ROOFING CORP	101 W BORDEN DR	DIBOLL	TX		75941	YES	NO	NO	NO	JERRY HANDY	9368295279	3086							326150						31.1945	-94.7832	045468559								ATLAS ROOFING CORP		NO	JHANDY@ATLASROOFING.COM	
2011	CORPORATE DIRECTOR OF ENGINEERING	DUDLEY LIGHTSEY	75638TLSRF1100G	ATLAS ROOFING CORP	1100 GEORGIA PACIFIC DR	DAINGERFIELD	MORRIS	TX	75638	ATLAS ROOFING CORP	1100 GEORGIA PACIFIC DR	DAINGERFIELD	TX		75638	YES	NO	NO	NO	DUDLEY LIGHTSEY	6014811474	2952							324122						33.04095	-94.71033	004546859								ATLAS ROOFING CORP	004546859	NO		
2011	CORPORATE DIRECTOR OF ENGINEERING	DUDLEY LIGHTSEY	75638TLSRF1100G	ATLAS ROOFING CORP	1100 GEORGIA PACIFIC DR	DAINGERFIELD	MORRIS	TX	75638	ATLAS ROOFING CORP	1100 GEORGIA PACIFIC DR	DAINGERFIELD	TX		75638	YES	NO	NO	NO	DUDLEY LIGHTSEY	6014811474	2952							324122						33.04095	-94.71033	004546859								ATLAS ROOFING CORP	004546859	NO		
2011	EHS / FACILITIES MANAGER	CLIFTON WHITT	78611TMNC 706HO	ATMI MATERIALS LTD	706 HOUSTON CLINTON DR	BURNET	BURNET	TX	78611	ATMI MATERIALS LTD	706 HOUSTON CLINTON DR	BURNET	TX		78611	YES	NO	NO	NO	KEITH DIERINGER	5127155017	2869							325199						30.747821	-98.235546	157254749								ATMI MATERIALS LTD	157254749	NO		
2011	EHS / FACILITIES MANAGER	CLIFTON WHITT	78611TMNC 706HO	ATMI MATERIALS LTD	706 HOUSTON CLINTON DR	BURNET	BURNET	TX	78611	ATMI MATERIALS LTD	706 HOUSTON CLINTON DR	BURNET	TX		78611	YES	NO	NO	NO	KEITH DIERINGER	5127155017	2869							325199						30.747821	-98.235546	157254749								ATMI MATERIALS LTD	157254749	NO		
2011	EHS / FACILITIES MANAGER	CLIFTON WHITT	78611TMNC 706HO	ATMI MATERIALS LTD	706 HOUSTON CLINTON DR	BURNET	BURNET	TX	78611	ATMI MATERIALS LTD	706 HOUSTON CLINTON DR	BURNET	TX		78611	YES	NO	NO	NO	KEITH DIERINGER	5127155017	2869							325199						30.747821	-98.235546	157254749								ATMI MATERIALS LTD	157254749	NO		
2011	EHS / FACILITIES MANAGER	CLIFTON WHITT	78611TMNC 706HO	ATMI MATERIALS LTD	706 HOUSTON CLINTON DR	BURNET	BURNET	TX	78611	ATMI MATERIALS LTD	706 HOUSTON CLINTON DR	BURNET	TX		78611	YES	NO	NO	NO	KEITH DIERINGER	5127155017	2869							325199						30.747821	-98.235546	157254749								ATMI MATERIALS LTD	157254749	NO		
2011	EHS / FACILITIES MANAGER	CLIFTON WHITT	78611TMNC 706HO	ATMI MATERIALS LTD	706 HOUSTON CLINTON DR	BURNET	BURNET	TX	78611	ATMI MATERIALS LTD	706 HOUSTON CLINTON DR	BURNET	TX		78611	YES	NO	NO	NO	KEITH DIERINGER	5127155017	2869							325199						30.747821	-98.235546	157254749								ATMI MATERIALS LTD	157254749	NO		
2011	SECRETARY/TREASURER	EDWARD PUCKETT	75042QNLLN3838M	ATOMIZED PRODUCTS GROUP INC	3838 MILLER PARK DR	GARLAND	DALLAS	TX	75042	ATOMIZED PRODUCTS GROUP INC	3838 MILLER PARK DR	GARLAND	TX		75042	YES	NO	NO	NO	EDWARD PUCKETT	4342634551	3399							339999						32.90337	-96.69015											NO	ATOMIZEDPRODUCT@MINDSPRING.COM	
2011	SECRETARY/TREASURER	EDWARD PUCKETT	75042QNLLN3838M	ATOMIZED PRODUCTS GROUP INC	3838 MILLER PARK DR	GARLAND	DALLAS	TX	75042	ATOMIZED PRODUCTS GROUP INC	3838 MILLER PARK DR	GARLAND	TX		75042	YES	NO	NO	NO	EDWARD PUCKETT	4342634551	3399							339999						32.90337	-96.69015											NO	ATOMIZEDPRODUCT@MINDSPRING.COM	
2011	PLANT MANAGER	RUSSELL LANGHAM	78753STNCN11108	AUSTIN COUNTER TOPS INC	11108 BLUFF BEND DR	AUSTIN	TRAVIS	TX	78753	AUSTIN COUNTER TOPS INC	11108 BLUFF BEND DR	AUSTIN	TX		78753	YES	NO	NO	NO	ROGER REYNA	8067839944	3089							326199						30.37364	-97.67357											NO		
2011	DIRECTOR ENVIRONMENTAL CARE & PROTECTION	KATHLEEN GARRETT	78724DCKRC83DEC	AUSTIN ENERGY DECKER CREEK POWER PLANT	8003 DECKER LN	AUSTIN	TRAVIS	TX	78724	AUSTIN ENERGY DECKER CREEK POWER PLANT	8003 DECKER LN	AUSTIN	TX		78724	YES	NO	NO	NO	KATHLEEN GARRETT	5125053758	4911							221112						30.30576	-97.61862									CITY OF AUSTIN (DBA AUSTIN ENERGY)	800871766	NO	KATHLEEN.GARRETT@AUSTINENERGY.COM	
2011	GENERAL MANAGER	IAIN HURN	7872WSTNMN4616W	AUSTIN MANUFACTURING SERVICES	4616 W HOWARD LANE, BLDG 5, STE. 550	AUSTIN	TRAVIS	TX	78728	AUSTIN MANUFACTURING SERVICES	PO BOX 80249	AUSTIN	TX		787080249	YES	NO	NO	NO	BRAD SCOGGINS	5124917411								334418						30.443982	-97.708846	113966109										NO	BRADS@AUSTINMFG.COM	
2011	ENVIRO. MANAGER	CURT SHANE	78727STNWH14001	AUSTIN WHITE LIME CO	14001 MCNEIL RD	AUSTIN	TRAVIS	TX	78728	AUSTIN WHITE LIME CO	PO BOX 9556	AUSTIN	TX		787669566	YES	NO	NO	NO	CURT SHANE	5123887316	3274							327410						30.446521	-97.705908	008110850										NO	CSHANE@AUSTINWHITELIME.COM	
2011	ENVIRO. MANAGER	CURT SHANE	78727STNWH14001	AUSTIN WHITE LIME CO	14001 MCNEIL RD	AUSTIN	TRAVIS	TX	78728	AUSTIN WHITE LIME CO	PO BOX 9556	AUSTIN	TX		787669566	YES	NO	NO	NO	CURT SHANE	5123887316	3274							327410						30.446521	-97.705908	008110850										NO	CSHANE@AUSTINWHITELIME.COM	
2011	MANUFACTURING MANAGER	TOM MCCROSKEY	75247TWXCN1300R	AUTO WAX CO	1300 ROUND TABLE DR	DALLAS	DALLAS	TX	75247	AUTO WAX CO	1300 ROUND TABLE DR	DALLAS	TX		75247	YES	NO	NO	NO	TOM MCCROSKEY	2146314000	2842							325612						32.83373	-96.88369	007363799		TXD987998317		TXR00A312				ILLINOIS TOOL WORKS INC	005146428	NO	TMCCROSKEY@AUTOWAXCOMPANY.COM	
2011	MANUFACTURING ENGINEERING DEPT. MANAGER	ARNULFO LARA	79936TTRNC1490H	AUTOTRONIC CONTROLS CORP	1490 HENRY BRENNAN DR	EL PASO	EL PASO	TX	79936	AUTOTRONIC CONTROLS CORP	1490 HENRY BRENNAN DR	EL PASO	TX		79936	YES	NO	NO	NO	KAREN M. SERVER	9158562411	3694							336322						31.72999	-106.29632	054256904								MSD PERFORMANCE INC		NO	KMSERVER@MSDPERFORMANCE.COM	
2011	GENERAL PLANTS MANAGER	MICHAEL CARROLL	78264VNZRN1LNES	AVANZAR INTERIOR TECHNOLOGIES	1 LONE STAR PASS BUILDING 41	SAN ANTONIO	BEXAR	TX	78264	AVANZAR INTERIOR TECHNOLOGIES	1 LONE STAR PASS BUILDING 41	SAN ANTONIO	TX		78264	YES	NO	NO	NO	DEBRA LACEY	7342545000								336399						29.26622	-98.54726	171708485								JOHNSON CONTROLS INC	006092860	NO	DEBRA.L.LACEY@JCI.COM	
2011	GENERAL PLANTS MANAGER	MICHAEL CARROLL	78264VNZRN1LNES	AVANZAR INTERIOR TECHNOLOGIES	1 LONE STAR PASS BUILDING 41	SAN ANTONIO	BEXAR	TX	78264	AVANZAR INTERIOR TECHNOLOGIES	1 LONE STAR PASS BUILDING 41	SAN ANTONIO	TX		78264	YES	NO	NO	NO	DEBRA LACEY	7342545000								336399						29.26622	-98.54726	171708485								JOHNSON CONTROLS INC	006092860	NO	DEBRA.L.LACEY@JCI.COM	
2011	GENERAL PLANTS MANAGER	MICHAEL CARROLL	78264VNZRN1LNES	AVANZAR INTERIOR TECHNOLOGIES	1 LONE STAR PASS BUILDING 41	SAN ANTONIO	BEXAR	TX	78264	AVANZAR INTERIOR TECHNOLOGIES	1 LONE STAR PASS BUILDING 41	SAN ANTONIO	TX		78264	YES	NO	NO	NO	DEBRA LACEY	7342545000								336399						29.26622	-98.54726	171708485								JOHNSON CONTROLS INC	006092860	NO	DEBRA.L.LACEY@JCI.COM	
2011	GENERAL PLANTS MANAGER	MICHAEL CARROLL	78264VNZRN1LNES	AVANZAR INTERIOR TECHNOLOGIES	1 LONE STAR PASS BUILDING 41	SAN ANTONIO	BEXAR	TX	78264	AVANZAR INTERIOR TECHNOLOGIES	1 LONE STAR PASS BUILDING 41	SAN ANTONIO	TX		78264	YES	NO	NO	NO	DEBRA LACEY	7342545000								336399						29.26622	-98.54726	171708485								JOHNSON CONTROLS INC	006092860	NO	DEBRA.L.LACEY@JCI.COM	
2011	GENERAL PLANTS MANAGER	MICHAEL CARROLL	78264VNZRN1LNES	AVANZAR INTERIOR TECHNOLOGIES	1 LONE STAR PASS BUILDING 41	SAN ANTONIO	BEXAR	TX	78264	AVANZAR INTERIOR TECHNOLOGIES	1 LONE STAR PASS BUILDING 41	SAN ANTONIO	TX		78264	YES	NO	NO	NO	DEBRA LACEY	7342545000								336399						29.26622	-98.54726	171708485								JOHNSON CONTROLS INC	006092860	NO	DEBRA.L.LACEY@JCI.COM	
2011	SENIOR VP GALVANIZING DIV	TIM PENDLEY	7603WZTCMN4NRTH	AZTEC MANUFACTURING PTNR LTD TUBING PLANT	400 N TARRANT	CROWLEY	TARRANT	TX	76036	AZTEC MANUFACTURING PTNR LTD TUBING PLANT	3100 W 7TH ST #500	FT WORTH	TX		76107	YES	NO	NO	NO	JASON PENCE	8178100095								332996						32.58203	-97.36096									AZZ INC	008012148	NO	JASONPENCE@AZZ.COM	
2011	VICE PRESIDENT - SOUTHERN OPERATIONS	BRYAN STOVALL	77705NTRNT500IN	AZZ GALVANIZING-BEAUMONT	500 INDUSTRIAL RD	BEAUMONT	JEFFERSON	TX	77705	AZZ GALVANIZING-BEAUMONT	500 INDUSTRIAL RD	BEAUMONT	TX		77705	YES	NO	NO	NO	JASON PENCE	8178100095	3479							332812						29.994196	-94.197701	961966566								AZZ INC	008012148	NO	JASONPENCE@AZZGALV.COM	
2011	VICE PRESIDENT - SOUTHERN OPERATIONS	BRYAN STOVALL	77705NTRNT500IN	AZZ GALVANIZING-BEAUMONT	500 INDUSTRIAL RD	BEAUMONT	JEFFERSON	TX	77705	AZZ GALVANIZING-BEAUMONT	500 INDUSTRIAL RD	BEAUMONT	TX		77705	YES	NO	NO	NO	JASON PENCE	8178100095	3479							332812						29.994196	-94.197701	961966566								AZZ INC	008012148	NO	JASONPENCE@AZZGALV.COM	
2011	VICE PRESIDENT - SOUTHERN OPERATIONS	BRYAN STOVALL	76036ZTCMN400NO	AZZ GALVANIZING-CROWLEY	200 N BEVERLY	CROWLEY	TARRANT	TX	76036	AZZ GALVANIZING-CROWLEY	PO BOX 647	CROWLEY	TX		76036	YES	NO	NO	NO	JASON PENCE	8178100095	3479	3498						332812						32.58029	-97.36246	008012148								AZZ INC	008012148	NO	JASONPENCE@AZZGALV.COM	
2011	VICE PRESIDENT - SOUTHERN OPERATIONS	BRYAN STOVALL	76036ZTCMN400NO	AZZ GALVANIZING-CROWLEY	200 N BEVERLY	CROWLEY	TARRANT	TX	76036	AZZ GALVANIZING-CROWLEY	PO BOX 647	CROWLEY	TX		76036	YES	NO	NO	NO	JASON PENCE	8178100095	3479	3498						332812						32.58029	-97.36246	008012148								AZZ INC	008012148	NO	JASONPENCE@AZZGALV.COM	
2011	VICE PRESIDENT - SOUTHERN OPERATIONS	BRYAN STOVALL	76036ZTCMN400NO	AZZ GALVANIZING-CROWLEY	200 N BEVERLY	CROWLEY	TARRANT	TX	76036	AZZ GALVANIZING-CROWLEY	PO BOX 647	CROWLEY	TX		76036	YES	NO	NO	NO	JASON PENCE	8178100095	3479	3498						332812						32.58029	-97.36246	008012148								AZZ INC	008012148	NO	JASONPENCE@AZZGALV.COM	
2011	VICE PRESIDENT - SOUTHERN OPERATIONS	BRYAN STOVALL	77229ZTCMN12433	AZZ GALVANIZING-HOUSTON	7407 C.E. KING PKWY	HOUSTON	HARRIS	TX	77044	AZZ GALVANIZING-HOUSTON	PO BOX 24720	HOUSTON	TX		772294720	YES	NO	NO	NO	JASON PENCE	8178100095	3479							332812						29.832649	-95.211052	008012148								AZZ INC	008012148	NO	JASONPENCE@AZZGALV.COM	
2011	VICE PRESIDENT - SOUTHERN OPERATIONS	BRYAN STOVALL	77229ZTCMN12433	AZZ GALVANIZING-HOUSTON	7407 C.E. KING PKWY	HOUSTON	HARRIS	TX	77044	AZZ GALVANIZING-HOUSTON	PO BOX 24720	HOUSTON	TX		772294720	YES	NO	NO	NO	JASON PENCE	8178100095	3479							332812						29.832649	-95.211052	008012148								AZZ INC	008012148	NO	JASONPENCE@AZZGALV.COM	
2011	VICE PRESIDENT - SOUTHERN OPERATIONS	BRYAN STOVALL	75692ZTCMNHWY80	AZZ GALVANIZING-WASKOM	990 E TEXAS AVE	WASKOM	HARRISON	TX	75692	AZZ GALVANIZING-WASKOM	PO BOX 728	WASKOM	TX		75692	YES	NO	NO	NO	JASON PENCE	8178100095	3479							332812						32.473129	-94.047293	008012148								AZZ INC	008012148	NO	JASONPENCE@AZZGALV.COM	
2011	VICE PRESIDENT - SOUTHERN OPERATIONS	BRYAN STOVALL	75692ZTCMNHWY80	AZZ GALVANIZING-WASKOM	990 E TEXAS AVE	WASKOM	HARRISON	TX	75692	AZZ GALVANIZING-WASKOM	PO BOX 728	WASKOM	TX		75692	YES	NO	NO	NO	JASON PENCE	8178100095	3479							332812						32.473129	-94.047293	008012148								AZZ INC	008012148	NO	JASONPENCE@AZZGALV.COM	
2011	OWNER	DANIEL WALDROP	7704WBWMTL1153B	B & W METALS INC	11503 BRITTMOORE PARK DR	HOUSTON	HARRIS	TX	77041	B & W METALS INC	11503 BRITTMOORE PARK DR	HOUSTON	TX		77041	YES	NO	NO	NO	STEVEN K. MOUNCE	9727545522								332618						29.845187	-95.579835											NO	STEVE@MOUNCE.NET	
2011	MANAGER, SAFETY, HEALTH & ENVIRONMENT	ROBERT BENDY	78725TRCRN6500T	BAE SYSTEMS INFORMATION & ELECTRONIC SYSTEMS INTEGRATION IN	6500 TRACOR LN	AUSTIN	TRAVIS	TX	78725	BAE SYSTEMS INFORMATION & ELECTRONIC SYSTEMS INTEGRATION IN	6500 TRACOR LN	AUSTIN	TX		78725	YES	NO	NO	NO	PAULA MONDEBELLO	5129292956	3679	3728						334418						30.27722	-97.66075	786673517								BAE SYSTEMS INC	876861790	NO	PAULA.MODEBELLO@BAESYSTEMS.COM	
2011	SAFETY HEALTH AND ENVIRONMENTAL OPERATIONS MA	DAVID BERNARDINI	75015BNGLC3131S	BAE SYSTEMS IRVING	3131 STORY RD W	IRVING	DALLAS	TX	75038	BAE SYSTEMS IRVING	3131 STORY RD W	IRVING	TX		75038	YES	NO	NO	NO	DAPHNE RIVERA	9726594969	3728							336413						32.871505	-96.986794	043183123								BAE SYSTEMS INC	002235182	NO	DAPHNE.RIVERA@BAESYSTEMS.COM	
2011	DIRECTOR OF OPERATIONS	JOHN MACHISAK	77474STWRT5000I	BAE SYSTEMS TACTICAL VEHICLE SYSTEMS LP	5000 IH-10 W	SEALY	AUSTIN	TX	77474	BAE SYSTEMS TACTICAL VEHICLE SYSTEMS LP	5000 IH-10 W	SEALY	TX		77474	YES	NO	NO	NO	KEN MCINTOSH	8326732172	3711							336211						29.76129	-96.18045	557414000								BAE SYSTEMS INC	557414000	NO	KEN.MCINTOSH@BAESYSTEMS.COM	
2011	DIRECTOR OF OPERATIONS	JOHN MACHISAK	77474STWRT5000I	BAE SYSTEMS TACTICAL VEHICLE SYSTEMS LP	5000 IH-10 W	SEALY	AUSTIN	TX	77474	BAE SYSTEMS TACTICAL VEHICLE SYSTEMS LP	5000 IH-10 W	SEALY	TX		77474	YES	NO	NO	NO	KEN MCINTOSH	8326732172	3711							336211						29.76129	-96.18045	557414000								BAE SYSTEMS INC	557414000	NO	KEN.MCINTOSH@BAESYSTEMS.COM	
2011	DIRECTOR OF OPERATIONS	JOHN MACHISAK	77474STWRT5000I	BAE SYSTEMS TACTICAL VEHICLE SYSTEMS LP	5000 IH-10 W	SEALY	AUSTIN	TX	77474	BAE SYSTEMS TACTICAL VEHICLE SYSTEMS LP	5000 IH-10 W	SEALY	TX		77474	YES	NO	NO	NO	KEN MCINTOSH	8326732172	3711							336211						29.76129	-96.18045	557414000								BAE SYSTEMS INC	557414000	NO	KEN.MCINTOSH@BAESYSTEMS.COM	
2011	DIRECTOR OF OPERATIONS	JOHN MACHISAK	77474STWRT5000I	BAE SYSTEMS TACTICAL VEHICLE SYSTEMS LP	5000 IH-10 W	SEALY	AUSTIN	TX	77474	BAE SYSTEMS TACTICAL VEHICLE SYSTEMS LP	5000 IH-10 W	SEALY	TX		77474	YES	NO	NO	NO	KEN MCINTOSH	8326732172	3711							336211						29.76129	-96.18045	557414000								BAE SYSTEMS INC	557414000	NO	KEN.MCINTOSH@BAESYSTEMS.COM	
2011	DIRECTOR OF OPERATIONS	JOHN MACHISAK	77474STWRT5000I	BAE SYSTEMS TACTICAL VEHICLE SYSTEMS LP	5000 IH-10 W	SEALY	AUSTIN	TX	77474	BAE SYSTEMS TACTICAL VEHICLE SYSTEMS LP	5000 IH-10 W	SEALY	TX		77474	YES	NO	NO	NO	KEN MCINTOSH	8326732172	3711							336211						29.76129	-96.18045	557414000								BAE SYSTEMS INC	557414000	NO	KEN.MCINTOSH@BAESYSTEMS.COM	
2011	DIRECTOR OF OPERATIONS	JOHN MACHISAK	77474STWRT5000I	BAE SYSTEMS TACTICAL VEHICLE SYSTEMS LP	5000 IH-10 W	SEALY	AUSTIN	TX	77474	BAE SYSTEMS TACTICAL VEHICLE SYSTEMS LP	5000 IH-10 W	SEALY	TX		77474	YES	NO	NO	NO	KEN MCINTOSH	8326732172	3711							336211						29.76129	-96.18045	557414000								BAE SYSTEMS INC	557414000	NO	KEN.MCINTOSH@BAESYSTEMS.COM	
