REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10-18-2012	
2011	PLANT MANAGER	CHARLES AVERY	50010MNNST900DA	3M CO - AMES	900 DAYTON AVE	AMES	STORY	IA	500106493	3M CO - AMES	900 DAYTON AVE	AMES	IA		50010-6493	YES	NO	NO	NO	CHARLES AVERY	5152321184	3291							327910						42.0296	-93.57913	089979058								3M CO	006173082	NO	CAVERY@MMM.COM	
2011	SITE MANAGER	BRIAN ANGWIN	52732QNTMCUSHWY	EQUISTAR CHEMICALS CLINTON PL ANT	3400 ANAMOSA RD ,HWY 30 W	CLINTON	CLINTON	IA	52732	EQUISTAR CHEMICALS CLINTON PL ANT	3400 ANAMOSA RD ,HWY 30 W	CLINTON	IA		52732	YES	NO	NO	NO	RICHARD CARAGOL	8159427528	2821	2869						325199	325211					41.807806	-90.290111	107352684								LYONDELLBASELL INDUSTRIES	969557263	NO	RICHARD.CARAGOL@LYONDELLBASELL.COM	
2011	SITE MANAGER	BRIAN ANGWIN	52732QNTMCUSHWY	EQUISTAR CHEMICALS CLINTON PL ANT	3400 ANAMOSA RD ,HWY 30 W	CLINTON	CLINTON	IA	52732	EQUISTAR CHEMICALS CLINTON PL ANT	3400 ANAMOSA RD ,HWY 30 W	CLINTON	IA		52732	YES	NO	NO	NO	RICHARD CARAGOL	8159427528	2821	2869						325199	325211					41.807806	-90.290111	107352684								LYONDELLBASELL INDUSTRIES	969557263	NO	RICHARD.CARAGOL@LYONDELLBASELL.COM	
2011	SITE MANAGER	BRIAN ANGWIN	52732QNTMCUSHWY	EQUISTAR CHEMICALS CLINTON PL ANT	3400 ANAMOSA RD ,HWY 30 W	CLINTON	CLINTON	IA	52732	EQUISTAR CHEMICALS CLINTON PL ANT	3400 ANAMOSA RD ,HWY 30 W	CLINTON	IA		52732	YES	NO	NO	NO	RICHARD CARAGOL	8159427528	2821	2869						325199	325211					41.807806	-90.290111	107352684								LYONDELLBASELL INDUSTRIES	969557263	NO	RICHARD.CARAGOL@LYONDELLBASELL.COM	
2011	SITE MANAGER	BRIAN ANGWIN	52732QNTMCUSHWY	EQUISTAR CHEMICALS CLINTON PL ANT	3400 ANAMOSA RD ,HWY 30 W	CLINTON	CLINTON	IA	52732	EQUISTAR CHEMICALS CLINTON PL ANT	3400 ANAMOSA RD ,HWY 30 W	CLINTON	IA		52732	YES	NO	NO	NO	RICHARD CARAGOL	8159427528	2821	2869						325199	325211					41.807806	-90.290111	107352684								LYONDELLBASELL INDUSTRIES	969557263	NO	RICHARD.CARAGOL@LYONDELLBASELL.COM	
2011	SITE MANAGER	BRIAN ANGWIN	52732QNTMCUSHWY	EQUISTAR CHEMICALS CLINTON PL ANT	3400 ANAMOSA RD ,HWY 30 W	CLINTON	CLINTON	IA	52732	EQUISTAR CHEMICALS CLINTON PL ANT	3400 ANAMOSA RD ,HWY 30 W	CLINTON	IA		52732	YES	NO	NO	NO	RICHARD CARAGOL	8159427528	2821	2869						325199	325211					41.807806	-90.290111	107352684								LYONDELLBASELL INDUSTRIES	969557263	NO	RICHARD.CARAGOL@LYONDELLBASELL.COM	
2011	SITE MANAGER	BRIAN ANGWIN	52732QNTMCUSHWY	EQUISTAR CHEMICALS CLINTON PL ANT	3400 ANAMOSA RD ,HWY 30 W	CLINTON	CLINTON	IA	52732	EQUISTAR CHEMICALS CLINTON PL ANT	3400 ANAMOSA RD ,HWY 30 W	CLINTON	IA		52732	YES	NO	NO	NO	RICHARD CARAGOL	8159427528	2821	2869						325199	325211					41.807806	-90.290111	107352684								LYONDELLBASELL INDUSTRIES	969557263	NO	RICHARD.CARAGOL@LYONDELLBASELL.COM	
2011	SITE MANAGER	BRIAN ANGWIN	52732QNTMCUSHWY	EQUISTAR CHEMICALS CLINTON PL ANT	3400 ANAMOSA RD ,HWY 30 W	CLINTON	CLINTON	IA	52732	EQUISTAR CHEMICALS CLINTON PL ANT	3400 ANAMOSA RD ,HWY 30 W	CLINTON	IA		52732	YES	NO	NO	NO	RICHARD CARAGOL	8159427528	2821	2869						325199	325211					41.807806	-90.290111	107352684								LYONDELLBASELL INDUSTRIES	969557263	NO	RICHARD.CARAGOL@LYONDELLBASELL.COM	
2011	SITE MANAGER	BRIAN ANGWIN	52732QNTMCUSHWY	EQUISTAR CHEMICALS CLINTON PL ANT	3400 ANAMOSA RD ,HWY 30 W	CLINTON	CLINTON	IA	52732	EQUISTAR CHEMICALS CLINTON PL ANT	3400 ANAMOSA RD ,HWY 30 W	CLINTON	IA		52732	YES	NO	NO	NO	RICHARD CARAGOL	8159427528	2821	2869						325199	325211					41.807806	-90.290111	107352684								LYONDELLBASELL INDUSTRIES	969557263	NO	RICHARD.CARAGOL@LYONDELLBASELL.COM	
2011	SITE MANAGER	BRIAN ANGWIN	52732QNTMCUSHWY	EQUISTAR CHEMICALS CLINTON PL ANT	3400 ANAMOSA RD ,HWY 30 W	CLINTON	CLINTON	IA	52732	EQUISTAR CHEMICALS CLINTON PL ANT	3400 ANAMOSA RD ,HWY 30 W	CLINTON	IA		52732	YES	NO	NO	NO	RICHARD CARAGOL	8159427528	2821	2869						325199	325211					41.807806	-90.290111	107352684								LYONDELLBASELL INDUSTRIES	969557263	NO	RICHARD.CARAGOL@LYONDELLBASELL.COM	
2011	SITE MANAGER	BRIAN ANGWIN	52732QNTMCUSHWY	EQUISTAR CHEMICALS CLINTON PL ANT	3400 ANAMOSA RD ,HWY 30 W	CLINTON	CLINTON	IA	52732	EQUISTAR CHEMICALS CLINTON PL ANT	3400 ANAMOSA RD ,HWY 30 W	CLINTON	IA		52732	YES	NO	NO	NO	RICHARD CARAGOL	8159427528	2821	2869						325199	325211					41.807806	-90.290111	107352684								LYONDELLBASELL INDUSTRIES	969557263	NO	RICHARD.CARAGOL@LYONDELLBASELL.COM	
2011	SITE MANAGER	BRIAN ANGWIN	52732QNTMCUSHWY	EQUISTAR CHEMICALS CLINTON PL ANT	3400 ANAMOSA RD ,HWY 30 W	CLINTON	CLINTON	IA	52732	EQUISTAR CHEMICALS CLINTON PL ANT	3400 ANAMOSA RD ,HWY 30 W	CLINTON	IA		52732	YES	NO	NO	NO	RICHARD CARAGOL	8159427528	2821	2869						325199	325211					41.807806	-90.290111	107352684								LYONDELLBASELL INDUSTRIES	969557263	NO	RICHARD.CARAGOL@LYONDELLBASELL.COM	
2011	SITE MANAGER	BRIAN ANGWIN	52732QNTMCUSHWY	EQUISTAR CHEMICALS CLINTON PL ANT	3400 ANAMOSA RD ,HWY 30 W	CLINTON	CLINTON	IA	52732	EQUISTAR CHEMICALS CLINTON PL ANT	3400 ANAMOSA RD ,HWY 30 W	CLINTON	IA		52732	YES	NO	NO	NO	RICHARD CARAGOL	8159427528	2821	2869						325199	325211					41.807806	-90.290111	107352684								LYONDELLBASELL INDUSTRIES	969557263	NO	RICHARD.CARAGOL@LYONDELLBASELL.COM	
2011	PLANT MANAGER	GREGORY BELL	52057XDCRPSOUTH	EXIDE TECHNOLOGIES	913 S 10TH ST	MANCHESTER	DELAWARE	IA	52057	EXIDE TECHNOLOGIES	913 S 10TH ST	MANCHESTER	IA		52057	YES	NO	NO	NO	GREGORY N. BELL	5639274501	3691							335911						42.472806	-91.47225	038009866								EXIDE TECHNOLOGIES	038009866	NO	GREG.BELL@EXIDE.COM	
2011	PLANT MANAGER	GREGORY BELL	52057XDCRPSOUTH	EXIDE TECHNOLOGIES	913 S 10TH ST	MANCHESTER	DELAWARE	IA	52057	EXIDE TECHNOLOGIES	913 S 10TH ST	MANCHESTER	IA		52057	YES	NO	NO	NO	GREGORY N. BELL	5639274501	3691							335911						42.472806	-91.47225	038009866								EXIDE TECHNOLOGIES	038009866	NO	GREG.BELL@EXIDE.COM	
2011	PLANT MANAGER	GREGORY BELL	52057XDCRPSOUTH	EXIDE TECHNOLOGIES	913 S 10TH ST	MANCHESTER	DELAWARE	IA	52057	EXIDE TECHNOLOGIES	913 S 10TH ST	MANCHESTER	IA		52057	YES	NO	NO	NO	GREGORY N. BELL	5639274501	3691							335911						42.472806	-91.47225	038009866								EXIDE TECHNOLOGIES	038009866	NO	GREG.BELL@EXIDE.COM	
2011	PLANT MANAGER	GREGORY BELL	52057XDCRPSOUTH	EXIDE TECHNOLOGIES	913 S 10TH ST	MANCHESTER	DELAWARE	IA	52057	EXIDE TECHNOLOGIES	913 S 10TH ST	MANCHESTER	IA		52057	YES	NO	NO	NO	GREGORY N. BELL	5639274501	3691							335911						42.472806	-91.47225	038009866								EXIDE TECHNOLOGIES	038009866	NO	GREG.BELL@EXIDE.COM	
2011	PLANT MANAGER	DANETTE MIRO	50801FNSTLUSROU	FANSTEEL WELLMAN DYNAMICS	1746 COMMERCE RD	CRESTON	UNION	IA	50801	FANSTEEL WELLMAN DYNAMICS	1746 COMMERCE RD	CRESTON	IA		50801	YES	NO	NO	NO	MATT THELEN	6417820283	3365	3369						331524	331528					41.056898	-94.343155	065218737								FANSTEEL INC	005130786	NO	MATT.THELEN@WELLMANDYNAMICS.COM	
2011	PLANT MANAGER	DANETTE MIRO	50801FNSTLUSROU	FANSTEEL WELLMAN DYNAMICS	1746 COMMERCE RD	CRESTON	UNION	IA	50801	FANSTEEL WELLMAN DYNAMICS	1746 COMMERCE RD	CRESTON	IA		50801	YES	NO	NO	NO	MATT THELEN	6417820283	3365	3369						331524	331528					41.056898	-94.343155	065218737								FANSTEEL INC	005130786	NO	MATT.THELEN@WELLMANDYNAMICS.COM	
2011	PLANT MANAGER	DANETTE MIRO	50801FNSTLUSROU	FANSTEEL WELLMAN DYNAMICS	1746 COMMERCE RD	CRESTON	UNION	IA	50801	FANSTEEL WELLMAN DYNAMICS	1746 COMMERCE RD	CRESTON	IA		50801	YES	NO	NO	NO	MATT THELEN	6417820283	3365	3369						331524	331528					41.056898	-94.343155	065218737								FANSTEEL INC	005130786	NO	MATT.THELEN@WELLMANDYNAMICS.COM	
2011	PLANT MANAGER	DANETTE MIRO	50801FNSTLUSROU	FANSTEEL WELLMAN DYNAMICS	1746 COMMERCE RD	CRESTON	UNION	IA	50801	FANSTEEL WELLMAN DYNAMICS	1746 COMMERCE RD	CRESTON	IA		50801	YES	NO	NO	NO	MATT THELEN	6417820283	3365	3369						331524	331528					41.056898	-94.343155	065218737								FANSTEEL INC	005130786	NO	MATT.THELEN@WELLMANDYNAMICS.COM	
2011	PLANT MANAGER	BRIAN HAINES	50801NBSCN500IN	FARLEY'S & SATHERS CANDY CO INC (CRESTON)	500 INDUSTRIAL PKWY	CRESTON	UNION	IA	508018402	FARLEY'S & SATHERS CANDY CO INC (CRESTON)	500 INDUSTRIAL PKWY	CRESTON	IA		50801-8402	YES	NO	NO	NO	THERESA NEUBERGER	5079458689	2064							311340						41.0517	-94.3481	557135949								FARLEY'S & SATHERS CANDY CO INC	039119362	NO	THERESA.NEUBERGER@FARLEYSANDSATHERS.COM	
2011	OFFICE MANAGER	DANETTE BLOCK	51234FRMRS602MA	FARMERS FEED & SUPPLY CO	602 MAIN ST	BOYDEN	SIOUX	IA	51234	FARMERS FEED & SUPPLY CO	PO BOX 369	BOYDEN	IA		51234	YES	NO	NO	NO	DANETTE BLOCK	7127252395	2048							311119						43.18721	-96.00573											NO	DANETTEBLOCK@SIOUXNATIONAG.COM	
2011	GENERAL MANAGER	JEFFREY BOTTJEN	51442FRMLNINDUS	FARMLAND FOODS INC DENISON	800 INDUSTRIAL DR	DENISON	CRAWFORD	IA	51442	FARMLAND FOODS INC DENISON	PO BOX 490	DENISON	IA		51442	YES	NO	NO	NO	JEFF BOTTJEN	7122637300	2011							311611	311613	311612				42.027778	-95.359718	007284508								FARMLAND FOODS INC	050710854	NO	JSBOTTJEN@FARMLAND.COM	
2011	GENERAL MANAGER	JEFFREY BOTTJEN	51442FRMLNINDUS	FARMLAND FOODS INC DENISON	800 INDUSTRIAL DR	DENISON	CRAWFORD	IA	51442	FARMLAND FOODS INC DENISON	PO BOX 490	DENISON	IA		51442	YES	NO	NO	NO	JEFF BOTTJEN	7122637300	2011							311611	311613	311612				42.027778	-95.359718	007284508								FARMLAND FOODS INC	050710854	NO	JSBOTTJEN@FARMLAND.COM	
2011	PLANT MANAGER	GERALD WAGENBACH	52601WNDSTKIRKW	FEDERAL-MOGUL IGNITION PRODUCTS (CHAMPION SPARK PLUG)	3009 SYLVANIA DR	BURLINGTON	DES MOINES	IA	52601	FEDERAL-MOGUL IGNITION PRODUCTS (CHAMPION SPARK PLUG)	3009 SYLVANIA DR	BURLINGTON	IA		52601	YES	NO	NO	NO	GERALD WAGENBACH	3197685907	3694							336322						40.8209	-91.14519	005043443								FEDERAL MOGUL CORP	006557045	NO	GERALD.WAGENBACH@FEDERALMOGUL.COM	
2011	PLANT MANAGER	GERALD WAGENBACH	52601WNDSTKIRKW	FEDERAL-MOGUL IGNITION PRODUCTS (CHAMPION SPARK PLUG)	3009 SYLVANIA DR	BURLINGTON	DES MOINES	IA	52601	FEDERAL-MOGUL IGNITION PRODUCTS (CHAMPION SPARK PLUG)	3009 SYLVANIA DR	BURLINGTON	IA		52601	YES	NO	NO	NO	GERALD WAGENBACH	3197685907	3694							336322						40.8209	-91.14519	005043443								FEDERAL MOGUL CORP	006557045	NO	GERALD.WAGENBACH@FEDERALMOGUL.COM	
2011	PLANT MANAGER	GERALD WAGENBACH	52601WNDSTKIRKW	FEDERAL-MOGUL IGNITION PRODUCTS (CHAMPION SPARK PLUG)	3009 SYLVANIA DR	BURLINGTON	DES MOINES	IA	52601	FEDERAL-MOGUL IGNITION PRODUCTS (CHAMPION SPARK PLUG)	3009 SYLVANIA DR	BURLINGTON	IA		52601	YES	NO	NO	NO	GERALD WAGENBACH	3197685907	3694							336322						40.8209	-91.14519	005043443								FEDERAL MOGUL CORP	006557045	NO	GERALD.WAGENBACH@FEDERALMOGUL.COM	
2011	PLANT MANAGER	GERALD WAGENBACH	52601WNDSTKIRKW	FEDERAL-MOGUL IGNITION PRODUCTS (CHAMPION SPARK PLUG)	3009 SYLVANIA DR	BURLINGTON	DES MOINES	IA	52601	FEDERAL-MOGUL IGNITION PRODUCTS (CHAMPION SPARK PLUG)	3009 SYLVANIA DR	BURLINGTON	IA		52601	YES	NO	NO	NO	GERALD WAGENBACH	3197685907	3694							336322						40.8209	-91.14519	005043443								FEDERAL MOGUL CORP	006557045	NO	GERALD.WAGENBACH@FEDERALMOGUL.COM	
2011	PROJECT SUPERINTENDENT	MIKE VAN WEELDEN	51561FDNRG216KE	FEED ENERGY CO	20160 KELTING AVE	PACIFIC JUNCTION	MILLS	IA	51561	FEED ENERGY CO	20160 KELTING AVE	PACIFIC JUNCTION	IA		51561	YES	NO	NO	NO	JOE LIDDICK	7126228293	2048							311225						41.008915	-95.799652											NO	JLIDDICK@FEEDENERGY.COM	
2011	GENERAL MANAGER	KYLE BROWN	50670FLDMR32682	FELDMEIER EQUIPMENT INC	32682 HWY 3	SHELL ROCK	BUTLER	IA	50670	FELDMEIER EQUIPMENT INC	32682 HWY 3	SHELL ROCK	IA		50670	YES	NO	NO	NO	KYLE BROWN	3158232000								332420						42.717661	-92.58001	002229599								FELDMEIER EQUIPMENT INC	002229599	NO	KBROWN@FELDMEIER.COM	
2011	GENERAL MANAGER	KYLE BROWN	50670FLDMR32682	FELDMEIER EQUIPMENT INC	32682 HWY 3	SHELL ROCK	BUTLER	IA	50670	FELDMEIER EQUIPMENT INC	32682 HWY 3	SHELL ROCK	IA		50670	YES	NO	NO	NO	KYLE BROWN	3158232000								332420						42.717661	-92.58001	002229599								FELDMEIER EQUIPMENT INC	002229599	NO	KBROWN@FELDMEIER.COM	
2011	QUALITY CONTROL MANAGER	DUANE STEARNS	50554GLDST603HW	FISHER	603 HWY 10	LAURENS	POCAHONTAS	IA	50554	FISHER	603 HWY 10	LAURENS	IA		50554	YES	NO	NO	NO	DUANE STEARNS	7128452634	3593							333995						42.843385	-94.852337	019651616								LIGON INDUSTRIES LLC		NO	DSTEARNS@FISHERHYDRAULICS.COM	
2011	QUALITY CONTROL MANAGER	DUANE STEARNS	50554GLDST603HW	FISHER	603 HWY 10	LAURENS	POCAHONTAS	IA	50554	FISHER	603 HWY 10	LAURENS	IA		50554	YES	NO	NO	NO	DUANE STEARNS	7128452634	3593							333995						42.843385	-94.852337	019651616								LIGON INDUSTRIES LLC		NO	DSTEARNS@FISHERHYDRAULICS.COM	
2011	QUALITY CONTROL MANAGER	DUANE STEARNS	50554GLDST603HW	FISHER	603 HWY 10	LAURENS	POCAHONTAS	IA	50554	FISHER	603 HWY 10	LAURENS	IA		50554	YES	NO	NO	NO	DUANE STEARNS	7128452634	3593							333995						42.843385	-94.852337	019651616								LIGON INDUSTRIES LLC		NO	DSTEARNS@FISHERHYDRAULICS.COM	
2011	QUALITY CONTROL MANAGER	DUANE STEARNS	50554GLDST603HW	FISHER	603 HWY 10	LAURENS	POCAHONTAS	IA	50554	FISHER	603 HWY 10	LAURENS	IA		50554	YES	NO	NO	NO	DUANE STEARNS	7128452634	3593							333995						42.843385	-94.852337	019651616								LIGON INDUSTRIES LLC		NO	DSTEARNS@FISHERHYDRAULICS.COM	
2011	QUALITY CONTROL MANAGER	DUANE STEARNS	50554GLDST603HW	FISHER	603 HWY 10	LAURENS	POCAHONTAS	IA	50554	FISHER	603 HWY 10	LAURENS	IA		50554	YES	NO	NO	NO	DUANE STEARNS	7128452634	3593							333995						42.843385	-94.852337	019651616								LIGON INDUSTRIES LLC		NO	DSTEARNS@FISHERHYDRAULICS.COM	
2011	QUALITY CONTROL MANAGER	DUANE STEARNS	50554GLDST603HW	FISHER	603 HWY 10	LAURENS	POCAHONTAS	IA	50554	FISHER	603 HWY 10	LAURENS	IA		50554	YES	NO	NO	NO	DUANE STEARNS	7128452634	3593							333995						42.843385	-94.852337	019651616								LIGON INDUSTRIES LLC		NO	DSTEARNS@FISHERHYDRAULICS.COM	
2011	QUALITY CONTROL MANAGER	DUANE STEARNS	50554GLDST603HW	FISHER	603 HWY 10	LAURENS	POCAHONTAS	IA	50554	FISHER	603 HWY 10	LAURENS	IA		50554	YES	NO	NO	NO	DUANE STEARNS	7128452634	3593							333995						42.843385	-94.852337	019651616								LIGON INDUSTRIES LLC		NO	DSTEARNS@FISHERHYDRAULICS.COM	
2011	QUALITY CONTROL MANAGER	DUANE STEARNS	50554GLDST603HW	FISHER	603 HWY 10	LAURENS	POCAHONTAS	IA	50554	FISHER	603 HWY 10	LAURENS	IA		50554	YES	NO	NO	NO	DUANE STEARNS	7128452634	3593							333995						42.843385	-94.852337	019651616								LIGON INDUSTRIES LLC		NO	DSTEARNS@FISHERHYDRAULICS.COM	
2011	PLANT MANAGER	DAVID BECK	50158FSHRCGOVER	FISHER CONTROLS INTERNATIONAL INC	1702 S 12TH AVE	MARSHALLTOWN	MARSHALL	IA	50158	FISHER CONTROLS INTERNATIONAL INC	1702 S 12TH AVE	MARSHALLTOWN	IA		50158	YES	NO	NO	NO	TERESA D. WEBSTER	6417542382	3491							332911						42.026944	-92.891194	179554381								EMERSON ELECTRIC CO	006269633	NO	TERESA.WEBSTER@EMERSON.COM	
2011	PLANT MANAGER	DAVID BECK	50158FSHRCGOVER	FISHER CONTROLS INTERNATIONAL INC	1702 S 12TH AVE	MARSHALLTOWN	MARSHALL	IA	50158	FISHER CONTROLS INTERNATIONAL INC	1702 S 12TH AVE	MARSHALLTOWN	IA		50158	YES	NO	NO	NO	TERESA D. WEBSTER	6417542382	3491							332911						42.026944	-92.891194	179554381								EMERSON ELECTRIC CO	006269633	NO	TERESA.WEBSTER@EMERSON.COM	
2011	PLANT MANAGER	DAVID BECK	50158FSHRCGOVER	FISHER CONTROLS INTERNATIONAL INC	1702 S 12TH AVE	MARSHALLTOWN	MARSHALL	IA	50158	FISHER CONTROLS INTERNATIONAL INC	1702 S 12TH AVE	MARSHALLTOWN	IA		50158	YES	NO	NO	NO	TERESA D. WEBSTER	6417542382	3491							332911						42.026944	-92.891194	179554381								EMERSON ELECTRIC CO	006269633	NO	TERESA.WEBSTER@EMERSON.COM	
2011	PLANT MANAGER	MICHAEL PETERMAN	50629HWKYR12771	FLINT HILLS RESOURCES FAIRBANK LLC	1277 102ND ST	FAIRBANK	BUCHANAN	IA	50629	FLINT HILLS RESOURCES FAIRBANK LLC	1277 102ND ST	FAIRBANK	IA		50629	YES	NO	NO	NO	MELODY EVANS	3196359411								325193						42.636667	-92.022778	966513488								KOCH INDUSTRIES INC	006944334	NO	MELODY.EVANS@FHR.COM	
2011	PLANT MANAGER	MICHAEL PETERMAN	50629HWKYR12771	FLINT HILLS RESOURCES FAIRBANK LLC	1277 102ND ST	FAIRBANK	BUCHANAN	IA	50629	FLINT HILLS RESOURCES FAIRBANK LLC	1277 102ND ST	FAIRBANK	IA		50629	YES	NO	NO	NO	MELODY EVANS	3196359411								325193						42.636667	-92.022778	966513488								KOCH INDUSTRIES INC	006944334	NO	MELODY.EVANS@FHR.COM	
2011	PLANT MANAGER	MICHAEL PETERMAN	50629HWKYR12771	FLINT HILLS RESOURCES FAIRBANK LLC	1277 102ND ST	FAIRBANK	BUCHANAN	IA	50629	FLINT HILLS RESOURCES FAIRBANK LLC	1277 102ND ST	FAIRBANK	IA		50629	YES	NO	NO	NO	MELODY EVANS	3196359411								325193						42.636667	-92.022778	966513488								KOCH INDUSTRIES INC	006944334	NO	MELODY.EVANS@FHR.COM	
2011	PLANT MANAGER	MICHAEL PETERMAN	50629HWKYR12771	FLINT HILLS RESOURCES FAIRBANK LLC	1277 102ND ST	FAIRBANK	BUCHANAN	IA	50629	FLINT HILLS RESOURCES FAIRBANK LLC	1277 102ND ST	FAIRBANK	IA		50629	YES	NO	NO	NO	MELODY EVANS	3196359411								325193						42.636667	-92.022778	966513488								KOCH INDUSTRIES INC	006944334	NO	MELODY.EVANS@FHR.COM	
2011	PLANT MANAGER	MICHAEL PETERMAN	50629HWKYR12771	FLINT HILLS RESOURCES FAIRBANK LLC	1277 102ND ST	FAIRBANK	BUCHANAN	IA	50629	FLINT HILLS RESOURCES FAIRBANK LLC	1277 102ND ST	FAIRBANK	IA		50629	YES	NO	NO	NO	MELODY EVANS	3196359411								325193						42.636667	-92.022778	966513488								KOCH INDUSTRIES INC	006944334	NO	MELODY.EVANS@FHR.COM	
2011	PLANT MANAGER	MICHAEL PETERMAN	50629HWKYR12771	FLINT HILLS RESOURCES FAIRBANK LLC	1277 102ND ST	FAIRBANK	BUCHANAN	IA	50629	FLINT HILLS RESOURCES FAIRBANK LLC	1277 102ND ST	FAIRBANK	IA		50629	YES	NO	NO	NO	MELODY EVANS	3196359411								325193						42.636667	-92.022778	966513488								KOCH INDUSTRIES INC	006944334	NO	MELODY.EVANS@FHR.COM	
2011	PLANT MANAGER	MICHAEL PETERMAN	50629HWKYR12771	FLINT HILLS RESOURCES FAIRBANK LLC	1277 102ND ST	FAIRBANK	BUCHANAN	IA	50629	FLINT HILLS RESOURCES FAIRBANK LLC	1277 102ND ST	FAIRBANK	IA		50629	YES	NO	NO	NO	MELODY EVANS	3196359411								325193						42.636667	-92.022778	966513488								KOCH INDUSTRIES INC	006944334	NO	MELODY.EVANS@FHR.COM	
2011	PLANT MANAGER	DAVID COTTEN	50126HWKYR21514	FLINT HILLS RESOURCES IOWA FALLS LLC	21050 140TH ST	IOWA FALLS	HARDIN	IA	50126	FLINT HILLS RESOURCES IOWA FALLS LLC	21050 140TH ST	IOWA FALLS	IA		50126	YES	NO	NO	NO	BRENT KOBRIGER	6416488948	2869							325193						42.507	-93.274944	966513413								KOCH INDUSTRIES INC	006944334	NO	BRENT.KOBRIGER@FHR.COM	
2011	PLANT MANAGER	DAVID COTTEN	50126HWKYR21514	FLINT HILLS RESOURCES IOWA FALLS LLC	21050 140TH ST	IOWA FALLS	HARDIN	IA	50126	FLINT HILLS RESOURCES IOWA FALLS LLC	21050 140TH ST	IOWA FALLS	IA		50126	YES	NO	NO	NO	BRENT KOBRIGER	6416488948	2869							325193						42.507	-93.274944	966513413								KOCH INDUSTRIES INC	006944334	NO	BRENT.KOBRIGER@FHR.COM	
2011	PLANT MANAGER	DAVID COTTEN	50126HWKYR21514	FLINT HILLS RESOURCES IOWA FALLS LLC	21050 140TH ST	IOWA FALLS	HARDIN	IA	50126	FLINT HILLS RESOURCES IOWA FALLS LLC	21050 140TH ST	IOWA FALLS	IA		50126	YES	NO	NO	NO	BRENT KOBRIGER	6416488948	2869							325193						42.507	-93.274944	966513413								KOCH INDUSTRIES INC	006944334	NO	BRENT.KOBRIGER@FHR.COM	
2011	PLANT MANAGER	DAVID COTTEN	50126HWKYR21514	FLINT HILLS RESOURCES IOWA FALLS LLC	21050 140TH ST	IOWA FALLS	HARDIN	IA	50126	FLINT HILLS RESOURCES IOWA FALLS LLC	21050 140TH ST	IOWA FALLS	IA		50126	YES	NO	NO	NO	BRENT KOBRIGER	6416488948	2869							325193						42.507	-93.274944	966513413								KOCH INDUSTRIES INC	006944334	NO	BRENT.KOBRIGER@FHR.COM	
2011	PLANT MANAGER	DAVID COTTEN	50126HWKYR21514	FLINT HILLS RESOURCES IOWA FALLS LLC	21050 140TH ST	IOWA FALLS	HARDIN	IA	50126	FLINT HILLS RESOURCES IOWA FALLS LLC	21050 140TH ST	IOWA FALLS	IA		50126	YES	NO	NO	NO	BRENT KOBRIGER	6416488948	2869							325193						42.507	-93.274944	966513413								KOCH INDUSTRIES INC	006944334	NO	BRENT.KOBRIGER@FHR.COM	
2011	PLANT MANAGER	DAVID COTTEN	50126HWKYR21514	FLINT HILLS RESOURCES IOWA FALLS LLC	21050 140TH ST	IOWA FALLS	HARDIN	IA	50126	FLINT HILLS RESOURCES IOWA FALLS LLC	21050 140TH ST	IOWA FALLS	IA		50126	YES	NO	NO	NO	BRENT KOBRIGER	6416488948	2869							325193						42.507	-93.274944	966513413								KOCH INDUSTRIES INC	006944334	NO	BRENT.KOBRIGER@FHR.COM	
2011	PLANT MANAGER	DAVID COTTEN	50126HWKYR21514	FLINT HILLS RESOURCES IOWA FALLS LLC	21050 140TH ST	IOWA FALLS	HARDIN	IA	50126	FLINT HILLS RESOURCES IOWA FALLS LLC	21050 140TH ST	IOWA FALLS	IA		50126	YES	NO	NO	NO	BRENT KOBRIGER	6416488948	2869							325193						42.507	-93.274944	966513413								KOCH INDUSTRIES INC	006944334	NO	BRENT.KOBRIGER@FHR.COM	
2011	PLANT MANAGER	SCOTT SIMPSON	50164HWKYM3363T	FLINT HILLS RESOURCES MENLO LLC	3363 TALON AVE	MENLO	GUTHRIE	IA	50164	FLINT HILLS RESOURCES MENLO LLC	3363 TALON AVE	MENLO	IA		50164	YES	NO	NO	NO	AARON SMITH	6515245665								325193						41.523611	-94.381944	964418375								KOCH INDUSTRIES INC	006944334	NO	AARON.SMITH@FHR.COM	
