REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10-18-2012	
2011		WILLIAM L. HORNBAKER	21703PTPSC5350P	ACDI (AMERICAN COMPUTER DEVELOPMENT)	5350 PARTNERS CT	FREDERICK	FREDERICK	MD	21703	ACDI (AMERICAN COMPUTER DEVELOPMENT)	5350 PARTNERS CT	FREDERICK	MD		21703	YES	NO	NO	NO	WILLIAM HORNBAKER	3016241620	3699							334418						39.38182	-77.41816	086014546										NO	BHORNBAKER@ACDI.COM	
2011	CORPORATE DIRECTOR, QUALITY ASSURANCE	WILLIAM CHRISTOPHER	21017CTRSL4620M	CITRUS & ALLIED ESSENCES LTD	4620 MERCEDES DR	BELCAMP	HARFORD	MD	21017	CITRUS & ALLIED ESSENCES LTD	4620 MERCEDES DR	BELCAMP	MD		21017	YES	NO	NO	NO	RICHARD PISANO JR.	7183430030	2899							325998						39.47899	-76.22792	609142773								CITRUS & ALLIED ESSENCES LTD	609142773	NO	RPISANO@CITRUSANDALLIED.COM	
2011	CORPORATE DIRECTOR, QUALITY ASSURANCE	WILLIAM CHRISTOPHER	21017CTRSL4620M	CITRUS & ALLIED ESSENCES LTD	4620 MERCEDES DR	BELCAMP	HARFORD	MD	21017	CITRUS & ALLIED ESSENCES LTD	4620 MERCEDES DR	BELCAMP	MD		21017	YES	NO	NO	NO	RICHARD PISANO JR.	7183430030	2899							325998						39.47899	-76.22792	609142773								CITRUS & ALLIED ESSENCES LTD	609142773	NO	RPISANO@CITRUSANDALLIED.COM	
2011	GENERAL MANAGER	CORDT GOLDEISEN	2122WCLNDG3121W	CLEANEDGE LLP	3121 WILMARCO DR	BALTIMORE	BALTIMORE (CITY)	MD	21223	CLEANEDGE LLP	3121 WILMARCO DR	BALTIMORE	MD		21223	YES	NO	NO	NO	CORDT GOLDEISEN	4435240864								325611						39.269773	-76.662409	003137705								CLEANEDGE LLP	003137705	NO	CGOLDEISEN@CLEANEDGECO.COM	
2011	VICE PRESIDENT	JAMES CORCKRAN	21213CLNDN4309E	CLENDENIN BROTHERS INC	4309 ERDMAN AVE	BALTIMORE	BALTIMORE (CITY)	MD	21213	CLENDENIN BROTHERS INC	4309 ERDMAN AVE	BALTIMORE	MD		21213	YES	NO	NO	NO	JAY CORCKRAN	4103274500	3452	3496						332722	331319					39.31162	-76.56588	003084183										NO		
2011	VICE PRESIDENT	JAMES CORCKRAN	21213CLNDN4309E	CLENDENIN BROTHERS INC	4309 ERDMAN AVE	BALTIMORE	BALTIMORE (CITY)	MD	21213	CLENDENIN BROTHERS INC	4309 ERDMAN AVE	BALTIMORE	MD		21213	YES	NO	NO	NO	JAY CORCKRAN	4103274500	3452	3496						332722	331319					39.31162	-76.56588	003084183										NO		
2011	VICE PRESIDENT	JAMES CORCKRAN	21213CLNDN4309E	CLENDENIN BROTHERS INC	4309 ERDMAN AVE	BALTIMORE	BALTIMORE (CITY)	MD	21213	CLENDENIN BROTHERS INC	4309 ERDMAN AVE	BALTIMORE	MD		21213	YES	NO	NO	NO	JAY CORCKRAN	4103274500	3452	3496						332722	331319					39.31162	-76.56588	003084183										NO		
2011	PLANT MANAGER	DANIEL REIN	21001CLRXP1319P	CLOROX PRODUCTS CO	1319 PERRYMAN RD	ABERDEEN	HARFORD	MD	21001	CLOROX PRODUCTS CO	1319 PERRYMAN RD	ABERDEEN	MD		21001	YES	NO	NO	NO	DANIEL G. REIN	4102735202	2842							325612						39.480563	-76.193012	948774013								THE CLOROX CO	009138033	NO	DAN.REIN@CLOROX.COM	
2011	GENERAL MANAGER	JAMES CELLA	21218CLVRL2701L	CLOVERLAND FARMS DAIRY	2701 LOCH RAVEN RD	BALTIMORE	BALTIMORE (CITY)	MD	21218	CLOVERLAND FARMS DAIRY	2701 LOCH RAVEN RD	BALTIMORE	MD		21218	YES	NO	NO	NO	JAMES CELLA	4102354477	2026							311511						39.320597	-76.604564	928786078								TWO FARMS INC	003076650	NO	JCELLA@CLOVERLANDDAIRY.COM	
2011	GENERAL MANAGER	JAMES CELLA	21218CLVRL2701L	CLOVERLAND FARMS DAIRY	2701 LOCH RAVEN RD	BALTIMORE	BALTIMORE (CITY)	MD	21218	CLOVERLAND FARMS DAIRY	2701 LOCH RAVEN RD	BALTIMORE	MD		21218	YES	NO	NO	NO	JAMES CELLA	4102354477	2026							311511						39.320597	-76.604564	928786078								TWO FARMS INC	003076650	NO	JCELLA@CLOVERLANDDAIRY.COM	
2011	DIRECTOR OF REGULATORY AFFAIRS	MICHAEL DOSS	21921CLNLM505BL	COLONIAL METALS INC	505 BLUEBALL RD BLDG 20	ELKTON	CECIL	MD	21921	COLONIAL METALS INC	PO BOX 726	ELKTON	MD		21922	YES	NO	NO	NO	GEORGE BENVEGNO JR.	4103987200	2819							325188						39.62106	-75.85149	054900287										NO	GBENVEGNO@COLONIALMETALS.COM	
2011	DIRECTOR OF REGULATORY AFFAIRS	MICHAEL DOSS	21921CLNLM505BL	COLONIAL METALS INC	505 BLUEBALL RD BLDG 20	ELKTON	CECIL	MD	21921	COLONIAL METALS INC	PO BOX 726	ELKTON	MD		21922	YES	NO	NO	NO	GEORGE BENVEGNO JR.	4103987200	2819							325188						39.62106	-75.85149	054900287										NO	GBENVEGNO@COLONIALMETALS.COM	
2011	DIRECTOR OF OPERATIONS	MICHAEL BROZENE	21223LNMRN150SC	COMPLEMENTARY COATINGS CORP	4701 O'DONNELL ST	BALTIMORE	BALTIMORE (CITY)	MD	21224	COMPLEMENTARY COATINGS CORP	4701 O'DONNELL ST	BALTIMORE	MD		21224	YES	NO	NO	NO	MICHAEL BROZENE	4105343300	2851							325510						39.2809	-76.55581									BERKSHIRE HATHAWAY	001210715	NO	MIKE.BROZENE@INSL-X.COM	
2011	DIRECTOR OF OPERATIONS	MICHAEL BROZENE	21223LNMRN150SC	COMPLEMENTARY COATINGS CORP	4701 O'DONNELL ST	BALTIMORE	BALTIMORE (CITY)	MD	21224	COMPLEMENTARY COATINGS CORP	4701 O'DONNELL ST	BALTIMORE	MD		21224	YES	NO	NO	NO	MICHAEL BROZENE	4105343300	2851							325510						39.2809	-76.55581									BERKSHIRE HATHAWAY	001210715	NO	MIKE.BROZENE@INSL-X.COM	
2011	DIRECTOR OF OPERATIONS	MICHAEL BROZENE	21223LNMRN150SC	COMPLEMENTARY COATINGS CORP	4701 O'DONNELL ST	BALTIMORE	BALTIMORE (CITY)	MD	21224	COMPLEMENTARY COATINGS CORP	4701 O'DONNELL ST	BALTIMORE	MD		21224	YES	NO	NO	NO	MICHAEL BROZENE	4105343300	2851							325510						39.2809	-76.55581									BERKSHIRE HATHAWAY	001210715	NO	MIKE.BROZENE@INSL-X.COM	
2011	DIRECTOR OF OPERATIONS	MICHAEL BROZENE	21223LNMRN150SC	COMPLEMENTARY COATINGS CORP	4701 O'DONNELL ST	BALTIMORE	BALTIMORE (CITY)	MD	21224	COMPLEMENTARY COATINGS CORP	4701 O'DONNELL ST	BALTIMORE	MD		21224	YES	NO	NO	NO	MICHAEL BROZENE	4105343300	2851							325510						39.2809	-76.55581									BERKSHIRE HATHAWAY	001210715	NO	MIKE.BROZENE@INSL-X.COM	
2011	DIRECTOR OF OPERATIONS	MICHAEL BROZENE	21223LNMRN150SC	COMPLEMENTARY COATINGS CORP	4701 O'DONNELL ST	BALTIMORE	BALTIMORE (CITY)	MD	21224	COMPLEMENTARY COATINGS CORP	4701 O'DONNELL ST	BALTIMORE	MD		21224	YES	NO	NO	NO	MICHAEL BROZENE	4105343300	2851							325510						39.2809	-76.55581									BERKSHIRE HATHAWAY	001210715	NO	MIKE.BROZENE@INSL-X.COM	
2011	DIRECTOR OF OPERATIONS	MICHAEL BROZENE	21223LNMRN150SC	COMPLEMENTARY COATINGS CORP	4701 O'DONNELL ST	BALTIMORE	BALTIMORE (CITY)	MD	21224	COMPLEMENTARY COATINGS CORP	4701 O'DONNELL ST	BALTIMORE	MD		21224	YES	NO	NO	NO	MICHAEL BROZENE	4105343300	2851							325510						39.2809	-76.55581									BERKSHIRE HATHAWAY	001210715	NO	MIKE.BROZENE@INSL-X.COM	
2011	DIRECTOR OF OPERATIONS	MICHAEL BROZENE	21223LNMRN150SC	COMPLEMENTARY COATINGS CORP	4701 O'DONNELL ST	BALTIMORE	BALTIMORE (CITY)	MD	21224	COMPLEMENTARY COATINGS CORP	4701 O'DONNELL ST	BALTIMORE	MD		21224	YES	NO	NO	NO	MICHAEL BROZENE	4105343300	2851							325510						39.2809	-76.55581									BERKSHIRE HATHAWAY	001210715	NO	MIKE.BROZENE@INSL-X.COM	
2011	DIRECTOR OF OPERATIONS	MICHAEL BROZENE	21223LNMRN150SC	COMPLEMENTARY COATINGS CORP	4701 O'DONNELL ST	BALTIMORE	BALTIMORE (CITY)	MD	21224	COMPLEMENTARY COATINGS CORP	4701 O'DONNELL ST	BALTIMORE	MD		21224	YES	NO	NO	NO	MICHAEL BROZENE	4105343300	2851							325510						39.2809	-76.55581									BERKSHIRE HATHAWAY	001210715	NO	MIKE.BROZENE@INSL-X.COM	
2011		JOHN F. MCCLOSKEY	21901CMPSTONEPE	COMPOSITES USA	ONE PENINSULA DR	NORTH EAST	CECIL	MD	21901	COMPOSITES USA	ONE PENINSULA DR	NORTH EAST	MD		21901	NO	NO	NO	NO	JOHN F. MCCLOSKEY	4102872700	3089							326130						39.62143	-75.95235	065395212		MDR000012013						FAB-TECH ACQUISTITIONS INC	NONE	NO	JMCCLOSKEY@COMPOSITESUSA.COM	
2011		JOHN F. MCCLOSKEY	21901CMPSTONEPE	COMPOSITES USA	ONE PENINSULA DR	NORTH EAST	CECIL	MD	21901	COMPOSITES USA	ONE PENINSULA DR	NORTH EAST	MD		21901	NO	NO	NO	NO	JOHN F. MCCLOSKEY	4102872700	3089							326130						39.62143	-75.95235	065395212		MDR000012013						FAB-TECH ACQUISTITIONS INC	NONE	NO	JMCCLOSKEY@COMPOSITESUSA.COM	
2011		JOHN F. MCCLOSKEY	21901CMPSTONEPE	COMPOSITES USA	ONE PENINSULA DR	NORTH EAST	CECIL	MD	21901	COMPOSITES USA	ONE PENINSULA DR	NORTH EAST	MD		21901	NO	NO	NO	NO	JOHN F. MCCLOSKEY	4102872700	3089							326130						39.62143	-75.95235	065395212		MDR000012013						FAB-TECH ACQUISTITIONS INC	NONE	NO	JMCCLOSKEY@COMPOSITESUSA.COM	
2011	PLANT GENERAL MANAGER	WILLIAM BUTLER	21220CPCRN1001C	CP CRANE GENERATING STATION	1001 CARROLL ISLAND RD	BALTIMORE	BALTIMORE	MD	21220	CP CRANE GENERATING STATION	1005 BRANDON SHORES RD	BALTIMORE	MD		21226	YES	NO	NO	NO	KEVIN THORNTON	4104702652	4911							221112						39.328756	-76.37141									EXELON CORP	001807150	NO	KEVIN.THORNTON@CONSTELLATION.COM	
2011	PLANT GENERAL MANAGER	WILLIAM BUTLER	21220CPCRN1001C	CP CRANE GENERATING STATION	1001 CARROLL ISLAND RD	BALTIMORE	BALTIMORE	MD	21220	CP CRANE GENERATING STATION	1005 BRANDON SHORES RD	BALTIMORE	MD		21226	YES	NO	NO	NO	KEVIN THORNTON	4104702652	4911							221112						39.328756	-76.37141									EXELON CORP	001807150	NO	KEVIN.THORNTON@CONSTELLATION.COM	
2011	PLANT GENERAL MANAGER	WILLIAM BUTLER	21220CPCRN1001C	CP CRANE GENERATING STATION	1001 CARROLL ISLAND RD	BALTIMORE	BALTIMORE	MD	21220	CP CRANE GENERATING STATION	1005 BRANDON SHORES RD	BALTIMORE	MD		21226	YES	NO	NO	NO	KEVIN THORNTON	4104702652	4911							221112						39.328756	-76.37141									EXELON CORP	001807150	NO	KEVIN.THORNTON@CONSTELLATION.COM	
2011	PLANT GENERAL MANAGER	WILLIAM BUTLER	21220CPCRN1001C	CP CRANE GENERATING STATION	1001 CARROLL ISLAND RD	BALTIMORE	BALTIMORE	MD	21220	CP CRANE GENERATING STATION	1005 BRANDON SHORES RD	BALTIMORE	MD		21226	YES	NO	NO	NO	KEVIN THORNTON	4104702652	4911							221112						39.328756	-76.37141									EXELON CORP	001807150	NO	KEVIN.THORNTON@CONSTELLATION.COM	
2011	PLANT GENERAL MANAGER	WILLIAM BUTLER	21220CPCRN1001C	CP CRANE GENERATING STATION	1001 CARROLL ISLAND RD	BALTIMORE	BALTIMORE	MD	21220	CP CRANE GENERATING STATION	1005 BRANDON SHORES RD	BALTIMORE	MD		21226	YES	NO	NO	NO	KEVIN THORNTON	4104702652	4911							221112						39.328756	-76.37141									EXELON CORP	001807150	NO	KEVIN.THORNTON@CONSTELLATION.COM	
2011	PLANT GENERAL MANAGER	WILLIAM BUTLER	21220CPCRN1001C	CP CRANE GENERATING STATION	1001 CARROLL ISLAND RD	BALTIMORE	BALTIMORE	MD	21220	CP CRANE GENERATING STATION	1005 BRANDON SHORES RD	BALTIMORE	MD		21226	YES	NO	NO	NO	KEVIN THORNTON	4104702652	4911							221112						39.328756	-76.37141									EXELON CORP	001807150	NO	KEVIN.THORNTON@CONSTELLATION.COM	
2011	PLANT GENERAL MANAGER	WILLIAM BUTLER	21220CPCRN1001C	CP CRANE GENERATING STATION	1001 CARROLL ISLAND RD	BALTIMORE	BALTIMORE	MD	21220	CP CRANE GENERATING STATION	1005 BRANDON SHORES RD	BALTIMORE	MD		21226	YES	NO	NO	NO	KEVIN THORNTON	4104702652	4911							221112						39.328756	-76.37141									EXELON CORP	001807150	NO	KEVIN.THORNTON@CONSTELLATION.COM	
2011	PLANT GENERAL MANAGER	WILLIAM BUTLER	21220CPCRN1001C	CP CRANE GENERATING STATION	1001 CARROLL ISLAND RD	BALTIMORE	BALTIMORE	MD	21220	CP CRANE GENERATING STATION	1005 BRANDON SHORES RD	BALTIMORE	MD		21226	YES	NO	NO	NO	KEVIN THORNTON	4104702652	4911							221112						39.328756	-76.37141									EXELON CORP	001807150	NO	KEVIN.THORNTON@CONSTELLATION.COM	
2011	PLANT GENERAL MANAGER	WILLIAM BUTLER	21220CPCRN1001C	CP CRANE GENERATING STATION	1001 CARROLL ISLAND RD	BALTIMORE	BALTIMORE	MD	21220	CP CRANE GENERATING STATION	1005 BRANDON SHORES RD	BALTIMORE	MD		21226	YES	NO	NO	NO	KEVIN THORNTON	4104702652	4911							221112						39.328756	-76.37141									EXELON CORP	001807150	NO	KEVIN.THORNTON@CONSTELLATION.COM	
2011	PLANT MANAGER	ELSIE DARE	21221CNTNN8801C	CROWN FOOD PACKAGING	8801 CITATION RD	BALTIMORE	BALTIMORE (CITY)	MD	21221	CROWN FOOD PACKAGING	8801 CITATION RD	BALTIMORE	MD		21221	YES	NO	NO	NO	ELSIE DARE	4106875000	3411							332431						39.3375	-76.47079	002282341								CROWN CORK & SEAL CO (USA) INC	002282341	NO	ELSIE.DARE@CROWNCORK.COM	
2011	PLANT MANAGER	ELSIE DARE	21221CNTNN8801C	CROWN FOOD PACKAGING	8801 CITATION RD	BALTIMORE	BALTIMORE (CITY)	MD	21221	CROWN FOOD PACKAGING	8801 CITATION RD	BALTIMORE	MD		21221	YES	NO	NO	NO	ELSIE DARE	4106875000	3411							332431						39.3375	-76.47079	002282341								CROWN CORK & SEAL CO (USA) INC	002282341	NO	ELSIE.DARE@CROWNCORK.COM	
2011	OPERATIONS MANAGER	MICHAEL WALTERS	21078MRCNC1300R	CYTEC ENGINEERED INC	1300 REVOLUTION ST	HAVRE DE GRACE	HARFORD	MD	21078	CYTEC ENGINEERED INC	1300 REVOLUTION ST	HAVRE DE GRACE	MD		21078	YES	NO	NO	NO	MARK A. GORHAM	4109398190	2891	2295						325520						39.5391	-76.10786	931610943								CYTEC INDUSTRIES INC	809984230	NO	MARK.GORHAM@CYTEC.COM	
2011	OPERATIONS MANAGER	MICHAEL WALTERS	21078MRCNC1300R	CYTEC ENGINEERED INC	1300 REVOLUTION ST	HAVRE DE GRACE	HARFORD	MD	21078	CYTEC ENGINEERED INC	1300 REVOLUTION ST	HAVRE DE GRACE	MD		21078	YES	NO	NO	NO	MARK A. GORHAM	4109398190	2891	2295						325520						39.5391	-76.10786	931610943								CYTEC INDUSTRIES INC	809984230	NO	MARK.GORHAM@CYTEC.COM	
2011	OPERATIONS MANAGER	MICHAEL WALTERS	21078MRCNC1300R	CYTEC ENGINEERED INC	1300 REVOLUTION ST	HAVRE DE GRACE	HARFORD	MD	21078	CYTEC ENGINEERED INC	1300 REVOLUTION ST	HAVRE DE GRACE	MD		21078	YES	NO	NO	NO	MARK A. GORHAM	4109398190	2891	2295						325520						39.5391	-76.10786	931610943								CYTEC INDUSTRIES INC	809984230	NO	MARK.GORHAM@CYTEC.COM	
2011	OPERATIONS MANAGER	MICHAEL WALTERS	21078MRCNC1300R	CYTEC ENGINEERED INC	1300 REVOLUTION ST	HAVRE DE GRACE	HARFORD	MD	21078	CYTEC ENGINEERED INC	1300 REVOLUTION ST	HAVRE DE GRACE	MD		21078	YES	NO	NO	NO	MARK A. GORHAM	4109398190	2891	2295						325520						39.5391	-76.10786	931610943								CYTEC INDUSTRIES INC	809984230	NO	MARK.GORHAM@CYTEC.COM	
2011	OPERATIONS MANAGER	MICHAEL WALTERS	21078MRCNC1300R	CYTEC ENGINEERED INC	1300 REVOLUTION ST	HAVRE DE GRACE	HARFORD	MD	21078	CYTEC ENGINEERED INC	1300 REVOLUTION ST	HAVRE DE GRACE	MD		21078	YES	NO	NO	NO	MARK A. GORHAM	4109398190	2891	2295						325520						39.5391	-76.10786	931610943								CYTEC INDUSTRIES INC	809984230	NO	MARK.GORHAM@CYTEC.COM	
2011	OPERATIONS MANAGER	MICHAEL WALTERS	21078MRCNC1300R	CYTEC ENGINEERED INC	1300 REVOLUTION ST	HAVRE DE GRACE	HARFORD	MD	21078	CYTEC ENGINEERED INC	1300 REVOLUTION ST	HAVRE DE GRACE	MD		21078	YES	NO	NO	NO	MARK A. GORHAM	4109398190	2891	2295						325520						39.5391	-76.10786	931610943								CYTEC INDUSTRIES INC	809984230	NO	MARK.GORHAM@CYTEC.COM	
2011	OPERATIONS MANAGER	MICHAEL WALTERS	21078MRCNC1300R	CYTEC ENGINEERED INC	1300 REVOLUTION ST	HAVRE DE GRACE	HARFORD	MD	21078	CYTEC ENGINEERED INC	1300 REVOLUTION ST	HAVRE DE GRACE	MD		21078	YES	NO	NO	NO	MARK A. GORHAM	4109398190	2891	2295						325520						39.5391	-76.10786	931610943								CYTEC INDUSTRIES INC	809984230	NO	MARK.GORHAM@CYTEC.COM	
2011	PLANT MANAGER	ROBERT MASSETTI	21219DPNC 4630N	DAP INC	4630 N POINT BLVD	SPARROWS POINT	BALTIMORE	MD	212191092	DAP INC	4630 N POINT BLVD	SPARROWS POINT	MD		21219-1092	YES	NO	NO	NO	RITA MAYOR	4106752100	2891							325520						39.24907	-76.458388	007022486								RPM INC	004155651	NO	RMAYOR@DAP.COM	
2011	PLANT MANAGER	ROBERT MASSETTI	21219DPNC 4630N	DAP INC	4630 N POINT BLVD	SPARROWS POINT	BALTIMORE	MD	212191092	DAP INC	4630 N POINT BLVD	SPARROWS POINT	MD		21219-1092	YES	NO	NO	NO	RITA MAYOR	4106752100	2891							325520						39.24907	-76.458388	007022486								RPM INC	004155651	NO	RMAYOR@DAP.COM	
2011	GM/VP DIXON	WAYNE SPURRIER	21620DXNVL800HI	DIXON VALVE & COUPLING CO	800 HIGH ST	CHESTERTOWN	KENT	MD	21620	DIXON VALVE & COUPLING CO	800 HIGH ST	CHESTERTOWN	MD		21620	YES	NO	NO	NO	MARY SPRY PRICE	4107782000	3492							332912	332911	332919				39.21444	-76.07446	002296713										NO	MPRICE@DIXONVALVE.COM	
2011	GM/VP DIXON	WAYNE SPURRIER	21620DXNVL800HI	DIXON VALVE & COUPLING CO	800 HIGH ST	CHESTERTOWN	KENT	MD	21620	DIXON VALVE & COUPLING CO	800 HIGH ST	CHESTERTOWN	MD		21620	YES	NO	NO	NO	MARY SPRY PRICE	4107782000	3492							332912	332911	332919				39.21444	-76.07446	002296713										NO	MPRICE@DIXONVALVE.COM	
2011	GM/VP DIXON	WAYNE SPURRIER	21620DXNVL800HI	DIXON VALVE & COUPLING CO	800 HIGH ST	CHESTERTOWN	KENT	MD	21620	DIXON VALVE & COUPLING CO	800 HIGH ST	CHESTERTOWN	MD		21620	YES	NO	NO	NO	MARY SPRY PRICE	4107782000	3492							332912	332911	332919				39.21444	-76.07446	002296713										NO	MPRICE@DIXONVALVE.COM	
2011	GM/VP DIXON	WAYNE SPURRIER	21620DXNVL800HI	DIXON VALVE & COUPLING CO	800 HIGH ST	CHESTERTOWN	KENT	MD	21620	DIXON VALVE & COUPLING CO	800 HIGH ST	CHESTERTOWN	MD		21620	YES	NO	NO	NO	MARY SPRY PRICE	4107782000	3492							332912	332911	332919				39.21444	-76.07446	002296713										NO	MPRICE@DIXONVALVE.COM	
2011	MANUFACTURING ENGINEER	CRAIG MASON	20878WTKNS700QU	DRS-SIGNAL SOLUTIONS INC	700 QUINCE ORCHARD RD	GAITHERSBURG	MONTGOMERY	MD	20878	DRS-SIGNAL SOLUTIONS INC	700 QUINCE ORCHARD RD	GAITHERSBURG	MD		20878	YES	NO	NO	NO	CRAIG MASON	3019448371	3679							334418						39.13804	-77.22253	122616019		MDD046041885						FINMECCANICA SPA	122616019	NO		
2011	DIRECTOR ENVIRONMENTAL AFFAIRS	SCOTT THOMAS	20705DRNNC10406	DURON PAINTS & WALLCOVERINGS	10406 TUCKER ST	BELTSVILLE	PRINCE GEORGES	MD	20705	DURON PAINTS & WALLCOVERINGS	10406 TUCKER ST	BELTSVILLE	MD		20705	YES	NO	NO	NO	R. SCOTT THOMAS	2165662182	2851							325510						39.025	-76.916667	003255163								THE SHERWIN-WILLIAMS CO	004206397	NO	RSTHOMAS@SHERWIN.COM	
2011	DIRECTOR ENVIRONMENTAL AFFAIRS	SCOTT THOMAS	20705DRNNC10406	DURON PAINTS & WALLCOVERINGS	10406 TUCKER ST	BELTSVILLE	PRINCE GEORGES	MD	20705	DURON PAINTS & WALLCOVERINGS	10406 TUCKER ST	BELTSVILLE	MD		20705	YES	NO	NO	NO	R. SCOTT THOMAS	2165662182	2851							325510						39.025	-76.916667	003255163								THE SHERWIN-WILLIAMS CO	004206397	NO	RSTHOMAS@SHERWIN.COM	
2011	DIRECTOR ENVIRONMENTAL AFFAIRS	SCOTT THOMAS	20705DRNNC10406	DURON PAINTS & WALLCOVERINGS	10406 TUCKER ST	BELTSVILLE	PRINCE GEORGES	MD	20705	DURON PAINTS & WALLCOVERINGS	10406 TUCKER ST	BELTSVILLE	MD		20705	YES	NO	NO	NO	R. SCOTT THOMAS	2165662182	2851							325510						39.025	-76.916667	003255163								THE SHERWIN-WILLIAMS CO	004206397	NO	RSTHOMAS@SHERWIN.COM	
2011	PRESIDENT	MARK STIFFLER	21226STLCL4000H	EASTALCO ALUMINUM CO PIER	4000 FORT ARMISTEAD RD	BALTIMORE	BALTIMORE (CITY)	MD	212261811	EASTALCO ALUMINUM CO PIER	5601 MANOR WOODS RD	FREDERICK	MD		21703	YES	NO	NO	NO	OSCAR U. FISHER, JR.	3014716983	3334							331312						39.202575	-76.55133	049922503								ALCOA INC	001339472	NO	OSCAR.FISHER@ALCOA.COM	
2011	PLANT MANAGER	PEDRO ROSARIO	21620HLSMRMDRTE	EASTMAN SPECIALTIES CORP	10380 WORTON RD	CHESTERTOWN	KENT	MD	21620	EASTMAN SPECIALTIES CORP	10380 WORTON RD	CHESTERTOWN	MD		21620	YES	NO	NO	NO	PEDRO L. ROSARIO	4107781991	2869							325199						39.263366	-76.086814	808898381								EASTMAN SPECIALTIES HOLDINGS CORP	808898381	NO	PROSARIO@EASTMAN.COM	
2011	PLANT MANAGER	PEDRO ROSARIO	21620HLSMRMDRTE	EASTMAN SPECIALTIES CORP	10380 WORTON RD	CHESTERTOWN	KENT	MD	21620	EASTMAN SPECIALTIES CORP	10380 WORTON RD	CHESTERTOWN	MD		21620	YES	NO	NO	NO	PEDRO L. ROSARIO	4107781991	2869							325199						39.263366	-76.086814	808898381								EASTMAN SPECIALTIES HOLDINGS CORP	808898381	NO	PROSARIO@EASTMAN.COM	
2011	PLANT MANAGER	PEDRO ROSARIO	21620HLSMRMDRTE	EASTMAN SPECIALTIES CORP	10380 WORTON RD	CHESTERTOWN	KENT	MD	21620	EASTMAN SPECIALTIES CORP	10380 WORTON RD	CHESTERTOWN	MD		21620	YES	NO	NO	NO	PEDRO L. ROSARIO	4107781991	2869							325199						39.263366	-76.086814	808898381								EASTMAN SPECIALTIES HOLDINGS CORP	808898381	NO	PROSARIO@EASTMAN.COM	
2011	PLANT MANAGER	PEDRO ROSARIO	21620HLSMRMDRTE	EASTMAN SPECIALTIES CORP	10380 WORTON RD	CHESTERTOWN	KENT	MD	21620	EASTMAN SPECIALTIES CORP	10380 WORTON RD	CHESTERTOWN	MD		21620	YES	NO	NO	NO	PEDRO L. ROSARIO	4107781991	2869							325199						39.263366	-76.086814	808898381								EASTMAN SPECIALTIES HOLDINGS CORP	808898381	NO	PROSARIO@EASTMAN.COM	
2011	PLANT MANAGER	PEDRO ROSARIO	21620HLSMRMDRTE	EASTMAN SPECIALTIES CORP	10380 WORTON RD	CHESTERTOWN	KENT	MD	21620	EASTMAN SPECIALTIES CORP	10380 WORTON RD	CHESTERTOWN	MD		21620	YES	NO	NO	NO	PEDRO L. ROSARIO	4107781991	2869							325199						39.263366	-76.086814	808898381								EASTMAN SPECIALTIES HOLDINGS CORP	808898381	NO	PROSARIO@EASTMAN.COM	
2011	PLANT MANAGER	PEDRO ROSARIO	21620HLSMRMDRTE	EASTMAN SPECIALTIES CORP	10380 WORTON RD	CHESTERTOWN	KENT	MD	21620	EASTMAN SPECIALTIES CORP	10380 WORTON RD	CHESTERTOWN	MD		21620	YES	NO	NO	NO	PEDRO L. ROSARIO	4107781991	2869							325199						39.263366	-76.086814	808898381								EASTMAN SPECIALTIES HOLDINGS CORP	808898381	NO	PROSARIO@EASTMAN.COM	
2011	PLANT MANAGER	PEDRO ROSARIO	21620HLSMRMDRTE	EASTMAN SPECIALTIES CORP	10380 WORTON RD	CHESTERTOWN	KENT	MD	21620	EASTMAN SPECIALTIES CORP	10380 WORTON RD	CHESTERTOWN	MD		21620	YES	NO	NO	NO	PEDRO L. ROSARIO	4107781991	2869							325199						39.263366	-76.086814	808898381								EASTMAN SPECIALTIES HOLDINGS CORP	808898381	NO	PROSARIO@EASTMAN.COM	
