REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10-18-2012	
2011	ENVIRONMENTAL, HEALTH AND SAFETY MANAGER	GARY CUSHING	42025LCBNDSYMSO	3A COMPOSITES USA INC	280 W 5TH ST	BENTON	MARSHALL	KY	42025	3A COMPOSITES USA INC	280 W 5TH ST	BENTON	KY		42025	YES	NO	NO	NO	GARY A. CUSHING	2705274278	3081	3083						326130						36.86642	-88.35834	056819287								3A COMPOSITES USA INC		NO	GARY.CUSHING@3ACOMPOSITES.COM	
2011	PLANT MANAGER	DAVID SPALT	40108LNCRPHIGHW	ARCH CHEMICALS INC	HWY 933	BRANDENBURG	MEADE	KY	40108	ARCH CHEMICALS INC	2450 OLIN RD	BRANDENBURG	KY		40108	YES	NO	NO	NO	DAVE SPALT	2704226939	2869							325199						37.996625	-86.109993	006396246								LONZA,INC	001643170	NO	DAVE.SPALT@LONZA.COM	
2011	PLANT MANAGER	DAVID SPALT	40108LNCRPHIGHW	ARCH CHEMICALS INC	HWY 933	BRANDENBURG	MEADE	KY	40108	ARCH CHEMICALS INC	2450 OLIN RD	BRANDENBURG	KY		40108	YES	NO	NO	NO	DAVE SPALT	2704226939	2869							325199						37.996625	-86.109993	006396246								LONZA,INC	001643170	NO	DAVE.SPALT@LONZA.COM	
2011	PLANT MANAGER	DAVID SPALT	40108LNCRPHIGHW	ARCH CHEMICALS INC	HWY 933	BRANDENBURG	MEADE	KY	40108	ARCH CHEMICALS INC	2450 OLIN RD	BRANDENBURG	KY		40108	YES	NO	NO	NO	DAVE SPALT	2704226939	2869							325199						37.996625	-86.109993	006396246								LONZA,INC	001643170	NO	DAVE.SPALT@LONZA.COM	
2011	VP OPERATIONS	JOHN WITTENAUER	41042RSTCH7350E	ARISTECH ACRYLICS LLC	7350  EMPIRE DR	FLORENCE	BOONE	KY	41042	ARISTECH ACRYLICS LLC	7350  EMPIRE DR	FLORENCE	KY		41042	YES	NO	NO	NO	PAM NELSON	8592831501	3081							326113						38.97469	-84.62103	002154545								SK CAPITAL PARTNERS	808064724	NO	PNELSON@ARISTECHACRYLICS.COM	
2011	VP OPERATIONS	JOHN WITTENAUER	41042RSTCH7350E	ARISTECH ACRYLICS LLC	7350  EMPIRE DR	FLORENCE	BOONE	KY	41042	ARISTECH ACRYLICS LLC	7350  EMPIRE DR	FLORENCE	KY		41042	YES	NO	NO	NO	PAM NELSON	8592831501	3081							326113						38.97469	-84.62103	002154545								SK CAPITAL PARTNERS	808064724	NO	PNELSON@ARISTECHACRYLICS.COM	
2011	HES MANAGER	KIM KNOTTS	42029PNNWLALTON	ARKEMA INC	4444 INDUSTRIAL PKWY	CALVERT CITY	MARSHALL	KY	42029	ARKEMA INC	PO BOX 187	CALVERT CITY	KY		42029	YES	NO	NO	NO	JEFF HALL	2703956364	2819	2821	2869					325188	325199	325211				37.04902	-88.3692	002290773								ARKEMA DELAWARE INC	622121697	NO	JEFF.HALL@ARKEMA.COM	
2011	HES MANAGER	KIM KNOTTS	42029PNNWLALTON	ARKEMA INC	4444 INDUSTRIAL PKWY	CALVERT CITY	MARSHALL	KY	42029	ARKEMA INC	PO BOX 187	CALVERT CITY	KY		42029	YES	NO	NO	NO	JEFF HALL	2703956364	2819	2821	2869					325188	325199	325211				37.04902	-88.3692	002290773								ARKEMA DELAWARE INC	622121697	NO	JEFF.HALL@ARKEMA.COM	
2011	HES MANAGER	KIM KNOTTS	42029PNNWLALTON	ARKEMA INC	4444 INDUSTRIAL PKWY	CALVERT CITY	MARSHALL	KY	42029	ARKEMA INC	PO BOX 187	CALVERT CITY	KY		42029	YES	NO	NO	NO	JEFF HALL	2703956364	2819	2821	2869					325188	325199	325211				37.04902	-88.3692	002290773								ARKEMA DELAWARE INC	622121697	NO	JEFF.HALL@ARKEMA.COM	
2011	HES MANAGER	KIM KNOTTS	42029PNNWLALTON	ARKEMA INC	4444 INDUSTRIAL PKWY	CALVERT CITY	MARSHALL	KY	42029	ARKEMA INC	PO BOX 187	CALVERT CITY	KY		42029	YES	NO	NO	NO	JEFF HALL	2703956364	2819	2821	2869					325188	325199	325211				37.04902	-88.3692	002290773								ARKEMA DELAWARE INC	622121697	NO	JEFF.HALL@ARKEMA.COM	
2011	HES MANAGER	KIM KNOTTS	42029PNNWLALTON	ARKEMA INC	4444 INDUSTRIAL PKWY	CALVERT CITY	MARSHALL	KY	42029	ARKEMA INC	PO BOX 187	CALVERT CITY	KY		42029	YES	NO	NO	NO	JEFF HALL	2703956364	2819	2821	2869					325188	325199	325211				37.04902	-88.3692	002290773								ARKEMA DELAWARE INC	622121697	NO	JEFF.HALL@ARKEMA.COM	
2011	HES MANAGER	KIM KNOTTS	42029PNNWLALTON	ARKEMA INC	4444 INDUSTRIAL PKWY	CALVERT CITY	MARSHALL	KY	42029	ARKEMA INC	PO BOX 187	CALVERT CITY	KY		42029	YES	NO	NO	NO	JEFF HALL	2703956364	2819	2821	2869					325188	325199	325211				37.04902	-88.3692	002290773								ARKEMA DELAWARE INC	622121697	NO	JEFF.HALL@ARKEMA.COM	
2011	HES MANAGER	KIM KNOTTS	42029PNNWLALTON	ARKEMA INC	4444 INDUSTRIAL PKWY	CALVERT CITY	MARSHALL	KY	42029	ARKEMA INC	PO BOX 187	CALVERT CITY	KY		42029	YES	NO	NO	NO	JEFF HALL	2703956364	2819	2821	2869					325188	325199	325211				37.04902	-88.3692	002290773								ARKEMA DELAWARE INC	622121697	NO	JEFF.HALL@ARKEMA.COM	
2011	HES MANAGER	KIM KNOTTS	42029PNNWLALTON	ARKEMA INC	4444 INDUSTRIAL PKWY	CALVERT CITY	MARSHALL	KY	42029	ARKEMA INC	PO BOX 187	CALVERT CITY	KY		42029	YES	NO	NO	NO	JEFF HALL	2703956364	2819	2821	2869					325188	325199	325211				37.04902	-88.3692	002290773								ARKEMA DELAWARE INC	622121697	NO	JEFF.HALL@ARKEMA.COM	
2011	HES MANAGER	KIM KNOTTS	42029PNNWLALTON	ARKEMA INC	4444 INDUSTRIAL PKWY	CALVERT CITY	MARSHALL	KY	42029	ARKEMA INC	PO BOX 187	CALVERT CITY	KY		42029	YES	NO	NO	NO	JEFF HALL	2703956364	2819	2821	2869					325188	325199	325211				37.04902	-88.3692	002290773								ARKEMA DELAWARE INC	622121697	NO	JEFF.HALL@ARKEMA.COM	
2011	ENVIRONMENTAL ENGINEER	FAYE HOUSER	41008MTCHM2316H	ARKEMA INC	2316 HIGHLAND AVE	CARROLLTON	CARROLL	KY	41008	ARKEMA INC	2316 HIGHLAND AVE	CARROLLTON	KY		41008	YES	NO	NO	NO	ANNIS BANKS	5027324411	2819	2869	2879	2899	4953			325188	325199	325998	325320			38.689307	-85.146612	001293901								ARKEMA DELAWARE INC	622121697	NO	ANNIS.BANKS@ARKEMA.COM	
2011	ENVIRONMENTAL ENGINEER	FAYE HOUSER	41008MTCHM2316H	ARKEMA INC	2316 HIGHLAND AVE	CARROLLTON	CARROLL	KY	41008	ARKEMA INC	2316 HIGHLAND AVE	CARROLLTON	KY		41008	YES	NO	NO	NO	ANNIS BANKS	5027324411	2819	2869	2879	2899	4953			325188	325199	325998	325320			38.689307	-85.146612	001293901								ARKEMA DELAWARE INC	622121697	NO	ANNIS.BANKS@ARKEMA.COM	
2011	ENVIRONMENTAL ENGINEER	FAYE HOUSER	41008MTCHM2316H	ARKEMA INC	2316 HIGHLAND AVE	CARROLLTON	CARROLL	KY	41008	ARKEMA INC	2316 HIGHLAND AVE	CARROLLTON	KY		41008	YES	NO	NO	NO	ANNIS BANKS	5027324411	2819	2869	2879	2899	4953			325188	325199	325998	325320			38.689307	-85.146612	001293901								ARKEMA DELAWARE INC	622121697	NO	ANNIS.BANKS@ARKEMA.COM	
2011	ENVIRONMENTAL ENGINEER	FAYE HOUSER	41008MTCHM2316H	ARKEMA INC	2316 HIGHLAND AVE	CARROLLTON	CARROLL	KY	41008	ARKEMA INC	2316 HIGHLAND AVE	CARROLLTON	KY		41008	YES	NO	NO	NO	ANNIS BANKS	5027324411	2819	2869	2879	2899	4953			325188	325199	325998	325320			38.689307	-85.146612	001293901								ARKEMA DELAWARE INC	622121697	NO	ANNIS.BANKS@ARKEMA.COM	
2011	ENVIRONMENTAL ENGINEER	FAYE HOUSER	41008MTCHM2316H	ARKEMA INC	2316 HIGHLAND AVE	CARROLLTON	CARROLL	KY	41008	ARKEMA INC	2316 HIGHLAND AVE	CARROLLTON	KY		41008	YES	NO	NO	NO	ANNIS BANKS	5027324411	2819	2869	2879	2899	4953			325188	325199	325998	325320			38.689307	-85.146612	001293901								ARKEMA DELAWARE INC	622121697	NO	ANNIS.BANKS@ARKEMA.COM	
2011	ENVIRONMENTAL ENGINEER	FAYE HOUSER	41008MTCHM2316H	ARKEMA INC	2316 HIGHLAND AVE	CARROLLTON	CARROLL	KY	41008	ARKEMA INC	2316 HIGHLAND AVE	CARROLLTON	KY		41008	YES	NO	NO	NO	ANNIS BANKS	5027324411	2819	2869	2879	2899	4953			325188	325199	325998	325320			38.689307	-85.146612	001293901								ARKEMA DELAWARE INC	622121697	NO	ANNIS.BANKS@ARKEMA.COM	
2011	ENVIRONMENTAL ENGINEER	FAYE HOUSER	41008MTCHM2316H	ARKEMA INC	2316 HIGHLAND AVE	CARROLLTON	CARROLL	KY	41008	ARKEMA INC	2316 HIGHLAND AVE	CARROLLTON	KY		41008	YES	NO	NO	NO	ANNIS BANKS	5027324411	2819	2869	2879	2899	4953			325188	325199	325998	325320			38.689307	-85.146612	001293901								ARKEMA DELAWARE INC	622121697	NO	ANNIS.BANKS@ARKEMA.COM	
2011	ENVIRONMENTAL ENGINEER	FAYE HOUSER	41008MTCHM2316H	ARKEMA INC	2316 HIGHLAND AVE	CARROLLTON	CARROLL	KY	41008	ARKEMA INC	2316 HIGHLAND AVE	CARROLLTON	KY		41008	YES	NO	NO	NO	ANNIS BANKS	5027324411	2819	2869	2879	2899	4953			325188	325199	325998	325320			38.689307	-85.146612	001293901								ARKEMA DELAWARE INC	622121697	NO	ANNIS.BANKS@ARKEMA.COM	
2011	HES MANAGER	KIM KNOTTS	42029PNNWLALTON	ARKEMA INC	4444 INDUSTRIAL PKWY	CALVERT CITY	MARSHALL	KY	42029	ARKEMA INC	PO BOX 187	CALVERT CITY	KY		42029	YES	NO	NO	NO	JEFF HALL	2703956364	2819	2821	2869					325188	325199	325211				37.04902	-88.3692	002290773								ARKEMA DELAWARE INC	622121697	NO	JEFF.HALL@ARKEMA.COM	
2011	ENVIRONMENTAL ENGINEER	FAYE HOUSER	41008MTCHM2316H	ARKEMA INC	2316 HIGHLAND AVE	CARROLLTON	CARROLL	KY	41008	ARKEMA INC	2316 HIGHLAND AVE	CARROLLTON	KY		41008	YES	NO	NO	NO	ANNIS BANKS	5027324411	2819	2869	2879	2899	4953			325188	325199	325998	325320			38.689307	-85.146612	001293901								ARKEMA DELAWARE INC	622121697	NO	ANNIS.BANKS@ARKEMA.COM	
2011	ENVIRONMENTAL ENGINEER	FAYE HOUSER	41008MTCHM2316H	ARKEMA INC	2316 HIGHLAND AVE	CARROLLTON	CARROLL	KY	41008	ARKEMA INC	2316 HIGHLAND AVE	CARROLLTON	KY		41008	YES	NO	NO	NO	ANNIS BANKS	5027324411	2819	2869	2879	2899	4953			325188	325199	325998	325320			38.689307	-85.146612	001293901								ARKEMA DELAWARE INC	622121697	NO	ANNIS.BANKS@ARKEMA.COM	
2011	HES MANAGER	KIM KNOTTS	42029PNNWLALTON	ARKEMA INC	4444 INDUSTRIAL PKWY	CALVERT CITY	MARSHALL	KY	42029	ARKEMA INC	PO BOX 187	CALVERT CITY	KY		42029	YES	NO	NO	NO	JEFF HALL	2703956364	2819	2821	2869					325188	325199	325211				37.04902	-88.3692	002290773								ARKEMA DELAWARE INC	622121697	NO	JEFF.HALL@ARKEMA.COM	
2011	HES MANAGER	KIM KNOTTS	42029PNNWLALTON	ARKEMA INC	4444 INDUSTRIAL PKWY	CALVERT CITY	MARSHALL	KY	42029	ARKEMA INC	PO BOX 187	CALVERT CITY	KY		42029	YES	NO	NO	NO	JEFF HALL	2703956364	2819	2821	2869					325188	325199	325211				37.04902	-88.3692	002290773								ARKEMA DELAWARE INC	622121697	NO	JEFF.HALL@ARKEMA.COM	
2011	HES MANAGER	KIM KNOTTS	42029PNNWLALTON	ARKEMA INC	4444 INDUSTRIAL PKWY	CALVERT CITY	MARSHALL	KY	42029	ARKEMA INC	PO BOX 187	CALVERT CITY	KY		42029	YES	NO	NO	NO	JEFF HALL	2703956364	2819	2821	2869					325188	325199	325211				37.04902	-88.3692	002290773								ARKEMA DELAWARE INC	622121697	NO	JEFF.HALL@ARKEMA.COM	
2011	HES MANAGER	KIM KNOTTS	42029PNNWLALTON	ARKEMA INC	4444 INDUSTRIAL PKWY	CALVERT CITY	MARSHALL	KY	42029	ARKEMA INC	PO BOX 187	CALVERT CITY	KY		42029	YES	NO	NO	NO	JEFF HALL	2703956364	2819	2821	2869					325188	325199	325211				37.04902	-88.3692	002290773								ARKEMA DELAWARE INC	622121697	NO	JEFF.HALL@ARKEMA.COM	
2011	ENVIRONMENTAL ENGINEER	FAYE HOUSER	41008MTCHM2316H	ARKEMA INC	2316 HIGHLAND AVE	CARROLLTON	CARROLL	KY	41008	ARKEMA INC	2316 HIGHLAND AVE	CARROLLTON	KY		41008	YES	NO	NO	NO	ANNIS BANKS	5027324411	2819	2869	2879	2899	4953			325188	325199	325998	325320			38.689307	-85.146612	001293901								ARKEMA DELAWARE INC	622121697	NO	ANNIS.BANKS@ARKEMA.COM	
2011	ENVIRONMENTAL ENGINEER	FAYE HOUSER	41008MTCHM2316H	ARKEMA INC	2316 HIGHLAND AVE	CARROLLTON	CARROLL	KY	41008	ARKEMA INC	2316 HIGHLAND AVE	CARROLLTON	KY		41008	YES	NO	NO	NO	ANNIS BANKS	5027324411	2819	2869	2879	2899	4953			325188	325199	325998	325320			38.689307	-85.146612	001293901								ARKEMA DELAWARE INC	622121697	NO	ANNIS.BANKS@ARKEMA.COM	
2011	PLANT MANAGER	DARWIN LEE	40216LFTCH4350C	ARKEMA INC LOUISVILLE PLANT	4350 CAMPGROUND RD	LOUISVILLE	JEFFERSON	KY	40216	ARKEMA INC LOUISVILLE PLANT	4350 CAMPGROUND RD	LOUISVILLE	KY		40216	YES	NO	NO	NO	DARWIN LEE	5024496118	2821							326199						38.20952	-85.84281	622121697								ARKEMA DELAWARE INC	622121697	NO	DARWIN.LEE@ARKEMA.COM	
2011	PLANT MANAGER	DARWIN LEE	40216LFTCH4350C	ARKEMA INC LOUISVILLE PLANT	4350 CAMPGROUND RD	LOUISVILLE	JEFFERSON	KY	40216	ARKEMA INC LOUISVILLE PLANT	4350 CAMPGROUND RD	LOUISVILLE	KY		40216	YES	NO	NO	NO	DARWIN LEE	5024496118	2821							326199						38.20952	-85.84281	622121697								ARKEMA DELAWARE INC	622121697	NO	DARWIN.LEE@ARKEMA.COM	
2011	PLANT MGR.	ED SMART	42501HRTCF630IN	ARMSTRONG HARDWOOD FLOORING CO	630 INDUSTRY RD LAKE CUMBERLAND INDUSTRIAL PAR	SOMERSET	PULASKI	KY	42501	ARMSTRONG HARDWOOD FLOORING CO	630 INDUSTRY RD LAKE CUMBERLAND INDUSTRIAL PAR	SOMERSET	KY		42501	YES	NO	NO	NO	ED SMART	6066766730	2435							321918						37.053791	-84.578819	139557607								ARMSTRONG WORLD INDUSTRIES INC	001307792	NO	EWSMART@ARMSTRONG.COM	
2011	PLANT MANAGER	GREG SMITH	40011LCFJK461IN	ARVIN SANGO INC	461 CITATION LN	CAMPBELLSBURG	HENRY	KY	40011	ARVIN SANGO INC	461 CITATION LN	CAMPBELLSBURG	KY		40011	YES	NO	NO	NO	MELISSA WILLIAMS	8122737354	3714							336399						38.513683	-85.230336	184697241								ARVIN SANGO INC	184697241	NO	MELISSA.WILLIAMS@ARVINSANGO.COM	
2011	PLANT MANAGER	GREG SMITH	40011LCFJK461IN	ARVIN SANGO INC	461 CITATION LN	CAMPBELLSBURG	HENRY	KY	40011	ARVIN SANGO INC	461 CITATION LN	CAMPBELLSBURG	KY		40011	YES	NO	NO	NO	MELISSA WILLIAMS	8122737354	3714							336399						38.513683	-85.230336	184697241								ARVIN SANGO INC	184697241	NO	MELISSA.WILLIAMS@ARVINSANGO.COM	
2011	PRESIDENT	SHAWN HOOVER	42066HVRCN554JI	ATLAS EQUIPMENT SERVICES INC	554 JIMTOWN RD	MAYFIELD	GRAVES	KY	42066	ATLAS EQUIPMENT SERVICES INC	PO BOX 554	MAYFIELD	KY		42066	YES	NO	NO	NO	SHAWN HOOVER	2702519111	3535							333922						36.767666	-88.649443											NO		
2011	PLANT MANAGER	TIMOTHY BACH	40361MLLNCHIGHW	AVANTOR PERFORMANCE MATERIALS	7001 MARTIN LUTHER KING BLVD	PARIS	BOURBON	KY	40361	AVANTOR PERFORMANCE MATERIALS	PO BOX 800	PARIS	KY		40362	YES	NO	NO	NO	CHRIS OSGOOD	8599879423	2819	2869						325199						38.229722	-84.2525	084758069								NEW MOUNTAIN CAPITAL	263905417	NO	CHRISTOPHER.OSGOOD@AVANTORMATERIALS.COM	
2011	PLANT MANAGER	TIMOTHY BACH	40361MLLNCHIGHW	AVANTOR PERFORMANCE MATERIALS	7001 MARTIN LUTHER KING BLVD	PARIS	BOURBON	KY	40361	AVANTOR PERFORMANCE MATERIALS	PO BOX 800	PARIS	KY		40362	YES	NO	NO	NO	CHRIS OSGOOD	8599879423	2819	2869						325199						38.229722	-84.2525	084758069								NEW MOUNTAIN CAPITAL	263905417	NO	CHRISTOPHER.OSGOOD@AVANTORMATERIALS.COM	
2011	PLANT MANAGER	TIMOTHY BACH	40361MLLNCHIGHW	AVANTOR PERFORMANCE MATERIALS	7001 MARTIN LUTHER KING BLVD	PARIS	BOURBON	KY	40361	AVANTOR PERFORMANCE MATERIALS	PO BOX 800	PARIS	KY		40362	YES	NO	NO	NO	CHRIS OSGOOD	8599879423	2819	2869						325199						38.229722	-84.2525	084758069								NEW MOUNTAIN CAPITAL	263905417	NO	CHRISTOPHER.OSGOOD@AVANTORMATERIALS.COM	
2011	PLANT MANAGER	TIMOTHY BACH	40361MLLNCHIGHW	AVANTOR PERFORMANCE MATERIALS	7001 MARTIN LUTHER KING BLVD	PARIS	BOURBON	KY	40361	AVANTOR PERFORMANCE MATERIALS	PO BOX 800	PARIS	KY		40362	YES	NO	NO	NO	CHRIS OSGOOD	8599879423	2819	2869						325199						38.229722	-84.2525	084758069								NEW MOUNTAIN CAPITAL	263905417	NO	CHRISTOPHER.OSGOOD@AVANTORMATERIALS.COM	
2011	PLANT MANAGER	TIMOTHY BACH	40361MLLNCHIGHW	AVANTOR PERFORMANCE MATERIALS	7001 MARTIN LUTHER KING BLVD	PARIS	BOURBON	KY	40361	AVANTOR PERFORMANCE MATERIALS	PO BOX 800	PARIS	KY		40362	YES	NO	NO	NO	CHRIS OSGOOD	8599879423	2819	2869						325199						38.229722	-84.2525	084758069								NEW MOUNTAIN CAPITAL	263905417	NO	CHRISTOPHER.OSGOOD@AVANTORMATERIALS.COM	
2011	PLANT MANAGER	TIMOTHY BACH	40361MLLNCHIGHW	AVANTOR PERFORMANCE MATERIALS	7001 MARTIN LUTHER KING BLVD	PARIS	BOURBON	KY	40361	AVANTOR PERFORMANCE MATERIALS	PO BOX 800	PARIS	KY		40362	YES	NO	NO	NO	CHRIS OSGOOD	8599879423	2819	2869						325199						38.229722	-84.2525	084758069								NEW MOUNTAIN CAPITAL	263905417	NO	CHRISTOPHER.OSGOOD@AVANTORMATERIALS.COM	
2011	PLANT MANAGER	TIMOTHY BACH	40361MLLNCHIGHW	AVANTOR PERFORMANCE MATERIALS	7001 MARTIN LUTHER KING BLVD	PARIS	BOURBON	KY	40361	AVANTOR PERFORMANCE MATERIALS	PO BOX 800	PARIS	KY		40362	YES	NO	NO	NO	CHRIS OSGOOD	8599879423	2819	2869						325199						38.229722	-84.2525	084758069								NEW MOUNTAIN CAPITAL	263905417	NO	CHRISTOPHER.OSGOOD@AVANTORMATERIALS.COM	
2011	PLANT MANAGER	TIMOTHY BACH	40361MLLNCHIGHW	AVANTOR PERFORMANCE MATERIALS	7001 MARTIN LUTHER KING BLVD	PARIS	BOURBON	KY	40361	AVANTOR PERFORMANCE MATERIALS	PO BOX 800	PARIS	KY		40362	YES	NO	NO	NO	CHRIS OSGOOD	8599879423	2819	2869						325199						38.229722	-84.2525	084758069								NEW MOUNTAIN CAPITAL	263905417	NO	CHRISTOPHER.OSGOOD@AVANTORMATERIALS.COM	
2011	PLANT MANAGER	TIMOTHY BACH	40361MLLNCHIGHW	AVANTOR PERFORMANCE MATERIALS	7001 MARTIN LUTHER KING BLVD	PARIS	BOURBON	KY	40361	AVANTOR PERFORMANCE MATERIALS	PO BOX 800	PARIS	KY		40362	YES	NO	NO	NO	CHRIS OSGOOD	8599879423	2819	2869						325199						38.229722	-84.2525	084758069								NEW MOUNTAIN CAPITAL	263905417	NO	CHRISTOPHER.OSGOOD@AVANTORMATERIALS.COM	
2011	PLANT MANAGER	TIMOTHY BACH	40361MLLNCHIGHW	AVANTOR PERFORMANCE MATERIALS	7001 MARTIN LUTHER KING BLVD	PARIS	BOURBON	KY	40361	AVANTOR PERFORMANCE MATERIALS	PO BOX 800	PARIS	KY		40362	YES	NO	NO	NO	CHRIS OSGOOD	8599879423	2819	2869						325199						38.229722	-84.2525	084758069								NEW MOUNTAIN CAPITAL	263905417	NO	CHRISTOPHER.OSGOOD@AVANTORMATERIALS.COM	
2011	PLANT MANAGER	TIMOTHY BACH	40361MLLNCHIGHW	AVANTOR PERFORMANCE MATERIALS	7001 MARTIN LUTHER KING BLVD	PARIS	BOURBON	KY	40361	AVANTOR PERFORMANCE MATERIALS	PO BOX 800	PARIS	KY		40362	YES	NO	NO	NO	CHRIS OSGOOD	8599879423	2819	2869						325199						38.229722	-84.2525	084758069								NEW MOUNTAIN CAPITAL	263905417	NO	CHRISTOPHER.OSGOOD@AVANTORMATERIALS.COM	
2011	PLANT MANAGER	TIMOTHY BACH	40361MLLNCHIGHW	AVANTOR PERFORMANCE MATERIALS	7001 MARTIN LUTHER KING BLVD	PARIS	BOURBON	KY	40361	AVANTOR PERFORMANCE MATERIALS	PO BOX 800	PARIS	KY		40362	YES	NO	NO	NO	CHRIS OSGOOD	8599879423	2819	2869						325199						38.229722	-84.2525	084758069								NEW MOUNTAIN CAPITAL	263905417	NO	CHRISTOPHER.OSGOOD@AVANTORMATERIALS.COM	
2011	PLANT MANAGER	TIMOTHY BACH	40361MLLNCHIGHW	AVANTOR PERFORMANCE MATERIALS	7001 MARTIN LUTHER KING BLVD	PARIS	BOURBON	KY	40361	AVANTOR PERFORMANCE MATERIALS	PO BOX 800	PARIS	KY		40362	YES	NO	NO	NO	CHRIS OSGOOD	8599879423	2819	2869						325199						38.229722	-84.2525	084758069								NEW MOUNTAIN CAPITAL	263905417	NO	CHRISTOPHER.OSGOOD@AVANTORMATERIALS.COM	
2011	PLANT MANAGER	TIMOTHY BACH	40361MLLNCHIGHW	AVANTOR PERFORMANCE MATERIALS	7001 MARTIN LUTHER KING BLVD	PARIS	BOURBON	KY	40361	AVANTOR PERFORMANCE MATERIALS	PO BOX 800	PARIS	KY		40362	YES	NO	NO	NO	CHRIS OSGOOD	8599879423	2819	2869						325199						38.229722	-84.2525	084758069								NEW MOUNTAIN CAPITAL	263905417	NO	CHRISTOPHER.OSGOOD@AVANTORMATERIALS.COM	
2011	PLANT MANAGER	TIMOTHY BACH	40361MLLNCHIGHW	AVANTOR PERFORMANCE MATERIALS	7001 MARTIN LUTHER KING BLVD	PARIS	BOURBON	KY	40361	AVANTOR PERFORMANCE MATERIALS	PO BOX 800	PARIS	KY		40362	YES	NO	NO	NO	CHRIS OSGOOD	8599879423	2819	2869						325199						38.229722	-84.2525	084758069								NEW MOUNTAIN CAPITAL	263905417	NO	CHRISTOPHER.OSGOOD@AVANTORMATERIALS.COM	
2011	PLANT MANAGER	TIMOTHY BACH	40361MLLNCHIGHW	AVANTOR PERFORMANCE MATERIALS	7001 MARTIN LUTHER KING BLVD	PARIS	BOURBON	KY	40361	AVANTOR PERFORMANCE MATERIALS	PO BOX 800	PARIS	KY		40362	YES	NO	NO	NO	CHRIS OSGOOD	8599879423	2819	2869						325199						38.229722	-84.2525	084758069								NEW MOUNTAIN CAPITAL	263905417	NO	CHRISTOPHER.OSGOOD@AVANTORMATERIALS.COM	
2011	PLANT MANAGER	TIMOTHY BACH	40361MLLNCHIGHW	AVANTOR PERFORMANCE MATERIALS	7001 MARTIN LUTHER KING BLVD	PARIS	BOURBON	KY	40361	AVANTOR PERFORMANCE MATERIALS	PO BOX 800	PARIS	KY		40362	YES	NO	NO	NO	CHRIS OSGOOD	8599879423	2819	2869						325199						38.229722	-84.2525	084758069								NEW MOUNTAIN CAPITAL	263905417	NO	CHRISTOPHER.OSGOOD@AVANTORMATERIALS.COM	
2011	PLANT MANAGER	TIMOTHY BACH	40361MLLNCHIGHW	AVANTOR PERFORMANCE MATERIALS	7001 MARTIN LUTHER KING BLVD	PARIS	BOURBON	KY	40361	AVANTOR PERFORMANCE MATERIALS	PO BOX 800	PARIS	KY		40362	YES	NO	NO	NO	CHRIS OSGOOD	8599879423	2819	2869						325199						38.229722	-84.2525	084758069								NEW MOUNTAIN CAPITAL	263905417	NO	CHRISTOPHER.OSGOOD@AVANTORMATERIALS.COM	
2011	PLANT MANAGER	TIMOTHY BACH	40361MLLNCHIGHW	AVANTOR PERFORMANCE MATERIALS	7001 MARTIN LUTHER KING BLVD	PARIS	BOURBON	KY	40361	AVANTOR PERFORMANCE MATERIALS	PO BOX 800	PARIS	KY		40362	YES	NO	NO	NO	CHRIS OSGOOD	8599879423	2819	2869						325199						38.229722	-84.2525	084758069								NEW MOUNTAIN CAPITAL	263905417	NO	CHRISTOPHER.OSGOOD@AVANTORMATERIALS.COM	
2011	PLANT MANAGER	TIMOTHY BACH	40361MLLNCHIGHW	AVANTOR PERFORMANCE MATERIALS	7001 MARTIN LUTHER KING BLVD	PARIS	BOURBON	KY	40361	AVANTOR PERFORMANCE MATERIALS	PO BOX 800	PARIS	KY		40362	YES	NO	NO	NO	CHRIS OSGOOD	8599879423	2819	2869						325199						38.229722	-84.2525	084758069								NEW MOUNTAIN CAPITAL	263905417	NO	CHRISTOPHER.OSGOOD@AVANTORMATERIALS.COM	
