REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10-18-2012	
2011	CHIEF EXECUTIVE OFFICER	KIM VANDERMEULEN	04364LTRNT3BSUM	ALTERNATIVE MANUFACTURING INC	30 SUMMER ST SUITE B	WINTHROP	KENNEBEC	ME	04364	ALTERNATIVE MANUFACTURING INC	30 SUMMER ST SUITE B	WINTHROP	ME		04364	YES	NO	NO	NO	KIM VANDERMEULEN	2073779377	3672							334418						44.30881	-69.974975	168543952								ELECTRONIC SERVICES CORP OF AMERICA	168543952	NO	KVANDERMEULEN@ALTMFG.COM	
2011	PRODUCTION MANAGER	MARK GROVER	04096WFWYMCOUSI	FPL ENERGY WYMAN LLC WF WYMAN STEAM STATION	677 COUSINS ST	YARMOUTH	CUMBERLAND	ME	04096	FPL ENERGY WYMAN LLC WF WYMAN STEAM STATION	677 COUSINS ST	YARMOUTH	ME		04096	YES	NO	NO	NO	MARK A GROVER	2078468107	4911							221112						43.750278	-70.156944	006948954								NEXTERA ENERGY RESOURCES	006948954	NO	MARK.A.GROVER@FPL.COM	
2011	PRODUCTION MANAGER	MARK GROVER	04096WFWYMCOUSI	FPL ENERGY WYMAN LLC WF WYMAN STEAM STATION	677 COUSINS ST	YARMOUTH	CUMBERLAND	ME	04096	FPL ENERGY WYMAN LLC WF WYMAN STEAM STATION	677 COUSINS ST	YARMOUTH	ME		04096	YES	NO	NO	NO	MARK A GROVER	2078468107	4911							221112						43.750278	-70.156944	006948954								NEXTERA ENERGY RESOURCES	006948954	NO	MARK.A.GROVER@FPL.COM	
2011	PRODUCTION MANAGER	MARK GROVER	04096WFWYMCOUSI	FPL ENERGY WYMAN LLC WF WYMAN STEAM STATION	677 COUSINS ST	YARMOUTH	CUMBERLAND	ME	04096	FPL ENERGY WYMAN LLC WF WYMAN STEAM STATION	677 COUSINS ST	YARMOUTH	ME		04096	YES	NO	NO	NO	MARK A GROVER	2078468107	4911							221112						43.750278	-70.156944	006948954								NEXTERA ENERGY RESOURCES	006948954	NO	MARK.A.GROVER@FPL.COM	
2011	PRODUCTION MANAGER	MARK GROVER	04096WFWYMCOUSI	FPL ENERGY WYMAN LLC WF WYMAN STEAM STATION	677 COUSINS ST	YARMOUTH	CUMBERLAND	ME	04096	FPL ENERGY WYMAN LLC WF WYMAN STEAM STATION	677 COUSINS ST	YARMOUTH	ME		04096	YES	NO	NO	NO	MARK A GROVER	2078468107	4911							221112						43.750278	-70.156944	006948954								NEXTERA ENERGY RESOURCES	006948954	NO	MARK.A.GROVER@FPL.COM	
2011	PRODUCTION MANAGER	MARK GROVER	04096WFWYMCOUSI	FPL ENERGY WYMAN LLC WF WYMAN STEAM STATION	677 COUSINS ST	YARMOUTH	CUMBERLAND	ME	04096	FPL ENERGY WYMAN LLC WF WYMAN STEAM STATION	677 COUSINS ST	YARMOUTH	ME		04096	YES	NO	NO	NO	MARK A GROVER	2078468107	4911							221112						43.750278	-70.156944	006948954								NEXTERA ENERGY RESOURCES	006948954	NO	MARK.A.GROVER@FPL.COM	
2011	PRODUCTION MANAGER	MARK GROVER	04096WFWYMCOUSI	FPL ENERGY WYMAN LLC WF WYMAN STEAM STATION	677 COUSINS ST	YARMOUTH	CUMBERLAND	ME	04096	FPL ENERGY WYMAN LLC WF WYMAN STEAM STATION	677 COUSINS ST	YARMOUTH	ME		04096	YES	NO	NO	NO	MARK A GROVER	2078468107	4911							221112						43.750278	-70.156944	006948954								NEXTERA ENERGY RESOURCES	006948954	NO	MARK.A.GROVER@FPL.COM	
2011	QUALITY MANAGER	DANIEL SMITH	0407WFRNKL34SPR	FRANKLIN FUELING SYSTEMS - INCON (34 SPRING HILL RD)	34 SPRING HILL RD	SACO	YORK	ME	04072	FRANKLIN FUELING SYSTEMS - INCON (34 SPRING HILL RD)	P. O. BOX 638	SACO	ME		04072	YES	NO	NO	NO	DEAN RICHARDS	2075711189								334519						43.53514	-70.429718	086882867								FRANKLIN ELECTRIC CO	005161674	NO	RICHARDS@FRANKLINFUELING.COM	
2011	SAFETY/ENVIRONMENTAL MANAGER	ROGER GAGNON	04732FRSRTSTATE	FRASER TIMBER LTD	STATE HWY 11	MASARDIS	AROOSTOOK	ME	04732	FRASER TIMBER LTD	PO BOX 749	ASHLAND	ME		04732	YES	NO	NO	NO	ROGER GAGNON	2074358261	2421							321113						46.623201	-68.410845									FRASER PAPERS INC	253598023	NO	ROGER@FTL.FRASERPAPERS.COM	
2011	PRESIDENT / CHIEF OPERATING OFFICER	DAVID COLTER	04974DLTCHKIDDE	GAC CHEMICAL CORP	34 KIDDER POINT RD	SEARSPORT	WALDO	ME	04974	GAC CHEMICAL CORP	PO BOX 436	SEARSPORT	ME		04974	YES	NO	NO	NO	DAVID COLTER	2075482525	2819	2869						325188						44.466389	-68.880833	861010742								GAC CHEMICAL CORP	092014513	NO	DCOLTER@GACCHEMICAL.COM	
2011	PRESIDENT / CHIEF OPERATING OFFICER	DAVID COLTER	04974DLTCHKIDDE	GAC CHEMICAL CORP	34 KIDDER POINT RD	SEARSPORT	WALDO	ME	04974	GAC CHEMICAL CORP	PO BOX 436	SEARSPORT	ME		04974	YES	NO	NO	NO	DAVID COLTER	2075482525	2819	2869						325188						44.466389	-68.880833	861010742								GAC CHEMICAL CORP	092014513	NO	DCOLTER@GACCHEMICAL.COM	
2011	PRESIDENT / CHIEF OPERATING OFFICER	DAVID COLTER	04974DLTCHKIDDE	GAC CHEMICAL CORP	34 KIDDER POINT RD	SEARSPORT	WALDO	ME	04974	GAC CHEMICAL CORP	PO BOX 436	SEARSPORT	ME		04974	YES	NO	NO	NO	DAVID COLTER	2075482525	2819	2869						325188						44.466389	-68.880833	861010742								GAC CHEMICAL CORP	092014513	NO	DCOLTER@GACCHEMICAL.COM	
2011	PRESIDENT / CHIEF OPERATING OFFICER	DAVID COLTER	04974DLTCHKIDDE	GAC CHEMICAL CORP	34 KIDDER POINT RD	SEARSPORT	WALDO	ME	04974	GAC CHEMICAL CORP	PO BOX 436	SEARSPORT	ME		04974	YES	NO	NO	NO	DAVID COLTER	2075482525	2819	2869						325188						44.466389	-68.880833	861010742								GAC CHEMICAL CORP	092014513	NO	DCOLTER@GACCHEMICAL.COM	
2011	PRESIDENT / CHIEF OPERATING OFFICER	DAVID COLTER	04974DLTCHKIDDE	GAC CHEMICAL CORP	34 KIDDER POINT RD	SEARSPORT	WALDO	ME	04974	GAC CHEMICAL CORP	PO BOX 436	SEARSPORT	ME		04974	YES	NO	NO	NO	DAVID COLTER	2075482525	2819	2869						325188						44.466389	-68.880833	861010742								GAC CHEMICAL CORP	092014513	NO	DCOLTER@GACCHEMICAL.COM	
2011	PLANT MANAGER	JAMES APOSTOLIDES	04401GNRLLFLORI	GE ENERGY	70 MAINE AVE	BANGOR	PENOBSCOT	ME	04401	GE ENERGY	534 GRIFFIN RD	BANGOR	ME		04401	YES	NO	NO	NO	MEGAN DANYI	2079412597	3511							333611						44.811562	-68.806595	137381992								GENERAL ELECTRIC CO (GE CO)	001367960	NO	MEGAN.DANYI@GE.COM	
2011	PLANT MANAGER	JAMES APOSTOLIDES	04401GNRLLFLORI	GE ENERGY	70 MAINE AVE	BANGOR	PENOBSCOT	ME	04401	GE ENERGY	534 GRIFFIN RD	BANGOR	ME		04401	YES	NO	NO	NO	MEGAN DANYI	2079412597	3511							333611						44.811562	-68.806595	137381992								GENERAL ELECTRIC CO (GE CO)	001367960	NO	MEGAN.DANYI@GE.COM	
2011	PLANT MANAGER	JAMES APOSTOLIDES	04401GNRLLFLORI	GE ENERGY	70 MAINE AVE	BANGOR	PENOBSCOT	ME	04401	GE ENERGY	534 GRIFFIN RD	BANGOR	ME		04401	YES	NO	NO	NO	MEGAN DANYI	2079412597	3511							333611						44.811562	-68.806595	137381992								GENERAL ELECTRIC CO (GE CO)	001367960	NO	MEGAN.DANYI@GE.COM	
2011	PLANT MANAGER	JAMES APOSTOLIDES	04401GNRLL534GR	GE ENERGY	534 GRIFFIN RD	BANGOR	PENOBSCOT	ME	04401	GE ENERGY	534 GRIFFIN RD	BANGOR	ME		04401	YES	NO	NO	NO	MEGAN DANYI	2079412597	3511							333611						44.814392	-68.819674	137381992								GENERAL ELECTRIC CO (GE CO)	001367960	NO	MEGAN.DANYI@GE.COM	
2011	PLANT MANAGER	JAMES APOSTOLIDES	04401GNRLL534GR	GE ENERGY	534 GRIFFIN RD	BANGOR	PENOBSCOT	ME	04401	GE ENERGY	534 GRIFFIN RD	BANGOR	ME		04401	YES	NO	NO	NO	MEGAN DANYI	2079412597	3511							333611						44.814392	-68.819674	137381992								GENERAL ELECTRIC CO (GE CO)	001367960	NO	MEGAN.DANYI@GE.COM	
2011	PLANT MANAGER	JAMES APOSTOLIDES	04401GNRLL534GR	GE ENERGY	534 GRIFFIN RD	BANGOR	PENOBSCOT	ME	04401	GE ENERGY	534 GRIFFIN RD	BANGOR	ME		04401	YES	NO	NO	NO	MEGAN DANYI	2079412597	3511							333611						44.814392	-68.819674	137381992								GENERAL ELECTRIC CO (GE CO)	001367960	NO	MEGAN.DANYI@GE.COM	
2011	ENVIRONMENTAL MANAGER	SCOTT BELANGER	04072SCDFN291NO	GENERAL DYNAMICS ARMAMENT & TECHNICAL PRODUCTS	291 N ST	SACO	YORK	ME	04072	GENERAL DYNAMICS ARMAMENT & TECHNICAL PRODUCTS	291 N ST	SACO	ME		04072	YES	NO	NO	NO	SCOTT BELANGER	2072863180	3484							332994						43.516484	-70.445545	077219350								GENERAL DYNAMICS CORP		NO	SBELANGER@GDATP.COM	
2011	ENVIRONMENTAL MANAGER	SCOTT BELANGER	04072SCDFN291NO	GENERAL DYNAMICS ARMAMENT & TECHNICAL PRODUCTS	291 N ST	SACO	YORK	ME	04072	GENERAL DYNAMICS ARMAMENT & TECHNICAL PRODUCTS	291 N ST	SACO	ME		04072	YES	NO	NO	NO	SCOTT BELANGER	2072863180	3484							332994						43.516484	-70.445545	077219350								GENERAL DYNAMICS CORP		NO	SBELANGER@GDATP.COM	
2011	PLANT MANAGER	ALEX RICHERT	04210GNRLL135RO	GENERAL ELECTRIC CO ENERGY MANAGEMENT INDUSTRIAL SOLUTIONS	135 RODMAN RD	AUBURN	ANDROSCOGGIN	ME	042103831	GENERAL ELECTRIC CO ENERGY MANAGEMENT INDUSTRIAL SOLUTIONS	135 RODMAN RD	AUBURN	ME		04210-3831	YES	NO	NO	NO	MARC FARRIN	2077865123	3471	3451	3469	3643				332116	332813	332721				44.071515	-70.252493	001367960								GENERAL ELECTRIC CO (GE CO)	001367960	NO	MARC.FARRIN@GE.COM	
2011	PLANT MANAGER	ALEX RICHERT	04210GNRLL135RO	GENERAL ELECTRIC CO ENERGY MANAGEMENT INDUSTRIAL SOLUTIONS	135 RODMAN RD	AUBURN	ANDROSCOGGIN	ME	042103831	GENERAL ELECTRIC CO ENERGY MANAGEMENT INDUSTRIAL SOLUTIONS	135 RODMAN RD	AUBURN	ME		04210-3831	YES	NO	NO	NO	MARC FARRIN	2077865123	3471	3451	3469	3643				332116	332813	332721				44.071515	-70.252493	001367960								GENERAL ELECTRIC CO (GE CO)	001367960	NO	MARC.FARRIN@GE.COM	
2011	PLANT MANAGER	ALEX RICHERT	04210GNRLL135RO	GENERAL ELECTRIC CO ENERGY MANAGEMENT INDUSTRIAL SOLUTIONS	135 RODMAN RD	AUBURN	ANDROSCOGGIN	ME	042103831	GENERAL ELECTRIC CO ENERGY MANAGEMENT INDUSTRIAL SOLUTIONS	135 RODMAN RD	AUBURN	ME		04210-3831	YES	NO	NO	NO	MARC FARRIN	2077865123	3471	3451	3469	3643				332116	332813	332721				44.071515	-70.252493	001367960								GENERAL ELECTRIC CO (GE CO)	001367960	NO	MARC.FARRIN@GE.COM	
2011	PLANT MANAGER	ALEX RICHERT	04210GNRLL135RO	GENERAL ELECTRIC CO ENERGY MANAGEMENT INDUSTRIAL SOLUTIONS	135 RODMAN RD	AUBURN	ANDROSCOGGIN	ME	042103831	GENERAL ELECTRIC CO ENERGY MANAGEMENT INDUSTRIAL SOLUTIONS	135 RODMAN RD	AUBURN	ME		04210-3831	YES	NO	NO	NO	MARC FARRIN	2077865123	3471	3451	3469	3643				332116	332813	332721				44.071515	-70.252493	001367960								GENERAL ELECTRIC CO (GE CO)	001367960	NO	MARC.FARRIN@GE.COM	
2011	PLANT MANAGER	ALEX RICHERT	04210GNRLL135RO	GENERAL ELECTRIC CO ENERGY MANAGEMENT INDUSTRIAL SOLUTIONS	135 RODMAN RD	AUBURN	ANDROSCOGGIN	ME	042103831	GENERAL ELECTRIC CO ENERGY MANAGEMENT INDUSTRIAL SOLUTIONS	135 RODMAN RD	AUBURN	ME		04210-3831	YES	NO	NO	NO	MARC FARRIN	2077865123	3471	3451	3469	3643				332116	332813	332721				44.071515	-70.252493	001367960								GENERAL ELECTRIC CO (GE CO)	001367960	NO	MARC.FARRIN@GE.COM	
2011	PLANT MANAGER	ALEX RICHERT	04210GNRLL135RO	GENERAL ELECTRIC CO ENERGY MANAGEMENT INDUSTRIAL SOLUTIONS	135 RODMAN RD	AUBURN	ANDROSCOGGIN	ME	042103831	GENERAL ELECTRIC CO ENERGY MANAGEMENT INDUSTRIAL SOLUTIONS	135 RODMAN RD	AUBURN	ME		04210-3831	YES	NO	NO	NO	MARC FARRIN	2077865123	3471	3451	3469	3643				332116	332813	332721				44.071515	-70.252493	001367960								GENERAL ELECTRIC CO (GE CO)	001367960	NO	MARC.FARRIN@GE.COM	
2011	PLANT MANAGER	ALEX RICHERT	04210GNRLL135RO	GENERAL ELECTRIC CO ENERGY MANAGEMENT INDUSTRIAL SOLUTIONS	135 RODMAN RD	AUBURN	ANDROSCOGGIN	ME	042103831	GENERAL ELECTRIC CO ENERGY MANAGEMENT INDUSTRIAL SOLUTIONS	135 RODMAN RD	AUBURN	ME		04210-3831	YES	NO	NO	NO	MARC FARRIN	2077865123	3471	3451	3469	3643				332116	332813	332721				44.071515	-70.252493	001367960								GENERAL ELECTRIC CO (GE CO)	001367960	NO	MARC.FARRIN@GE.COM	
2011	PLANT MANAGER	ALEX RICHERT	04210GNRLL135RO	GENERAL ELECTRIC CO ENERGY MANAGEMENT INDUSTRIAL SOLUTIONS	135 RODMAN RD	AUBURN	ANDROSCOGGIN	ME	042103831	GENERAL ELECTRIC CO ENERGY MANAGEMENT INDUSTRIAL SOLUTIONS	135 RODMAN RD	AUBURN	ME		04210-3831	YES	NO	NO	NO	MARC FARRIN	2077865123	3471	3451	3469	3643				332116	332813	332721				44.071515	-70.252493	001367960								GENERAL ELECTRIC CO (GE CO)	001367960	NO	MARC.FARRIN@GE.COM	
2011	PLANT MANAGER	ALEX RICHERT	04210GNRLL135RO	GENERAL ELECTRIC CO ENERGY MANAGEMENT INDUSTRIAL SOLUTIONS	135 RODMAN RD	AUBURN	ANDROSCOGGIN	ME	042103831	GENERAL ELECTRIC CO ENERGY MANAGEMENT INDUSTRIAL SOLUTIONS	135 RODMAN RD	AUBURN	ME		04210-3831	YES	NO	NO	NO	MARC FARRIN	2077865123	3471	3451	3469	3643				332116	332813	332721				44.071515	-70.252493	001367960								GENERAL ELECTRIC CO (GE CO)	001367960	NO	MARC.FARRIN@GE.COM	
2011	TERMINAL MANAGER	BRUCE YATES	04106NRTHSONECL	GLOBAL COS LLC SOUTH PORTLAND TERMINAL	1 CLARK RD	SOUTH PORTLAND	CUMBERLAND	ME	041063511	GLOBAL COS LLC	PO BOX 2678	SOUTH PORTLAND	ME		041162678	YES	NO	NO	NO	RONALD KENNY	6176601119	5171							424710						43.634167	-70.274722	019177757								CHELSEA SANDWICH LLC	019177757	NO	RKENNY@GLOBALP.COM	
2011	TERMINAL MANAGER	BRUCE YATES	04106NRTHSONECL	GLOBAL COS LLC SOUTH PORTLAND TERMINAL	1 CLARK RD	SOUTH PORTLAND	CUMBERLAND	ME	041063511	GLOBAL COS LLC	PO BOX 2678	SOUTH PORTLAND	ME		041162678	YES	NO	NO	NO	RONALD KENNY	6176601119	5171							424710						43.634167	-70.274722	019177757								CHELSEA SANDWICH LLC	019177757	NO	RKENNY@GLOBALP.COM	
2011	TERMINAL MANAGER	BRUCE YATES	04106NRTHSONECL	GLOBAL COS LLC SOUTH PORTLAND TERMINAL	1 CLARK RD	SOUTH PORTLAND	CUMBERLAND	ME	041063511	GLOBAL COS LLC	PO BOX 2678	SOUTH PORTLAND	ME		041162678	YES	NO	NO	NO	RONALD KENNY	6176601119	5171							424710						43.634167	-70.274722	019177757								CHELSEA SANDWICH LLC	019177757	NO	RKENNY@GLOBALP.COM	
2011	TERMINAL MANAGER	BRUCE YATES	04106NRTHSONECL	GLOBAL COS LLC SOUTH PORTLAND TERMINAL	1 CLARK RD	SOUTH PORTLAND	CUMBERLAND	ME	041063511	GLOBAL COS LLC	PO BOX 2678	SOUTH PORTLAND	ME		041162678	YES	NO	NO	NO	RONALD KENNY	6176601119	5171							424710						43.634167	-70.274722	019177757								CHELSEA SANDWICH LLC	019177757	NO	RKENNY@GLOBALP.COM	
2011	TERMINAL MANAGER	BRUCE YATES	04106NRTHSONECL	GLOBAL COS LLC SOUTH PORTLAND TERMINAL	1 CLARK RD	SOUTH PORTLAND	CUMBERLAND	ME	041063511	GLOBAL COS LLC	PO BOX 2678	SOUTH PORTLAND	ME		041162678	YES	NO	NO	NO	RONALD KENNY	6176601119	5171							424710						43.634167	-70.274722	019177757								CHELSEA SANDWICH LLC	019177757	NO	RKENNY@GLOBALP.COM	
2011	TERMINAL MANAGER	BRUCE YATES	04106NRTHSONECL	GLOBAL COS LLC SOUTH PORTLAND TERMINAL	1 CLARK RD	SOUTH PORTLAND	CUMBERLAND	ME	041063511	GLOBAL COS LLC	PO BOX 2678	SOUTH PORTLAND	ME		041162678	YES	NO	NO	NO	RONALD KENNY	6176601119	5171							424710						43.634167	-70.274722	019177757								CHELSEA SANDWICH LLC	019177757	NO	RKENNY@GLOBALP.COM	
2011	TERMINAL MANAGER	BRUCE YATES	04106NRTHSONECL	GLOBAL COS LLC SOUTH PORTLAND TERMINAL	1 CLARK RD	SOUTH PORTLAND	CUMBERLAND	ME	041063511	GLOBAL COS LLC	PO BOX 2678	SOUTH PORTLAND	ME		041162678	YES	NO	NO	NO	RONALD KENNY	6176601119	5171							424710						43.634167	-70.274722	019177757								CHELSEA SANDWICH LLC	019177757	NO	RKENNY@GLOBALP.COM	
2011	TERMINAL MANAGER	BRUCE YATES	04106NRTHSONECL	GLOBAL COS LLC SOUTH PORTLAND TERMINAL	1 CLARK RD	SOUTH PORTLAND	CUMBERLAND	ME	041063511	GLOBAL COS LLC	PO BOX 2678	SOUTH PORTLAND	ME		041162678	YES	NO	NO	NO	RONALD KENNY	6176601119	5171							424710						43.634167	-70.274722	019177757								CHELSEA SANDWICH LLC	019177757	NO	RKENNY@GLOBALP.COM	
2011	FACILITY MANAGER	ROBERT GAGNER	04430GRTNRMAINS	GREAT NORTHERN PAPER LLC	50 MAIN ST	EAST MILLINOCKET	PENOBSCOT	ME	04430	GREAT NORTHERN PAPER LLC	50 MAIN ST	EAST MILLINOCKET	ME		04430	YES	NO	NO	NO	DAMMON FRECKER	6033194400	2621							322121						45.620278	-68.569722									CATE STREET CAPITAL LLC		NO	DFRECKER@CATECAPITAL.COM	
2011	FACILITY MANAGER	ROBERT GAGNER	04430GRTNRMAINS	GREAT NORTHERN PAPER LLC	50 MAIN ST	EAST MILLINOCKET	PENOBSCOT	ME	04430	GREAT NORTHERN PAPER LLC	50 MAIN ST	EAST MILLINOCKET	ME		04430	YES	NO	NO	NO	DAMMON FRECKER	6033194400	2621							322121						45.620278	-68.569722									CATE STREET CAPITAL LLC		NO	DFRECKER@CATECAPITAL.COM	
2011	FACILITY MANAGER	ROBERT GAGNER	04430GRTNRMAINS	GREAT NORTHERN PAPER LLC	50 MAIN ST	EAST MILLINOCKET	PENOBSCOT	ME	04430	GREAT NORTHERN PAPER LLC	50 MAIN ST	EAST MILLINOCKET	ME		04430	YES	NO	NO	NO	DAMMON FRECKER	6033194400	2621							322121						45.620278	-68.569722									CATE STREET CAPITAL LLC		NO	DFRECKER@CATECAPITAL.COM	
2011	FACILITY MANAGER	ROBERT GAGNER	04430GRTNRMAINS	GREAT NORTHERN PAPER LLC	50 MAIN ST	EAST MILLINOCKET	PENOBSCOT	ME	04430	GREAT NORTHERN PAPER LLC	50 MAIN ST	EAST MILLINOCKET	ME		04430	YES	NO	NO	NO	DAMMON FRECKER	6033194400	2621							322121						45.620278	-68.569722									CATE STREET CAPITAL LLC		NO	DFRECKER@CATECAPITAL.COM	
2011	FACILITY MANAGER	ROBERT GAGNER	04430GRTNRMAINS	GREAT NORTHERN PAPER LLC	50 MAIN ST	EAST MILLINOCKET	PENOBSCOT	ME	04430	GREAT NORTHERN PAPER LLC	50 MAIN ST	EAST MILLINOCKET	ME		04430	YES	NO	NO	NO	DAMMON FRECKER	6033194400	2621							322121						45.620278	-68.569722									CATE STREET CAPITAL LLC		NO	DFRECKER@CATECAPITAL.COM	
2011	FACILITY MANAGER	ROBERT GAGNER	04430GRTNRMAINS	GREAT NORTHERN PAPER LLC	50 MAIN ST	EAST MILLINOCKET	PENOBSCOT	ME	04430	GREAT NORTHERN PAPER LLC	50 MAIN ST	EAST MILLINOCKET	ME		04430	YES	NO	NO	NO	DAMMON FRECKER	6033194400	2621							322121						45.620278	-68.569722									CATE STREET CAPITAL LLC		NO	DFRECKER@CATECAPITAL.COM	
2011	COMPLIANCE OFFICER		0410WGRWTC165PL	GROW-TECH LLC	165 PLEASANT AVE, UNIT B	SOUTH PORTLAND	CUMBERLAND	ME	04106	GROW-TECH LLC	165 PLEASANT AVE, UNIT B	SOUTH PORTLAND	ME		04106	YES	NO	NO	NO	PETER ANANIA	2073535005								326150						43.624169	-70.28766	196375328								ANANIA & ASSOCIATES INVESTMENT CONPANY	606803690	NO	PANANIAJR@GROW-TECH.COM	
2011	SENIOR PROJECT MANAGER	NATHAN STEVENS	04106GLFLL175FR	GULF OIL LP SOUTH PORTLAND TERMINAL	75 FRONT ST	SOUTH PORTLAND	CUMBERLAND	ME	04106	GULF OIL LP SOUTH PORTLAND TERMINAL	100 CROSSING BLVD	FRAMINGHAM	MA		01702	YES	NO	NO	NO	NATHAN STEVENS	5082704447	5171							424710						43.651389	-70.239722	624239943								GULF OIL LP	147037154	NO	NSTEVENS@CUMBERLANDGULF.COM	
2011	SENIOR PROJECT MANAGER	NATHAN STEVENS	04106GLFLL175FR	GULF OIL LP SOUTH PORTLAND TERMINAL	75 FRONT ST	SOUTH PORTLAND	CUMBERLAND	ME	04106	GULF OIL LP SOUTH PORTLAND TERMINAL	100 CROSSING BLVD	FRAMINGHAM	MA		01702	YES	NO	NO	NO	NATHAN STEVENS	5082704447	5171							424710						43.651389	-70.239722	624239943								GULF OIL LP	147037154	NO	NSTEVENS@CUMBERLANDGULF.COM	
2011	SENIOR PROJECT MANAGER	NATHAN STEVENS	04106GLFLL175FR	GULF OIL LP SOUTH PORTLAND TERMINAL	75 FRONT ST	SOUTH PORTLAND	CUMBERLAND	ME	04106	GULF OIL LP SOUTH PORTLAND TERMINAL	100 CROSSING BLVD	FRAMINGHAM	MA		01702	YES	NO	NO	NO	NATHAN STEVENS	5082704447	5171							424710						43.651389	-70.239722	624239943								GULF OIL LP	147037154	NO	NSTEVENS@CUMBERLANDGULF.COM	
2011	SENIOR PROJECT MANAGER	NATHAN STEVENS	04106GLFLL175FR	GULF OIL LP SOUTH PORTLAND TERMINAL	75 FRONT ST	SOUTH PORTLAND	CUMBERLAND	ME	04106	GULF OIL LP SOUTH PORTLAND TERMINAL	100 CROSSING BLVD	FRAMINGHAM	MA		01702	YES	NO	NO	NO	NATHAN STEVENS	5082704447	5171							424710						43.651389	-70.239722	624239943								GULF OIL LP	147037154	NO	NSTEVENS@CUMBERLANDGULF.COM	
2011	SENIOR PROJECT MANAGER	NATHAN STEVENS	04106GLFLL175FR	GULF OIL LP SOUTH PORTLAND TERMINAL	75 FRONT ST	SOUTH PORTLAND	CUMBERLAND	ME	04106	GULF OIL LP SOUTH PORTLAND TERMINAL	100 CROSSING BLVD	FRAMINGHAM	MA		01702	YES	NO	NO	NO	NATHAN STEVENS	5082704447	5171							424710						43.651389	-70.239722	624239943								GULF OIL LP	147037154	NO	NSTEVENS@CUMBERLANDGULF.COM	
2011	SENIOR PROJECT MANAGER	NATHAN STEVENS	04106GLFLL175FR	GULF OIL LP SOUTH PORTLAND TERMINAL	75 FRONT ST	SOUTH PORTLAND	CUMBERLAND	ME	04106	GULF OIL LP SOUTH PORTLAND TERMINAL	100 CROSSING BLVD	FRAMINGHAM	MA		01702	YES	NO	NO	NO	NATHAN STEVENS	5082704447	5171							424710						43.651389	-70.239722	624239943								GULF OIL LP	147037154	NO	NSTEVENS@CUMBERLANDGULF.COM	
2011	SENIOR PROJECT MANAGER	NATHAN STEVENS	04106GLFLL175FR	GULF OIL LP SOUTH PORTLAND TERMINAL	75 FRONT ST	SOUTH PORTLAND	CUMBERLAND	ME	04106	GULF OIL LP SOUTH PORTLAND TERMINAL	100 CROSSING BLVD	FRAMINGHAM	MA		01702	YES	NO	NO	NO	NATHAN STEVENS	5082704447	5171							424710						43.651389	-70.239722	624239943								GULF OIL LP	147037154	NO	NSTEVENS@CUMBERLANDGULF.COM	
2011	SENIOR PROJECT MANAGER	NATHAN STEVENS	04106GLFLL175FR	GULF OIL LP SOUTH PORTLAND TERMINAL	75 FRONT ST	SOUTH PORTLAND	CUMBERLAND	ME	04106	GULF OIL LP SOUTH PORTLAND TERMINAL	100 CROSSING BLVD	FRAMINGHAM	MA		01702	YES	NO	NO	NO	NATHAN STEVENS	5082704447	5171							424710						43.651389	-70.239722	624239943								GULF OIL LP	147037154	NO	NSTEVENS@CUMBERLANDGULF.COM	
2011	SENIOR PROJECT MANAGER	NATHAN STEVENS	04106GLFLL175FR	GULF OIL LP SOUTH PORTLAND TERMINAL	75 FRONT ST	SOUTH PORTLAND	CUMBERLAND	ME	04106	GULF OIL LP SOUTH PORTLAND TERMINAL	100 CROSSING BLVD	FRAMINGHAM	MA		01702	YES	NO	NO	NO	NATHAN STEVENS	5082704447	5171							424710						43.651389	-70.239722	624239943								GULF OIL LP	147037154	NO	NSTEVENS@CUMBERLANDGULF.COM	
2011	SENIOR PROJECT MANAGER	NATHAN STEVENS	04106GLFLL175FR	GULF OIL LP SOUTH PORTLAND TERMINAL	75 FRONT ST	SOUTH PORTLAND	CUMBERLAND	ME	04106	GULF OIL LP SOUTH PORTLAND TERMINAL	100 CROSSING BLVD	FRAMINGHAM	MA		01702	YES	NO	NO	NO	NATHAN STEVENS	5082704447	5171							424710						43.651389	-70.239722	624239943								GULF OIL LP	147037154	NO	NSTEVENS@CUMBERLANDGULF.COM	
