REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10-18-2012	
2011	PURCHASING MANAGER	LOUIS SZKLANECKI	60101STYDC450SL	1ST AYD CORP	1325 GATEWAY DR	ELGIN	KANE	IL	601247866	1ST AYD CORP	1325 GATEWAY DR	ELGIN	IL		60124-7866	YES	NO	NO	NO	TOM SCHREINER	8476220001	2841							325611						42.06501	-88.34328	077007649										NO	TSCHREINER@1STAYD.COM	
2011	PRESIDENT	DERRAN SMITH	60188DVSML350EK	DAVIES MOLDING LLC	350 KEHOE BLVD	CAROL STREAM	DUPAGE	IL	60188	DAVIES MOLDING LLC	350 KEHOE BLVD	CAROL STREAM	IL		60188	YES	NO	NO	NO	DERRAN SMITH	6305108188	3089							326199						41.90953	-88.11064	005146592								PETTIBONE LLC	786533117	NO	DSMITH@DAVIESMOLDING.COM	
2011	PRESIDENT	DERRAN SMITH	60188DVSML350EK	DAVIES MOLDING LLC	350 KEHOE BLVD	CAROL STREAM	DUPAGE	IL	60188	DAVIES MOLDING LLC	350 KEHOE BLVD	CAROL STREAM	IL		60188	YES	NO	NO	NO	DERRAN SMITH	6305108188	3089							326199						41.90953	-88.11064	005146592								PETTIBONE LLC	786533117	NO	DSMITH@DAVIESMOLDING.COM	
2011	PLANT MANAGER	TIMOTHY ENGELS	60901DYTNS2150B	DAYTON SUPERIOR CORP KANKAKEE FACILITY	2150 STATE RT 45-52 UNIT B	KANKAKEE	KANKAKEE	IL	60901	DAYTON SUPERIOR CORP KANKAKEE FACILITY	2150 STATE RT 45-52 UNIT B	KANKAKEE	IL		60901	YES	NO	NO	NO	TIM ENGELS	8159363300	3449							332312						41.088669	-87.870201	041504463								DAYTON SUPERIOR CORP	041604463	NO	TIMENGELS@DAYTONSUPERIOR.COM	
2011	PLANT MANAGER	TIMOTHY ENGELS	60901DYTNS2150B	DAYTON SUPERIOR CORP KANKAKEE FACILITY	2150 STATE RT 45-52 UNIT B	KANKAKEE	KANKAKEE	IL	60901	DAYTON SUPERIOR CORP KANKAKEE FACILITY	2150 STATE RT 45-52 UNIT B	KANKAKEE	IL		60901	YES	NO	NO	NO	TIM ENGELS	8159363300	3449							332312						41.088669	-87.870201	041504463								DAYTON SUPERIOR CORP	041604463	NO	TIMENGELS@DAYTONSUPERIOR.COM	
2011	PLANT MANAGER	GREGORY WARREN	60142DNFDS11713	DEAN DAIRY HOLDINGS LLC	11713 MILL ST	HUNTLEY	MCHENRY	IL	60142	DEAN DAIRY HOLDINGS LLC	11713 MILL ST	HUNTLEY	IL		60142	YES	NO	NO	NO	BRANDON R. MARVIN	8476695123	2026							311511						42.166	-88.425	005103858								DEAN FOODS CO	005104815	NO	BRANDON_MARVIN@DEANFOODS.COM	
2011	PLANT SERVICES COORDINATOR	BRANDON MARVIN	60033DNFDS6303M	DEAN DAIRY HOLDINGS LLC	6303 MAXON RD	HARVARD	MCHENRY	IL	600338854	DEAN DAIRY HOLDINGS LLC	6303 MAXON RD	HARVARD	IL		60033-8854	YES	NO	NO	NO	BRANDON MARVIN	8159435441	2026							311511						42.419277	-88.666842	025520487								DEAN FOODS CO		NO	BRANDON_MARVIN@DEANFOODS.COM	
2011	PLANT SERVICES COORDINATOR	BRANDON MARVIN	60033DNFDS6303M	DEAN DAIRY HOLDINGS LLC	6303 MAXON RD	HARVARD	MCHENRY	IL	600338854	DEAN DAIRY HOLDINGS LLC	6303 MAXON RD	HARVARD	IL		60033-8854	YES	NO	NO	NO	BRANDON MARVIN	8159435441	2026							311511						42.419277	-88.666842	025520487								DEAN FOODS CO		NO	BRANDON_MARVIN@DEANFOODS.COM	
2011	PLANT MANAGER	GREGORY WARREN	60142DNFDS11713	DEAN DAIRY HOLDINGS LLC	11713 MILL ST	HUNTLEY	MCHENRY	IL	60142	DEAN DAIRY HOLDINGS LLC	11713 MILL ST	HUNTLEY	IL		60142	YES	NO	NO	NO	BRANDON R. MARVIN	8476695123	2026							311511						42.166	-88.425	005103858								DEAN FOODS CO	005104815	NO	BRANDON_MARVIN@DEANFOODS.COM	
2011	PLANT SUPERINTENDENT	ROBERT MURRAY	61103DNFDS1126K	DEAN FOODS CO	1126 KILBURN AVE	ROCKFORD	WINNEBAGO	IL	61101	DEAN FOODS CO	1126 KILBURN AVE	ROCKFORD	IL		61101	YES	NO	NO	NO	DAVE HOLCOMB	8159620647	2026							424430						42.28589	-89.10189	005103619								DEAN FOODS CO	005104815	NO	DAVE_HOLCOMB@DEANFOODS.COM	
2011	PLANT SUPERINTENDENT	ROBERT MURRAY	61103DNFDS1126K	DEAN FOODS CO	1126 KILBURN AVE	ROCKFORD	WINNEBAGO	IL	61101	DEAN FOODS CO	1126 KILBURN AVE	ROCKFORD	IL		61101	YES	NO	NO	NO	DAVE HOLCOMB	8159620647	2026							424430						42.28589	-89.10189	005103619								DEAN FOODS CO	005104815	NO	DAVE_HOLCOMB@DEANFOODS.COM	
2011	DIRECTOR OF OPERATIONS	JASON PARKER	60651DRBRN4421W	DEARBORN/BELDEN CDT CO (DBA KERRIGANLLEWIS WIRE PRODICTS INC	4421 W RICE ST	CHICAGO	COOK	IL	60651	DEARBORN/BELDEN CDT CO (DBA KERRIGANLLEWIS WIRE PRODICTS INC	4421 W RICE ST	CHICAGO	IL		60651	YES	NO	NO	NO	CAROL KARNER	7737727208	3496	3357						335929						41.89611	-87.73686	023001430								BELDEN INC	009178666	NO	CKARNER@ALPHAWIRE.COM	
2011	HR / SAFETY MANAGER	GENE VELCHEK	62525DCTRF1745N	DECATUR FOUNDRY INC	1745 N ILLINOIS ST	DECATUR	MACON	IL	62525	DECATUR FOUNDRY INC	1745 N ILLINOIS ST	DECATUR	IL		62525	YES	NO	NO	NO	GENE VELCHEK	2174295261	3321							331511						39.859717	-88.942514	005198650								DECATUR FOUNDRY INC	005198650	NO		
2011	HR / SAFETY MANAGER	GENE VELCHEK	62525DCTRF1745N	DECATUR FOUNDRY INC	1745 N ILLINOIS ST	DECATUR	MACON	IL	62525	DECATUR FOUNDRY INC	1745 N ILLINOIS ST	DECATUR	IL		62525	YES	NO	NO	NO	GENE VELCHEK	2174295261	3321							331511						39.859717	-88.942514	005198650								DECATUR FOUNDRY INC	005198650	NO		
2011	HR / SAFETY MANAGER	GENE VELCHEK	62525DCTRF1745N	DECATUR FOUNDRY INC	1745 N ILLINOIS ST	DECATUR	MACON	IL	62525	DECATUR FOUNDRY INC	1745 N ILLINOIS ST	DECATUR	IL		62525	YES	NO	NO	NO	GENE VELCHEK	2174295261	3321							331511						39.859717	-88.942514	005198650								DECATUR FOUNDRY INC	005198650	NO		
2011	HR / SAFETY MANAGER	GENE VELCHEK	62525DCTRF1745N	DECATUR FOUNDRY INC	1745 N ILLINOIS ST	DECATUR	MACON	IL	62525	DECATUR FOUNDRY INC	1745 N ILLINOIS ST	DECATUR	IL		62525	YES	NO	NO	NO	GENE VELCHEK	2174295261	3321							331511						39.859717	-88.942514	005198650								DECATUR FOUNDRY INC	005198650	NO		
2011	HR / SAFETY MANAGER	GENE VELCHEK	62525DCTRF1745N	DECATUR FOUNDRY INC	1745 N ILLINOIS ST	DECATUR	MACON	IL	62525	DECATUR FOUNDRY INC	1745 N ILLINOIS ST	DECATUR	IL		62525	YES	NO	NO	NO	GENE VELCHEK	2174295261	3321							331511						39.859717	-88.942514	005198650								DECATUR FOUNDRY INC	005198650	NO		
2011	PLANT MANAGER	WILLIAM JILESEN	60018WSTGR1855S	DELAVAL MANUFACTURING	1855 S MOUNT PROSPECT RD	DES PLAINES	COOK	IL	600181861	DELAVAL MANUFACTURING	1855 S MOUNT PROSPECT RD	DES PLAINES	IL		60018-1861	YES	NO	NO	NO	WYATT SMITT	8168911553	2841							325611	325612					42.01854	-87.92079	147528723								DELAVAL INC	173704867	NO	WYATT.SMITH@DELAVAL.COM	
2011	PRESIDENT	MIKE CHAUDHARI	60185DLTCR730WH	DELTA CIRCUITS INC	730 W HAWTHORNE LN	WEST CHICAGO	DUPAGE	IL	60185	DELTA CIRCUITS INC	730 W HAWTHORNE LN	WEST CHICAGO	IL		60185	YES	NO	NO	NO	MIKE CHAUDHARI	6308763000	3672							334412						41.899778	-88.216995	838509487										NO	MIKE@DELTACIRCUITS.COM	
2011	PRESIDENT	MIKE CHAUDHARI	60185DLTCR730WH	DELTA CIRCUITS INC	730 W HAWTHORNE LN	WEST CHICAGO	DUPAGE	IL	60185	DELTA CIRCUITS INC	730 W HAWTHORNE LN	WEST CHICAGO	IL		60185	YES	NO	NO	NO	MIKE CHAUDHARI	6308763000	3672							334412						41.899778	-88.216995	838509487										NO	MIKE@DELTACIRCUITS.COM	
2011	GENERAL MANAGER	RAJANI PATEL	60007DLTPR1370L	DELTA PRECISION CIRCUITS	1370 LIVELY BLVD	ELK GROVE VILLAGE	COOK	IL	60007	DELTA PRECISION CIRCUITS	1370 LIVELY BLVD	ELK GROVE VILLAGE	IL		60007	YES	NO	NO	NO	RAJANI PATEL	8477588000	3672							334412	334418					42.00597	-87.97041											NO	RAJANI1@DELTAPCB.COM	
2011	GENERAL MANAGER	RAJANI PATEL	60007DLTPR1370L	DELTA PRECISION CIRCUITS	1370 LIVELY BLVD	ELK GROVE VILLAGE	COOK	IL	60007	DELTA PRECISION CIRCUITS	1370 LIVELY BLVD	ELK GROVE VILLAGE	IL		60007	YES	NO	NO	NO	RAJANI PATEL	8477588000	3672							334412	334418					42.00597	-87.97041											NO	RAJANI1@DELTAPCB.COM	
2011	PRODUCTION SUPERINTENDENT	SEAN CAWLEY	60123DNTSP1212A	DENTSPLY-RINN CORP	1212 ABBOTT DR	ELGIN	KANE	IL	601231819	DENTSPLY-RINN CORP	1212 ABBOTT DR	ELGIN	IL		60123-1819	YES	NO	NO	NO	UNITED STATES COMPLIANCE CORPORATION	9522523000	3843							339114						42.05469	-88.30821	795572718								DENTSPLY INTERNATIONAL		NO	EPCRA@USCOMPLIANCE.COM	
2011	PLANT MANAGER	ROBERT QUARLES	62959DGRPH5307M	DIAGRAPH MSP AN ITW CO	5307 MEADOWLAND PKWY	MARION	WILLIAMSON	IL	62959	DIAGRAPH MSP AN ITW CO	5307 MEADOWLAND PKWY	MARION	IL		62959	YES	NO	NO	NO	DEBORAH JOHNSON	6189971708	3953							339943						37.741242	-89.004803	193004454								ILLINOIS TOOL WORKS INC	005146428	NO	DJOHNSON@DIAGRAPHMS.COM	
2011	VICE PRESIDENT	WILLIAM DENNING	61109DMNDH3691P	DIAMOND HEAT TREATING INC	3691 PUBLISHERS DR	ROCKFORD	WINNEBAGO	IL	61109	DIAMOND HEAT TREATING INC	3691 PUBLISHERS DR	ROCKFORD	IL		61109	YES	NO	NO	NO	WILLIAM DENNING	8158731348	3398							332811						42.22293	-89.00502			ILD984919753								NO	BDENNING@DIAMONDHT.COM	
2011	VICE PRESIDENT OF OPERATIONS	JEFF SCHERTZ	62615DCKYJ5200D	DICKEY-JOHN CORP	5200 DICKEY JOHN RD	AUBURN	SANGAMON	IL	62615	DICKEY-JOHN CORP	5200 DICKEY JOHN RD	AUBURN	IL		62615	YES	NO	NO	NO	MIKE WEIDLER	2174382334	3829							334519						39.5802	-89.7434	041542580								CHURCHILL INDUSTRIES INC	884257502	NO	MWEIDLER@DICKEY-JOHN.COM	
2011	VICE PRESIDENT	BRIAN CAHILL	60160DSLRD1985J	DIESEL RADIATOR CO	1985 JANICE AVE	MELROSE PARK	COOK	IL	60160	DIESEL RADIATOR CO	1985 JANICE AVE	MELROSE PARK	IL		60160	YES	NO	NO	NO	LISA BURKHART	7083459244	3499	3714						332999	336399					41.910016	-87.887266	051928653								DIESEL RADIATOR CO	051928653	NO		
2011	VICE PRESIDENT	BRIAN CAHILL	60160DSLRD1985J	DIESEL RADIATOR CO	1985 JANICE AVE	MELROSE PARK	COOK	IL	60160	DIESEL RADIATOR CO	1985 JANICE AVE	MELROSE PARK	IL		60160	YES	NO	NO	NO	LISA BURKHART	7083459244	3499	3714						332999	336399					41.910016	-87.887266	051928653								DIESEL RADIATOR CO	051928653	NO		
2011	COO/CFO	DAVID FENTON	61434DXLNC26SW4	DIXLINE CORP	26 SW 4TH AVE	GALVA	HENRY	IL	61434	DIXLINE CORP	26. SW 4TH AVE PO BOX 166	GALVA	IL		614340166	YES	NO	NO	NO	DAVID FENTON	3099322011	3429	3471						332510						41.165987	-90.047121	005267810										NO	DFENTON@DIXLINE.COM	
2011	COO/CFO	DAVID FENTON	61434DXLNC26SW4	DIXLINE CORP	26 SW 4TH AVE	GALVA	HENRY	IL	61434	DIXLINE CORP	26. SW 4TH AVE PO BOX 166	GALVA	IL		614340166	YES	NO	NO	NO	DAVID FENTON	3099322011	3429	3471						332510						41.165987	-90.047121	005267810										NO	DFENTON@DIXLINE.COM	
2011	COO/CFO	DAVID FENTON	61434DXLNC26SW4	DIXLINE CORP	26 SW 4TH AVE	GALVA	HENRY	IL	61434	DIXLINE CORP	26. SW 4TH AVE PO BOX 166	GALVA	IL		614340166	YES	NO	NO	NO	DAVID FENTON	3099322011	3429	3471						332510						41.165987	-90.047121	005267810										NO	DFENTON@DIXLINE.COM	
2011	GENERAL MANAGER	JIM JABLONSKY	60559MRCNC40CHE	DIXON BRASS	40 CHESTNUT AVE	WESTMONT	DUPAGE	IL	60559	DIXON BRASS	40 CHESTNUT AVE	WESTMONT	IL		60559	YES	NO	NO	NO	JIM JABLONSKY	6303234442	3451							332721						41.816318	-87.97504									DVCC INC	002296713	NO	JJABLONSKY@DIXONVALVE.COM	
2011	DIRECTOR OF GLOBAL SUPPLY CHAIN	DON KEMP	60425DBRCH333W1	DOBER CHEMICAL CORP	333 W 195TH ST	GLENWOOD	COOK	IL	60425	DOBER CHEMICAL CORP	11230 KATHERINE'S CROSSING	WOODRIDGE	IL		60517	YES	NO	NO	NO	US COMPLIANCE CORP	9522523000	2842							325612						41.535297	-87.624958	005258942								DOBER CHEMICAL CORP		NO	EPCRA@USCOMPLIANCE.COM	
2011	DIRECTOR OF GLOBAL SUPPLY CHAIN	DON KEMP	60425DBRCH333W1	DOBER CHEMICAL CORP	333 W 195TH ST	GLENWOOD	COOK	IL	60425	DOBER CHEMICAL CORP	11230 KATHERINE'S CROSSING	WOODRIDGE	IL		60517	YES	NO	NO	NO	US COMPLIANCE CORP	9522523000	2842							325612						41.535297	-87.624958	005258942								DOBER CHEMICAL CORP		NO	EPCRA@USCOMPLIANCE.COM	
2011	DIRECTOR OF GLOBAL SUPPLY CHAIN	DON KEMP	60445DBRCH14461	DOBER CHEMICAL CORP	14461 WAVERLY AVE	MIDLOTHIAN	COOK	IL	60445	DOBER CHEMICAL CORP	11230 KATHERINE'S CROSSING	WOODRIDGE	IL		60517	YES	NO	NO	NO	US COMPLIANCE CORP	9522523000	2842							325612						41.63073	-87.70817	005258942								DOBER CHEMICAL CORP		NO	EPCRA@USCOMPLIANCE.COM	
2011	DIRECTOR OF GLOBAL SUPPLY CHAIN	DON KEMP	60445DBRCH14461	DOBER CHEMICAL CORP	14461 WAVERLY AVE	MIDLOTHIAN	COOK	IL	60445	DOBER CHEMICAL CORP	11230 KATHERINE'S CROSSING	WOODRIDGE	IL		60517	YES	NO	NO	NO	US COMPLIANCE CORP	9522523000	2842							325612						41.63073	-87.70817	005258942								DOBER CHEMICAL CORP		NO	EPCRA@USCOMPLIANCE.COM	
2011	DIRECTOR OF GLOBAL SUPPLY CHAIN	DON KEMP	60517DBRNN1123K	DOBER INNOVATION & TECHNOLOGY CENTER	11230 KATHERINE'S CROSSING	WOODRIDGE	DUPAGE	IL	60517	DOBER INNOVATION & TECHNOLOGY CENTER	11230 KATHERINE'S CROSSING	WOODRIDGE	IL		60517	YES	NO	NO	NO	US COMPLIANCE CORP	9522523000								325998						41.684001	-88.043646	005258942								DOBER CHEMICAL CORP		NO	EPCRA@USCOMPLIANCE.COM	
2011	DIRECTOR OF GLOBAL SUPPLY CHAIN	DON KEMP	60517DBRNN1123K	DOBER INNOVATION & TECHNOLOGY CENTER	11230 KATHERINE'S CROSSING	WOODRIDGE	DUPAGE	IL	60517	DOBER INNOVATION & TECHNOLOGY CENTER	11230 KATHERINE'S CROSSING	WOODRIDGE	IL		60517	YES	NO	NO	NO	US COMPLIANCE CORP	9522523000								325998						41.684001	-88.043646	005258942								DOBER CHEMICAL CORP		NO	EPCRA@USCOMPLIANCE.COM	
2011	DIRECTOR	CARL SALADINO	62540KNCDG4MILE	DOMINION KINCAID GENERATION LLC	RT 104	KINCAID	CHRISTIAN	IL	62540	DOMINION KINCAID GENERATION LLC	PO BOX 260	KINCAID	IL		62540	YES	NO	NO	NO	CJ SALADINO	2172374311	4911							221112						39.590694	-89.497111									DOMINION RESOURCES INC	196579130	NO		
2011	DIRECTOR	CARL SALADINO	62540KNCDG4MILE	DOMINION KINCAID GENERATION LLC	RT 104	KINCAID	CHRISTIAN	IL	62540	DOMINION KINCAID GENERATION LLC	PO BOX 260	KINCAID	IL		62540	YES	NO	NO	NO	CJ SALADINO	2172374311	4911							221112						39.590694	-89.497111									DOMINION RESOURCES INC	196579130	NO		
2011	DIRECTOR	CARL SALADINO	62540KNCDG4MILE	DOMINION KINCAID GENERATION LLC	RT 104	KINCAID	CHRISTIAN	IL	62540	DOMINION KINCAID GENERATION LLC	PO BOX 260	KINCAID	IL		62540	YES	NO	NO	NO	CJ SALADINO	2172374311	4911							221112						39.590694	-89.497111									DOMINION RESOURCES INC	196579130	NO		
2011	DIRECTOR	CARL SALADINO	62540KNCDG4MILE	DOMINION KINCAID GENERATION LLC	RT 104	KINCAID	CHRISTIAN	IL	62540	DOMINION KINCAID GENERATION LLC	PO BOX 260	KINCAID	IL		62540	YES	NO	NO	NO	CJ SALADINO	2172374311	4911							221112						39.590694	-89.497111									DOMINION RESOURCES INC	196579130	NO		
2011	DIRECTOR	CARL SALADINO	62540KNCDG4MILE	DOMINION KINCAID GENERATION LLC	RT 104	KINCAID	CHRISTIAN	IL	62540	DOMINION KINCAID GENERATION LLC	PO BOX 260	KINCAID	IL		62540	YES	NO	NO	NO	CJ SALADINO	2172374311	4911							221112						39.590694	-89.497111									DOMINION RESOURCES INC	196579130	NO		
2011	DIRECTOR	CARL SALADINO	62540KNCDG4MILE	DOMINION KINCAID GENERATION LLC	RT 104	KINCAID	CHRISTIAN	IL	62540	DOMINION KINCAID GENERATION LLC	PO BOX 260	KINCAID	IL		62540	YES	NO	NO	NO	CJ SALADINO	2172374311	4911							221112						39.590694	-89.497111									DOMINION RESOURCES INC	196579130	NO		
2011	DIRECTOR	CARL SALADINO	62540KNCDG4MILE	DOMINION KINCAID GENERATION LLC	RT 104	KINCAID	CHRISTIAN	IL	62540	DOMINION KINCAID GENERATION LLC	PO BOX 260	KINCAID	IL		62540	YES	NO	NO	NO	CJ SALADINO	2172374311	4911							221112						39.590694	-89.497111									DOMINION RESOURCES INC	196579130	NO		
2011	DIRECTOR	CARL SALADINO	62540KNCDG4MILE	DOMINION KINCAID GENERATION LLC	RT 104	KINCAID	CHRISTIAN	IL	62540	DOMINION KINCAID GENERATION LLC	PO BOX 260	KINCAID	IL		62540	YES	NO	NO	NO	CJ SALADINO	2172374311	4911							221112						39.590694	-89.497111									DOMINION RESOURCES INC	196579130	NO		
2011	DIRECTOR	CARL SALADINO	62540KNCDG4MILE	DOMINION KINCAID GENERATION LLC	RT 104	KINCAID	CHRISTIAN	IL	62540	DOMINION KINCAID GENERATION LLC	PO BOX 260	KINCAID	IL		62540	YES	NO	NO	NO	CJ SALADINO	2172374311	4911							221112						39.590694	-89.497111									DOMINION RESOURCES INC	196579130	NO		
2011	DIRECTOR	CARL SALADINO	62540KNCDG4MILE	DOMINION KINCAID GENERATION LLC	RT 104	KINCAID	CHRISTIAN	IL	62540	DOMINION KINCAID GENERATION LLC	PO BOX 260	KINCAID	IL		62540	YES	NO	NO	NO	CJ SALADINO	2172374311	4911							221112						39.590694	-89.497111									DOMINION RESOURCES INC	196579130	NO		
2011	DIRECTOR	CARL SALADINO	62540KNCDG4MILE	DOMINION KINCAID GENERATION LLC	RT 104	KINCAID	CHRISTIAN	IL	62540	DOMINION KINCAID GENERATION LLC	PO BOX 260	KINCAID	IL		62540	YES	NO	NO	NO	CJ SALADINO	2172374311	4911							221112						39.590694	-89.497111									DOMINION RESOURCES INC	196579130	NO		
2011	DIRECTOR	CARL SALADINO	62540KNCDG4MILE	DOMINION KINCAID GENERATION LLC	RT 104	KINCAID	CHRISTIAN	IL	62540	DOMINION KINCAID GENERATION LLC	PO BOX 260	KINCAID	IL		62540	YES	NO	NO	NO	CJ SALADINO	2172374311	4911							221112						39.590694	-89.497111									DOMINION RESOURCES INC	196579130	NO		
2011	DIRECTOR	CARL SALADINO	62540KNCDG4MILE	DOMINION KINCAID GENERATION LLC	RT 104	KINCAID	CHRISTIAN	IL	62540	DOMINION KINCAID GENERATION LLC	PO BOX 260	KINCAID	IL		62540	YES	NO	NO	NO	CJ SALADINO	2172374311	4911							221112						39.590694	-89.497111									DOMINION RESOURCES INC	196579130	NO		
2011	DIRECTOR	CARL SALADINO	62540KNCDG4MILE	DOMINION KINCAID GENERATION LLC	RT 104	KINCAID	CHRISTIAN	IL	62540	DOMINION KINCAID GENERATION LLC	PO BOX 260	KINCAID	IL		62540	YES	NO	NO	NO	CJ SALADINO	2172374311	4911							221112						39.590694	-89.497111									DOMINION RESOURCES INC	196579130	NO		
2011	PLANT MANAGER	DOLAN BARTELS	61021DNLDS815PR	DONALDSON CO DIXON ILLINOIS	815 PROGRESS DR	DIXON	LEE	IL	61021	DONALDSON CO DIXON ILLINOIS	815 PROGRESS DR	DIXON	IL		61021	YES	NO	NO	NO	BRIAN COX	8152883374	3599							336399						41.812364	-89.476495	006477301								DONALDSON CO INC	006477301	NO	BRIAN.COX@DONALDSON.COM	
2011	PLANT MANAGER	DOLAN BARTELS	61021DNLDS815PR	DONALDSON CO DIXON ILLINOIS	815 PROGRESS DR	DIXON	LEE	IL	61021	DONALDSON CO DIXON ILLINOIS	815 PROGRESS DR	DIXON	IL		61021	YES	NO	NO	NO	BRIAN COX	8152883374	3599							336399						41.812364	-89.476495	006477301								DONALDSON CO INC	006477301	NO	BRIAN.COX@DONALDSON.COM	
2011	PLANT MANAGER	DOLAN BARTELS	61021DNLDS815PR	DONALDSON CO DIXON ILLINOIS	815 PROGRESS DR	DIXON	LEE	IL	61021	DONALDSON CO DIXON ILLINOIS	815 PROGRESS DR	DIXON	IL		61021	YES	NO	NO	NO	BRIAN COX	8152883374	3599							336399						41.812364	-89.476495	006477301								DONALDSON CO INC	006477301	NO	BRIAN.COX@DONALDSON.COM	
2011	GENERAL MANAGER	STEVEN MALONE	62288MRCND1003W	DORMA DOOR CONTROLS INC	1003 W BROADWAY	STEELEVILLE	RANDOLPH	IL	622881311	DORMA DOOR CONTROLS INC	1003 W BROADWAY	STEELEVILLE	IL		62288-1311	YES	NO	NO	NO	RYAN JUHL	6189653491	3429							332510	332116	332721	332999	332813		38.008697	-89.669649	006291330								DORMA - ENNEPETAL GERMANY		NO		
2011	GENERAL MANAGER	STEVEN MALONE	62288MRCND1003W	DORMA DOOR CONTROLS INC	1003 W BROADWAY	STEELEVILLE	RANDOLPH	IL	622881311	DORMA DOOR CONTROLS INC	1003 W BROADWAY	STEELEVILLE	IL		62288-1311	YES	NO	NO	NO	RYAN JUHL	6189653491	3429							332510	332116	332721	332999	332813		38.008697	-89.669649	006291330								DORMA - ENNEPETAL GERMANY		NO		
2011	SITE LEADER / PRODUCTION LEADER	LISA CASHBAUGH-SANCHEZ	60481DWCHM91EKA	DOW CHEMICAL CO	901 E KANAKEE RIVER DR	WILMINGTON	WILL	IL	60481	DOW CHEMICAL CO	901 E KANAKEE RIVER DR	WILMINGTON	IL		60481	YES	NO	NO	NO	LISA CASHBAUGH-SANCHEZ	8154761152	2821							325211						41.317778	-88.136389	001381581		ILR000122754		ILR006341				THE DOW CHEMICAL CO		NO	LMCASHBAUGH@DOW.COM	
2011	PLANT MANAGER	HEIDI PARKER	61920THCLT1255N	DOW CHEMICAL CO	1255 N FIFTH ST	CHARLESTON	COLES	IL	61920	DOW CHEMICAL CO	1255 N FIFTH ST	CHARLESTON	IL		61920	YES	NO	NO	NO	HERBERT GADSDEN	2173488151	3089							326150						39.513336	-88.177104	006924310								THE DOW CHEMICAL CO	006924310	NO	HHGADSDEN@DOW.COM	
2011	SITE LEADER	GREGORY KUHN	60410DWCHMI55AR	DOW CHEMICAL JOLIET SITE	26332 S FRONTAGE RD W	CHANNAHON	WILL	IL	60410	DOW CHEMICAL JOLIET SITE	26332 S FRONTAGE RD W	CHANNAHON	IL		60410	YES	NO	NO	NO	GREG KUHN	8154232648	2821	3086	5169					326140						41.397778	-88.216944	039130166								THE DOW CHEMICAL CO	001381581	NO	GGKUHN@DOW.COM	
2011	QA MANAGER	JOHN JILEK	60178DRVLK114PA	DRIV-LOK INC	1140 PARK AVE	SYCAMORE	DEKALB	IL	60178	DRIV-LOK INC	1140 PARK AVE	SYCAMORE	IL		60178	YES	NO	NO	NO	BECKY METCALF	8158958161	3452							332722						41.9752	-88.69154	005100961										NO	BECKY_M@DRIV-LOK.COM	
2011	PLANT MANAGER	THOMAS RAINS	6010WDPGMC311LN	DUPAGE MACHINE PRODUCTS	311 LONGVIEW DR	BLOOMINGDALE	DUPAGE	IL	601082640	DUPAGE MACHINE PRODUCTS	311 LONGVIEW DR	BLOOMINGDALE	IL		60108-2640	YES	NO	NO	NO	THOMAS RAINS	6306813545								332721						41.932678	-88.103373	239300309										NO	TOMR@DUPAGEMACHNE.COM	
2011	PLANT MANAGER	THOMAS RAINS	6010WDPGMC311LN	DUPAGE MACHINE PRODUCTS	311 LONGVIEW DR	BLOOMINGDALE	DUPAGE	IL	601082640	DUPAGE MACHINE PRODUCTS	311 LONGVIEW DR	BLOOMINGDALE	IL		60108-2640	YES	NO	NO	NO	THOMAS RAINS	6306813545								332721						41.932678	-88.103373	239300309										NO	TOMR@DUPAGEMACHNE.COM	
2011	PLANT MANAGER	THOMAS RAINS	6010WDPGMC311LN	DUPAGE MACHINE PRODUCTS	311 LONGVIEW DR	BLOOMINGDALE	DUPAGE	IL	601082640	DUPAGE MACHINE PRODUCTS	311 LONGVIEW DR	BLOOMINGDALE	IL		60108-2640	YES	NO	NO	NO	THOMAS RAINS	6306813545								332721						41.932678	-88.103373	239300309										NO	TOMR@DUPAGEMACHNE.COM	
