REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10-18-2012	
2011	MANAGER	LOREN MCCONNELL	98108CCLVN429SO	ACE GALVANIZING INC	429 S 96TH ST	SEATTLE	KING	WA	981084913	ACE GALVANIZING INC	429 S 96TH ST	SEATTLE	WA		98108-4913	YES	NO	NO	NO	LOREN MCCONNELL	2067620330	3479							332812						47.51723	-122.32872	009286881		WAD009286881		SO3000154						NO	LOREN@ACEGALV.COM	
2011	PLANT MANAGER	DAVID PRICE	99216CMNCLEAST1	HONEYWELL ELECTRONIC MATERIALS INC	15218 E EUCLID AVE	SPOKANE VALLEY	SPOKANE	WA	99216	HONEYWELL ELECTRONIC MATERIALS INC	15218 E EUCLID AVE	SPOKANE VALLEY	WA		99216	YES	NO	NO	NO	DAVID V. PRICE	5092528668	3499	3471	3678					332999						47.68605	-117.203221	607017449								HONEYWELL INTERNATIONAL INC	139691877	NO	DAVID.PRICE3@HONEYWELL.COM	
2011	EHS COORDINATOR	ANDREW HSU	98031HTCLL22626	HOT CELL SERVICES CORP	22626 85TH PL S	KENT	KING	WA	980312469	HOT CELL SERVICES CORP	22626 85TH PL S	KENT	WA		98031-2469	YES	NO	NO	NO	ANDREW HSU	2538544945	3231							327215						47.398337	-122.226085	039512181		WAD039512181		833B92001				SAINT-GOBAIN CORP	965966989	NO	AHSU@HOTCELL.COM	
2011	SAFETY/SECURITY/ENVIRONMENTAL COMPLIANCE MANA	KIRK DOUGLAS	99019HNTWD238AP	HUNTWOOD INDUSTRIES	23800 E APPLEWAY AVE	LIBERTY LAKE	SPOKANE	WA	990199684	HUNTWOOD INDUSTRIES	23800 E APPLEWAY AVE	LIBERTY LAKE	WA		99019-9684	YES	NO	NO	NO	KIRK DOUGLAS	5099245858								337110						47.678244	-117.084835	188856397										NO	KDOUGLAS@HUNTWOOD.COM	
2011	SAFETY/SECURITY/ENVIRONMENTAL COMPLIANCE MANA	KIRK DOUGLAS	99019HNTWD238AP	HUNTWOOD INDUSTRIES	23800 E APPLEWAY AVE	LIBERTY LAKE	SPOKANE	WA	990199684	HUNTWOOD INDUSTRIES	23800 E APPLEWAY AVE	LIBERTY LAKE	WA		99019-9684	YES	NO	NO	NO	KIRK DOUGLAS	5099245858								337110						47.678244	-117.084835	188856397										NO	KDOUGLAS@HUNTWOOD.COM	
2011	SAFETY/SECURITY/ENVIRONMENTAL COMPLIANCE MANA	KIRK DOUGLAS	99019HNTWD238AP	HUNTWOOD INDUSTRIES	23800 E APPLEWAY AVE	LIBERTY LAKE	SPOKANE	WA	990199684	HUNTWOOD INDUSTRIES	23800 E APPLEWAY AVE	LIBERTY LAKE	WA		99019-9684	YES	NO	NO	NO	KIRK DOUGLAS	5099245858								337110						47.678244	-117.084835	188856397										NO	KDOUGLAS@HUNTWOOD.COM	
2011	SAFETY/SECURITY/ENVIRONMENTAL COMPLIANCE MANA	KIRK DOUGLAS	99019HNTWD238AP	HUNTWOOD INDUSTRIES	23800 E APPLEWAY AVE	LIBERTY LAKE	SPOKANE	WA	990199684	HUNTWOOD INDUSTRIES	23800 E APPLEWAY AVE	LIBERTY LAKE	WA		99019-9684	YES	NO	NO	NO	KIRK DOUGLAS	5099245858								337110						47.678244	-117.084835	188856397										NO	KDOUGLAS@HUNTWOOD.COM	
2011	SAFETY/SECURITY/ENVIRONMENTAL COMPLIANCE MANA	KIRK DOUGLAS	99019HNTWD238AP	HUNTWOOD INDUSTRIES	23800 E APPLEWAY AVE	LIBERTY LAKE	SPOKANE	WA	990199684	HUNTWOOD INDUSTRIES	23800 E APPLEWAY AVE	LIBERTY LAKE	WA		99019-9684	YES	NO	NO	NO	KIRK DOUGLAS	5099245858								337110						47.678244	-117.084835	188856397										NO	KDOUGLAS@HUNTWOOD.COM	
2011	SAFETY/SECURITY/ENVIRONMENTAL COMPLIANCE MANA	KIRK DOUGLAS	99019HNTWD238AP	HUNTWOOD INDUSTRIES	23800 E APPLEWAY AVE	LIBERTY LAKE	SPOKANE	WA	990199684	HUNTWOOD INDUSTRIES	23800 E APPLEWAY AVE	LIBERTY LAKE	WA		99019-9684	YES	NO	NO	NO	KIRK DOUGLAS	5099245858								337110						47.678244	-117.084835	188856397										NO	KDOUGLAS@HUNTWOOD.COM	
2011	PRESIDENT	CLIFTON JOHNSON	98032HYTKF8202S	HYTEK FINISHES CO	8127 S 216TH ST	KENT	KING	WA	980321996	HYTEK FINISHES CO	8127 S 216TH ST	KENT	WA		98032-1996	YES	NO	NO	NO	CLIFTON JOHNSON	2538727160	3471							332813						47.40853	-122.23189									ESTERLINE TECHNOLOGIES	043190826	NO		
2011	PRESIDENT	CLIFTON JOHNSON	98032HYTKF8202S	HYTEK FINISHES CO	8127 S 216TH ST	KENT	KING	WA	980321996	HYTEK FINISHES CO	8127 S 216TH ST	KENT	WA		98032-1996	YES	NO	NO	NO	CLIFTON JOHNSON	2538727160	3471							332813						47.40853	-122.23189									ESTERLINE TECHNOLOGIES	043190826	NO		
2011	PRESIDENT	CLIFTON JOHNSON	98032HYTKF8202S	HYTEK FINISHES CO	8127 S 216TH ST	KENT	KING	WA	980321996	HYTEK FINISHES CO	8127 S 216TH ST	KENT	WA		98032-1996	YES	NO	NO	NO	CLIFTON JOHNSON	2538727160	3471							332813						47.40853	-122.23189									ESTERLINE TECHNOLOGIES	043190826	NO		
2011	VP INTERGOVERNMENTAL AFFAIRS	RICHARD CARROLL	98595CHSXXPINTC	ICE HOUSE	POINT CHEHALIS DOCKON N NY HUS	WESTPORT	GRAYS HARBOR	WA	98595	ICE HOUSE	PO BOX 1104	WESTPORT	WA		98595	YES	NO	NO	NO	RICHARD CARROLL VP INTERGOVERNMENTAL AFFAIRS	3602682510								312113						0	0	009243262								JOINT VENTURE OCEAN GOLD SEAFOOD INC & WASHINGTON CRAB		NO	RCARROLL@OCEANCOS.COM	
2011	CHIEF FINANCIAL OFFICER	PAUL SALISBURY	98002CNBRNRSTSE	ICON AUBURN	R ST SE & ORVALEZ RD	AUBURN	KING	WA	98002	ICON AUBURN	PO BOX 3366	SPOKANE	WA		99220	YES	NO	NO	NO	HILLARY JOHNSON	7705345440								324121	212321					47.27096	-122.193117	033954121								OLDCASTLE INC	037176591	NO	HILLARY.JOHNSON@OLDCASTLEMATERIALS.COM	
2011	CHIEF FINANCIAL OFFICER	PAUL SALISBURY	98002CNBRNRSTSE	ICON AUBURN	R ST SE & ORVALEZ RD	AUBURN	KING	WA	98002	ICON AUBURN	PO BOX 3366	SPOKANE	WA		99220	YES	NO	NO	NO	HILLARY JOHNSON	7705345440								324121	212321					47.27096	-122.193117	033954121								OLDCASTLE INC	037176591	NO	HILLARY.JOHNSON@OLDCASTLEMATERIALS.COM	
2011	PLANT ENGINEER	RUBEN HERNANDEZ	98295KPCFC850WF	IKO PACIFIC INC	850 W FRONT ST	SUMAS	WHATCOM	WA	98295	IKO PACIFIC INC	850 W FRONT ST	SUMAS	WA		98295	YES	NO	NO	NO	RUBEN HERNANDEZ	3609889103	2952							324122						48.99268	-122.279773	008008307								GOLDIS ENTERPRISES INC	073654287	NO	RUBEN.HERNANDEZ@IKO.COM	
2011	HR ADMINISTRATOR	SHERYL HANSEN	98532MPRLF26MAU	IMPERIAL FABRICATING CO	206 MAURIN RD	CHEHALIS	LEWIS	WA	98532	IMPERIAL FABRICATING CO	206 MAURIN RD	CHEHALIS	WA		98532	YES	NO	NO	NO	SHERYL HANSEN	3607677030	3799							336399						46.62689	-122.92183	933865347								ACCURIDE CORP	044267813	NO		
2011	PLANT MANAGER	AARON LEATHERMAN	98550MPRMG3122P	IMPERIUM GRAYS HARBOR LLC	3122 PORT INDUSTRIAL RD	HOQUIAM	GRAYS HARBOR	WA	985501708	IMPERIUM GRAYS HARBOR LLC	PO BOX 157	HOQUIAM	WA		985501708	YES	NO	NO	NO	AARON LEATHERMAN	3605323752								325199						46.970537	-123.853784	011000934								IMPERIUM RENEWABLES INC	626278795	NO	AARON.LEATHERMAN@IMPERIUMRENEWABLES.COM	
2011	CHIEF FINANCIAL OFFICER	PAUL SALISBURY	99208NLNDS1332N	INLAND ASPHALT PERRY QUARRY	13302 N PERRY	SPOKANE	SPOKANE	WA	99208	INLAND ASPHALT PERRY QUARRY	PO BOX 3366	SPOKANE	WA		99220	YES	NO	NO	NO	HILLARY JOHNSON	7073925440								324121	212319					47.777942	-117.38969	009060906								OLDCASTLE INC	037176591	NO	HILLARY.JOHNSON@OLDCASTLEMATERIALS.COM	
2011	CHIEF FINANCIAL OFFICER	PAUL SALISBURY	99208NLNDS1332N	INLAND ASPHALT PERRY QUARRY	13302 N PERRY	SPOKANE	SPOKANE	WA	99208	INLAND ASPHALT PERRY QUARRY	PO BOX 3366	SPOKANE	WA		99220	YES	NO	NO	NO	HILLARY JOHNSON	7073925440								324121	212319					47.777942	-117.38969	009060906								OLDCASTLE INC	037176591	NO	HILLARY.JOHNSON@OLDCASTLEMATERIALS.COM	
2011	ENVIRONMENTAL COMPLIANCE ENGINEER	DOUGLAS KRAPAS	99212NLNDMN3320	INLAND EMPIRE PAPER CO	3320 N ARGONNE	SPOKANE	SPOKANE	WA	99212	INLAND EMPIRE PAPER CO	3320 N ARGONNE	SPOKANE	WA		99212	YES	NO	NO	NO	DOUGLAS P. KRAPAS	5099241911	2621							322122						47.68724	-117.28271	009069279								COWLES PUBLISHING CO	009066879	NO	DOUGKRAPAS@IEPCO.COM	
2011	ENVIRONMENTAL COMPLIANCE ENGINEER	DOUGLAS KRAPAS	99212NLNDMN3320	INLAND EMPIRE PAPER CO	3320 N ARGONNE	SPOKANE	SPOKANE	WA	99212	INLAND EMPIRE PAPER CO	3320 N ARGONNE	SPOKANE	WA		99212	YES	NO	NO	NO	DOUGLAS P. KRAPAS	5099241911	2621							322122						47.68724	-117.28271	009069279								COWLES PUBLISHING CO	009066879	NO	DOUGKRAPAS@IEPCO.COM	
2011	ENVIRONMENTAL COMPLIANCE MANAGER	SHAWN OSLER	9803WNSLFM19418	INSULFOAM	19041 80TH AVE S	KENT	KING	WA	98032	INSULFOAM	19041 80TH AVE S	KENT	WA		98032	YES	NO	NO	NO	MARK JOHNSON	2062429424								326140						47.43074	-122.23336	174873992								CARLISLE CONSTRUCTION MATERIALS INC	961921806	NO	MJOHNSON@INSULFOAM.COM	
2011	PLANT MANAGER	BARRY HULLETT	98248NTLCL4050M	INTALCO ALUMINUM CORP	4050 MOUNTAIN VIEW RD	FERNDALE	WHATCOM	WA	982480937	INTALCO ALUMINUM CORP	4050 MOUNTAIN VIEW RD	FERNDALE	WA		98248-0937	YES	NO	NO	NO	JOSH WILUND	3603847316	3334							331312						48.84843	-122.700112	057316531								ALCOA INC	001339472	NO	JOSH.WILUND@ALCOA.COM	
2011	PLANT MANAGER	BARRY HULLETT	98248NTLCL4050M	INTALCO ALUMINUM CORP	4050 MOUNTAIN VIEW RD	FERNDALE	WHATCOM	WA	982480937	INTALCO ALUMINUM CORP	4050 MOUNTAIN VIEW RD	FERNDALE	WA		98248-0937	YES	NO	NO	NO	JOSH WILUND	3603847316	3334							331312						48.84843	-122.700112	057316531								ALCOA INC	001339472	NO	JOSH.WILUND@ALCOA.COM	
2011	PLANT MANAGER	BARRY HULLETT	98248NTLCL4050M	INTALCO ALUMINUM CORP	4050 MOUNTAIN VIEW RD	FERNDALE	WHATCOM	WA	982480937	INTALCO ALUMINUM CORP	4050 MOUNTAIN VIEW RD	FERNDALE	WA		98248-0937	YES	NO	NO	NO	JOSH WILUND	3603847316	3334							331312						48.84843	-122.700112	057316531								ALCOA INC	001339472	NO	JOSH.WILUND@ALCOA.COM	
2011	PLANT MANAGER	BARRY HULLETT	98248NTLCL4050M	INTALCO ALUMINUM CORP	4050 MOUNTAIN VIEW RD	FERNDALE	WHATCOM	WA	982480937	INTALCO ALUMINUM CORP	4050 MOUNTAIN VIEW RD	FERNDALE	WA		98248-0937	YES	NO	NO	NO	JOSH WILUND	3603847316	3334							331312						48.84843	-122.700112	057316531								ALCOA INC	001339472	NO	JOSH.WILUND@ALCOA.COM	
2011	PLANT MANAGER	BARRY HULLETT	98248NTLCL4050M	INTALCO ALUMINUM CORP	4050 MOUNTAIN VIEW RD	FERNDALE	WHATCOM	WA	982480937	INTALCO ALUMINUM CORP	4050 MOUNTAIN VIEW RD	FERNDALE	WA		98248-0937	YES	NO	NO	NO	JOSH WILUND	3603847316	3334							331312						48.84843	-122.700112	057316531								ALCOA INC	001339472	NO	JOSH.WILUND@ALCOA.COM	
2011	PLANT MANAGER	BARRY HULLETT	98248NTLCL4050M	INTALCO ALUMINUM CORP	4050 MOUNTAIN VIEW RD	FERNDALE	WHATCOM	WA	982480937	INTALCO ALUMINUM CORP	4050 MOUNTAIN VIEW RD	FERNDALE	WA		98248-0937	YES	NO	NO	NO	JOSH WILUND	3603847316	3334							331312						48.84843	-122.700112	057316531								ALCOA INC	001339472	NO	JOSH.WILUND@ALCOA.COM	
2011	PLANT MANAGER	BARRY HULLETT	98248NTLCL4050M	INTALCO ALUMINUM CORP	4050 MOUNTAIN VIEW RD	FERNDALE	WHATCOM	WA	982480937	INTALCO ALUMINUM CORP	4050 MOUNTAIN VIEW RD	FERNDALE	WA		98248-0937	YES	NO	NO	NO	JOSH WILUND	3603847316	3334							331312						48.84843	-122.700112	057316531								ALCOA INC	001339472	NO	JOSH.WILUND@ALCOA.COM	
2011	PLANT MANAGER	BARRY HULLETT	98248NTLCL4050M	INTALCO ALUMINUM CORP	4050 MOUNTAIN VIEW RD	FERNDALE	WHATCOM	WA	982480937	INTALCO ALUMINUM CORP	4050 MOUNTAIN VIEW RD	FERNDALE	WA		98248-0937	YES	NO	NO	NO	JOSH WILUND	3603847316	3334							331312						48.84843	-122.700112	057316531								ALCOA INC	001339472	NO	JOSH.WILUND@ALCOA.COM	
2011	PLANT MANAGER	BARRY HULLETT	98248NTLCL4050M	INTALCO ALUMINUM CORP	4050 MOUNTAIN VIEW RD	FERNDALE	WHATCOM	WA	982480937	INTALCO ALUMINUM CORP	4050 MOUNTAIN VIEW RD	FERNDALE	WA		98248-0937	YES	NO	NO	NO	JOSH WILUND	3603847316	3334							331312						48.84843	-122.700112	057316531								ALCOA INC	001339472	NO	JOSH.WILUND@ALCOA.COM	
2011	PLANT MANAGER	BARRY HULLETT	98248NTLCL4050M	INTALCO ALUMINUM CORP	4050 MOUNTAIN VIEW RD	FERNDALE	WHATCOM	WA	982480937	INTALCO ALUMINUM CORP	4050 MOUNTAIN VIEW RD	FERNDALE	WA		98248-0937	YES	NO	NO	NO	JOSH WILUND	3603847316	3334							331312						48.84843	-122.700112	057316531								ALCOA INC	001339472	NO	JOSH.WILUND@ALCOA.COM	
2011	PLANT MANAGER	BARRY HULLETT	98248NTLCL4050M	INTALCO ALUMINUM CORP	4050 MOUNTAIN VIEW RD	FERNDALE	WHATCOM	WA	982480937	INTALCO ALUMINUM CORP	4050 MOUNTAIN VIEW RD	FERNDALE	WA		98248-0937	YES	NO	NO	NO	JOSH WILUND	3603847316	3334							331312						48.84843	-122.700112	057316531								ALCOA INC	001339472	NO	JOSH.WILUND@ALCOA.COM	
2011	MANAGER		98363CRWNP24371	INTERFOR PACIFIC - PORT ANGELES	243701 HWY 101 W	PORT ANGELES	CLALLAM	WA	98363	INTERFOR PACIFIC - PORT ANGELES	243701 HWY 101 W	PORT ANGELES	WA		98363	YES	NO	NO	NO	STEVE KROLL	3604576266	2421							321113						48.10137	-123.51774	206213688								INTERNATIONAL FOREST PRODUCTS LTD	206213688	NO		
2011	MANAGER		9833WNTRFR143SI	INTERFOR PACIFIC FORKS	143 SITKUM-SOLDUC RD	FORKS	CLALLAM	WA	98331	INTERFOR PACIFIC FORKS	PO BOX 2299	FORKS	WA		98331	YES	NO	NO	NO	STEVE KROLL	3604576266								321912						47.97015	-124.40017	206213688								INTERNATIONAL FOREST PRODUCTS LTD	206213688	NO		
2011	UNIT DIRECTOR		99344CRNTN1200N	J R SIMPLOT CO	1201 N BROADWAY	OTHELLO	ADAMS	WA	99344	J R SIMPLOT CO	1201 N BROADWAY	OTHELLO	WA		99344	YES	NO	NO	NO	DAVID B. HINES	5093313910	2037							311411						46.837778	-119.176389			WAD067551838						J R SIMPLOT CO	009073503	NO	DAVID.HINES@SIMPLOT.COM	
2011	NATIONAL EHS MANAGER	NICK TZOURTZOUKLIS	98446JHBPT1825T	JAMES HARDIE BUILDING PRODUCTS TACOMA	18200 50TH AVE  E	TACOMA	PIERCE	WA	98446	JAMES HARDIE BUILDING PRODUCTS TACOMA	18200 50TH AVE  E	TACOMA	WA		98446	YES	NO	NO	NO	NICK TZOURTZOUKLIS	9493674020								327390						47.09047	-122.36305	183186113								JAMES HARDIE BUILDING PRODUCTS INC	174385328	NO	NICK.TZOURTZOUKLIS@JAMESHARDIE.COM	
2011	ENVIRONMENTAL MANAGER	DARREN WILSON	98284JNCKM24595	JANICKI INDUSTRIES INC	1476 MOORE ST	SEDRO WOOLLEY	SKAGIT	WA	98284	JANICKI INDUSTRIES INC	1476 MOORE ST	SEDRO WOOLLEY	WA		98284	YES	NO	NO	NO	DARREN WILSON	3608141850	3089							333511	326199	333514				48.51497	-122.212601	847444445								JANICKI INDUSTRIES INC		NO	DLWILSON@JANICKI.COM	
2011	ENVIRONMENTAL MANAGER	DARREN WILSON	98284JNCKM24595	JANICKI INDUSTRIES INC	1476 MOORE ST	SEDRO WOOLLEY	SKAGIT	WA	98284	JANICKI INDUSTRIES INC	1476 MOORE ST	SEDRO WOOLLEY	WA		98284	YES	NO	NO	NO	DARREN WILSON	3608141850	3089							333511	326199	333514				48.51497	-122.212601	847444445								JANICKI INDUSTRIES INC		NO	DLWILSON@JANICKI.COM	
2011	EXECUTIVE VICE PRESIDENT	TIMOTHY GAFFNEY	98422JNSCH1919M	JCI JONES CHEMICALS INC	1919 MARINE VIEW DR	TACOMA	PIERCE	WA	98422	JCI JONES CHEMICALS INC	1919 MARINE VIEW DR	TACOMA	WA		98422	YES	NO	NO	NO	JAMES GROH	2532740104	2819	2812						424690						47.26982	-122.36954	002216091								JCI JONES CHEMICALS INC		NO	JGROH@JCICHEM.COM	
2011	ENVIRONMENTAL DIRECTOR	JOHN GROSS	98108RLMJR8531E	JORGENSEN FORGE CORP	8531 E MARGINAL WAY S	TUKWILA	KING	WA	98108	JORGENSEN FORGE CORP	8531 E MARGINAL WAY S	TUKWILA	WA		98108	YES	NO	NO	NO	JOHN P. GROSS	2069651352	3462							332111						47.52682	-122.30324	790885842		WAD000602813						JFC HOLDING CORP	161949409	NO	JGROSS@JORGENSENFORGE.COM	
2011	ENVIRONMENTAL DIRECTOR	JOHN GROSS	98108RLMJR8531E	JORGENSEN FORGE CORP	8531 E MARGINAL WAY S	TUKWILA	KING	WA	98108	JORGENSEN FORGE CORP	8531 E MARGINAL WAY S	TUKWILA	WA		98108	YES	NO	NO	NO	JOHN P. GROSS	2069651352	3462							332111						47.52682	-122.30324	790885842		WAD000602813						JFC HOLDING CORP	161949409	NO	JGROSS@JORGENSENFORGE.COM	
2011	ENVIRONMENTAL DIRECTOR	JOHN GROSS	98108RLMJR8531E	JORGENSEN FORGE CORP	8531 E MARGINAL WAY S	TUKWILA	KING	WA	98108	JORGENSEN FORGE CORP	8531 E MARGINAL WAY S	TUKWILA	WA		98108	YES	NO	NO	NO	JOHN P. GROSS	2069651352	3462							332111						47.52682	-122.30324	790885842		WAD000602813						JFC HOLDING CORP	161949409	NO	JGROSS@JORGENSENFORGE.COM	
2011	ENVIRONMENTAL DIRECTOR	JOHN GROSS	98108RLMJR8531E	JORGENSEN FORGE CORP	8531 E MARGINAL WAY S	TUKWILA	KING	WA	98108	JORGENSEN FORGE CORP	8531 E MARGINAL WAY S	TUKWILA	WA		98108	YES	NO	NO	NO	JOHN P. GROSS	2069651352	3462							332111						47.52682	-122.30324	790885842		WAD000602813						JFC HOLDING CORP	161949409	NO	JGROSS@JORGENSENFORGE.COM	
2011	ENVIRONMENTAL DIRECTOR	JOHN GROSS	98108RLMJR8531E	JORGENSEN FORGE CORP	8531 E MARGINAL WAY S	TUKWILA	KING	WA	98108	JORGENSEN FORGE CORP	8531 E MARGINAL WAY S	TUKWILA	WA		98108	YES	NO	NO	NO	JOHN P. GROSS	2069651352	3462							332111						47.52682	-122.30324	790885842		WAD000602813						JFC HOLDING CORP	161949409	NO	JGROSS@JORGENSENFORGE.COM	
2011	GENERAL MANAGER	RON WALLS	99352KSRLM2429S	KAISER ALUMINUM WASHINGTON	2425 STEVENS DR	RICHLAND	BENTON	WA	993541877	KAISER ALUMINUM WASHINGTON	PO BOX 1070	RICHLAND	WA		993521070	YES	NO	NO	NO	RON WALLS	5093750900	3354							331316						46.319273	-119.284201	787043715								KAISER ALUMINUM FABRICATED PRODUCTS LLC	787043715	NO	RON.WALLS@KAISERAL.COM	
2011	PLANT MANAGER	MICHAEL ZERGA	99215KSRLME1500	KAISER ALUMINUM WASHINGTON LLC	15000 E EUCLID AVE  & 3401 N TSCHIRLEY	SPOKANE VALLEY	SPOKANE	WA	99216	KAISER ALUMINUM WASHINGTON LLC	PO BOX 15108	SPOKANE VALLEY	WA		992155108	YES	NO	NO	NO	BUD LEBER	5099276554	3353							331314	331319					47.68605	-117.20351	787043715								KAISER ALUMINUM FABRICATED PRODUCTS LLC	787043715	NO	BUD.LEBER@KAISERTWD.COM	
2011	PLANT MANAGER	MICHAEL ZERGA	99215KSRLME1500	KAISER ALUMINUM WASHINGTON LLC	15000 E EUCLID AVE  & 3401 N TSCHIRLEY	SPOKANE VALLEY	SPOKANE	WA	99216	KAISER ALUMINUM WASHINGTON LLC	PO BOX 15108	SPOKANE VALLEY	WA		992155108	YES	NO	NO	NO	BUD LEBER	5099276554	3353							331314	331319					47.68605	-117.20351	787043715								KAISER ALUMINUM FABRICATED PRODUCTS LLC	787043715	NO	BUD.LEBER@KAISERTWD.COM	
2011	PLANT MANAGER	MICHAEL ZERGA	99215KSRLME1500	KAISER ALUMINUM WASHINGTON LLC	15000 E EUCLID AVE  & 3401 N TSCHIRLEY	SPOKANE VALLEY	SPOKANE	WA	99216	KAISER ALUMINUM WASHINGTON LLC	PO BOX 15108	SPOKANE VALLEY	WA		992155108	YES	NO	NO	NO	BUD LEBER	5099276554	3353							331314	331319					47.68605	-117.20351	787043715								KAISER ALUMINUM FABRICATED PRODUCTS LLC	787043715	NO	BUD.LEBER@KAISERTWD.COM	
2011	PLANT MANAGER	MICHAEL ZERGA	99215KSRLME1500	KAISER ALUMINUM WASHINGTON LLC	15000 E EUCLID AVE  & 3401 N TSCHIRLEY	SPOKANE VALLEY	SPOKANE	WA	99216	KAISER ALUMINUM WASHINGTON LLC	PO BOX 15108	SPOKANE VALLEY	WA		992155108	YES	NO	NO	NO	BUD LEBER	5099276554	3353							331314	331319					47.68605	-117.20351	787043715								KAISER ALUMINUM FABRICATED PRODUCTS LLC	787043715	NO	BUD.LEBER@KAISERTWD.COM	
2011	PLANT MANAGER	MICHAEL ZERGA	99215KSRLME1500	KAISER ALUMINUM WASHINGTON LLC	15000 E EUCLID AVE  & 3401 N TSCHIRLEY	SPOKANE VALLEY	SPOKANE	WA	99216	KAISER ALUMINUM WASHINGTON LLC	PO BOX 15108	SPOKANE VALLEY	WA		992155108	YES	NO	NO	NO	BUD LEBER	5099276554	3353							331314	331319					47.68605	-117.20351	787043715								KAISER ALUMINUM FABRICATED PRODUCTS LLC	787043715	NO	BUD.LEBER@KAISERTWD.COM	
2011	PLANT MANAGER	MICHAEL ZERGA	99215KSRLME1500	KAISER ALUMINUM WASHINGTON LLC	15000 E EUCLID AVE  & 3401 N TSCHIRLEY	SPOKANE VALLEY	SPOKANE	WA	99216	KAISER ALUMINUM WASHINGTON LLC	PO BOX 15108	SPOKANE VALLEY	WA		992155108	YES	NO	NO	NO	BUD LEBER	5099276554	3353							331314	331319					47.68605	-117.20351	787043715								KAISER ALUMINUM FABRICATED PRODUCTS LLC	787043715	NO	BUD.LEBER@KAISERTWD.COM	
2011	PLANT MANAGER	BRAD STEPHENS	98671VNNGS1150S	KEMIRA CHEMICALS INC	1150 S 35TH ST	WASHOUGAL	CLARK	WA	98671	KEMIRA CHEMICALS INC	1150 S 35TH ST	WASHOUGAL	WA		98671	YES	NO	NO	NO	BRAD STEPHENS	3608358725	2899	2819						325998	325188					45.566415	-122.334625	798395687								KEMIRA INC		NO	BRAD.STEPHENS@KEMIRA.COM	
2011	PLANT MANAGER	KEVIN LEWIS	98632MRCNC850TH	KEMIRA WATER SOLUTIONS INC	850 3RD AVE	LONGVIEW	COWLITZ	WA	98632	KEMIRA WATER SOLUTIONS INC	850 3RD AVE	LONGVIEW	WA		98632	YES	NO	NO	NO	KEVIN LEWIS	3605782304	2899							325211						46.12778	-122.92491	627945702								KEMIRA INC	627945702	NO	KEVIN.LEWIS@KEMIRA.COM	
2011	PLANT MANAGER	TED BUTLER	9921WKMRWT2315N	KEMIRA WATER SOLUTIONS INC	2315 N SULLIVAN RD	SPOKANE VALLEY	SPOKANE	WA	99216	KEMIRA WATER SOLUTIONS INC	2315 N SULLIVAN RD	SPOKANE VALLEY	WA		99216	YES	NO	NO	NO	JANE BITTLE	5099222244								325188						47.678012	-117.196608									KEMIRA INC	368448882	NO	JANE.BITTLE@KEMIRA.COM	
2011	PLANT MANAGER	KEVIN LEWIS	98632MRCNC850TH	KEMIRA WATER SOLUTIONS INC	850 3RD AVE	LONGVIEW	COWLITZ	WA	98632	KEMIRA WATER SOLUTIONS INC	850 3RD AVE	LONGVIEW	WA		98632	YES	NO	NO	NO	KEVIN LEWIS	3605782304	2899							325211						46.12778	-122.92491	627945702								KEMIRA INC	627945702	NO	KEVIN.LEWIS@KEMIRA.COM	
2011	PLANT MANAGER	KEVIN LEWIS	98632MRCNC850TH	KEMIRA WATER SOLUTIONS INC	850 3RD AVE	LONGVIEW	COWLITZ	WA	98632	KEMIRA WATER SOLUTIONS INC	850 3RD AVE	LONGVIEW	WA		98632	YES	NO	NO	NO	KEVIN LEWIS	3605782304	2899							325211						46.12778	-122.92491	627945702								KEMIRA INC	627945702	NO	KEVIN.LEWIS@KEMIRA.COM	
2011	PLANT MANAGER	KEVIN LEWIS	98632MRCNC850TH	KEMIRA WATER SOLUTIONS INC	850 3RD AVE	LONGVIEW	COWLITZ	WA	98632	KEMIRA WATER SOLUTIONS INC	850 3RD AVE	LONGVIEW	WA		98632	YES	NO	NO	NO	KEVIN LEWIS	3605782304	2899							325211						46.12778	-122.92491	627945702								KEMIRA INC	627945702	NO	KEVIN.LEWIS@KEMIRA.COM	
