REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10-18-2012	
2011	REGULATORY COMPLIANCE MANAGER	THOMAS LOUISELL	9713WDCNCX261CR	A-DEC INC	2601 CRESTVIEW DR	NEWBERG	YAMHILL	OR	97132	A-DEC INC	2601 CRESTVIEW DR	NEWBERG	OR		97132	YES	NO	NO	NO	PAULA VOGEL	5035389471	3843							339114						45.31518	-122.95168	009617473										NO	PAULA.VOGEL@A-DEC.COM	
2011	PLANT MANAGER	JOHN BIRKHOFER	97203CLMBS10425	COLUMBIA STEEL CASTING CO INC	10425 N BLOSS AVE	PORTLAND	MULTNOMAH	OR	972036143	COLUMBIA STEEL CASTING CO INC	PO BOX 83095	PORTLAND	OR		97283	YES	NO	NO	NO	CHRIS HORN	5032860685	3325							331513						45.60076	-122.72939	009022708										NO		
2011	PLANT MANAGER	JOHN BIRKHOFER	97203CLMBS10425	COLUMBIA STEEL CASTING CO INC	10425 N BLOSS AVE	PORTLAND	MULTNOMAH	OR	972036143	COLUMBIA STEEL CASTING CO INC	PO BOX 83095	PORTLAND	OR		97283	YES	NO	NO	NO	CHRIS HORN	5032860685	3325							331513						45.60076	-122.72939	009022708										NO		
2011	PLANT MANAGER	JOHN BIRKHOFER	97203CLMBS10425	COLUMBIA STEEL CASTING CO INC	10425 N BLOSS AVE	PORTLAND	MULTNOMAH	OR	972036143	COLUMBIA STEEL CASTING CO INC	PO BOX 83095	PORTLAND	OR		97283	YES	NO	NO	NO	CHRIS HORN	5032860685	3325							331513						45.60076	-122.72939	009022708										NO		
2011	HEALTH AND SAFETY MANAGER	MARK HUCKABY	97217FRGHT5400N	COMMERCIAL VEHICLE GROUP	5400 N BASIN AVE	PORTLAND	MULTNOMAH	OR	97217	COMMERCIAL VEHICLE GROUP	5400 N BASIN AVE	PORTLAND	OR		97217	YES	NO	NO	NO	US COMPLIANCE	9522523000	3714							336360						45.572464	-122.717057			ORD003991478		ORD039438				COMMERCIAL VEHICLE GROUP INC		NO	EPCRA@USCOMPLIANCE.COM	
2011	PLANT MANAGER	STEPHEN CARROW	97838LMBWSWESTL	CONAGRA FOODS LAMB WESTON INC	78153 WESTLAND RD	HERMISTON	UMATILLA	OR	97838	CONAGRA FOODS LAMB WESTON INC	78153 WESTLAND RD	HERMISTON	OR		97838	YES	NO	NO	NO	DAVE NEVIN	5414818203	2037							311411						45.804548	-119.36881									CONAGRA FOODS INC	007258908	NO	DAVE.NEVIN@CONAGRAFOODS.COM	
2011	PLANT MANAGER	STEPHEN CARROW	97818LMBWSCOLUM	CONAGRA FOODS LAMB WESTON INC	600 NE COLUMBIA AVE	BOARDMAN	MORROW	OR	978180379	CONAGRA FOODS LAMB WESTON INC	PO BOX 379	BOARDMAN	OR		978180379	YES	NO	NO	NO	MIKE CARROW	5414812011	2037							311411						45.843657	-119.681067									CONAGRA FOODS INC	007258908	NO	MIKE.CARROW@CONAGRAFOODS.COM	
2011	DISTRICT DIRECTOR	GABE MUNOZ	97210TSCPR5528N	CONOCOPHILLIPS PORTLAND TERMIN AL	5528 NW DOANE AVE	PORTLAND	MULTNOMAH	OR	97210	CONOCOPHILLIPS PORTLAND TERMIN AL	5528 NW DOANE AVE	PORTLAND	OR		97210	YES	NO	NO	NO	RICH JOHNSON	2812931286	5171							424710	324191					45.562376	-122.741807	118819478								CONOCOPHILLIPS CO	118819478	NO	RICH.JOHNSON@P66.COM	
2011	DISTRICT DIRECTOR	GABE MUNOZ	97210TSCPR5528N	CONOCOPHILLIPS PORTLAND TERMIN AL	5528 NW DOANE AVE	PORTLAND	MULTNOMAH	OR	97210	CONOCOPHILLIPS PORTLAND TERMIN AL	5528 NW DOANE AVE	PORTLAND	OR		97210	YES	NO	NO	NO	RICH JOHNSON	2812931286	5171							424710	324191					45.562376	-122.741807	118819478								CONOCOPHILLIPS CO	118819478	NO	RICH.JOHNSON@P66.COM	
2011	DISTRICT DIRECTOR	GABE MUNOZ	97210TSCPR5528N	CONOCOPHILLIPS PORTLAND TERMIN AL	5528 NW DOANE AVE	PORTLAND	MULTNOMAH	OR	97210	CONOCOPHILLIPS PORTLAND TERMIN AL	5528 NW DOANE AVE	PORTLAND	OR		97210	YES	NO	NO	NO	RICH JOHNSON	2812931286	5171							424710	324191					45.562376	-122.741807	118819478								CONOCOPHILLIPS CO	118819478	NO	RICH.JOHNSON@P66.COM	
2011	DISTRICT DIRECTOR	GABE MUNOZ	97210TSCPR5528N	CONOCOPHILLIPS PORTLAND TERMIN AL	5528 NW DOANE AVE	PORTLAND	MULTNOMAH	OR	97210	CONOCOPHILLIPS PORTLAND TERMIN AL	5528 NW DOANE AVE	PORTLAND	OR		97210	YES	NO	NO	NO	RICH JOHNSON	2812931286	5171							424710	324191					45.562376	-122.741807	118819478								CONOCOPHILLIPS CO	118819478	NO	RICH.JOHNSON@P66.COM	
2011	DISTRICT DIRECTOR	GABE MUNOZ	97210TSCPR5528N	CONOCOPHILLIPS PORTLAND TERMIN AL	5528 NW DOANE AVE	PORTLAND	MULTNOMAH	OR	97210	CONOCOPHILLIPS PORTLAND TERMIN AL	5528 NW DOANE AVE	PORTLAND	OR		97210	YES	NO	NO	NO	RICH JOHNSON	2812931286	5171							424710	324191					45.562376	-122.741807	118819478								CONOCOPHILLIPS CO	118819478	NO	RICH.JOHNSON@P66.COM	
2011	DISTRICT DIRECTOR	GABE MUNOZ	97210TSCPR5528N	CONOCOPHILLIPS PORTLAND TERMIN AL	5528 NW DOANE AVE	PORTLAND	MULTNOMAH	OR	97210	CONOCOPHILLIPS PORTLAND TERMIN AL	5528 NW DOANE AVE	PORTLAND	OR		97210	YES	NO	NO	NO	RICH JOHNSON	2812931286	5171							424710	324191					45.562376	-122.741807	118819478								CONOCOPHILLIPS CO	118819478	NO	RICH.JOHNSON@P66.COM	
2011	DISTRICT DIRECTOR	GABE MUNOZ	97210TSCPR5528N	CONOCOPHILLIPS PORTLAND TERMIN AL	5528 NW DOANE AVE	PORTLAND	MULTNOMAH	OR	97210	CONOCOPHILLIPS PORTLAND TERMIN AL	5528 NW DOANE AVE	PORTLAND	OR		97210	YES	NO	NO	NO	RICH JOHNSON	2812931286	5171							424710	324191					45.562376	-122.741807	118819478								CONOCOPHILLIPS CO	118819478	NO	RICH.JOHNSON@P66.COM	
2011	DISTRICT DIRECTOR	GABE MUNOZ	97210TSCPR5528N	CONOCOPHILLIPS PORTLAND TERMIN AL	5528 NW DOANE AVE	PORTLAND	MULTNOMAH	OR	97210	CONOCOPHILLIPS PORTLAND TERMIN AL	5528 NW DOANE AVE	PORTLAND	OR		97210	YES	NO	NO	NO	RICH JOHNSON	2812931286	5171							424710	324191					45.562376	-122.741807	118819478								CONOCOPHILLIPS CO	118819478	NO	RICH.JOHNSON@P66.COM	
2011	DISTRICT DIRECTOR	GABE MUNOZ	97210TSCPR5528N	CONOCOPHILLIPS PORTLAND TERMIN AL	5528 NW DOANE AVE	PORTLAND	MULTNOMAH	OR	97210	CONOCOPHILLIPS PORTLAND TERMIN AL	5528 NW DOANE AVE	PORTLAND	OR		97210	YES	NO	NO	NO	RICH JOHNSON	2812931286	5171							424710	324191					45.562376	-122.741807	118819478								CONOCOPHILLIPS CO	118819478	NO	RICH.JOHNSON@P66.COM	
2011	DISTRICT DIRECTOR	GABE MUNOZ	97210TSCPR5528N	CONOCOPHILLIPS PORTLAND TERMIN AL	5528 NW DOANE AVE	PORTLAND	MULTNOMAH	OR	97210	CONOCOPHILLIPS PORTLAND TERMIN AL	5528 NW DOANE AVE	PORTLAND	OR		97210	YES	NO	NO	NO	RICH JOHNSON	2812931286	5171							424710	324191					45.562376	-122.741807	118819478								CONOCOPHILLIPS CO	118819478	NO	RICH.JOHNSON@P66.COM	
2011	DISTRICT DIRECTOR	GABE MUNOZ	97210TSCPR5528N	CONOCOPHILLIPS PORTLAND TERMIN AL	5528 NW DOANE AVE	PORTLAND	MULTNOMAH	OR	97210	CONOCOPHILLIPS PORTLAND TERMIN AL	5528 NW DOANE AVE	PORTLAND	OR		97210	YES	NO	NO	NO	RICH JOHNSON	2812931286	5171							424710	324191					45.562376	-122.741807	118819478								CONOCOPHILLIPS CO	118819478	NO	RICH.JOHNSON@P66.COM	
2011	ENVIRONMENTAL AND SAFETY COORDINATOR	DAVID QUALMAN	97048CNRDW29175	CONRAD WOOD PRESERVING CO	29175 DIKE RD	RAINIER	COLUMBIA	OR	97048	CONRAD WOOD PRESERVING CO	29175 DIKE RD	RAINIER	OR		97048	YES	NO	NO	NO	ENVIRONMENTAL COORDINATOR	5417562595	2491							321114						46.099906	-122.96768	099149841								CONRAD WOOD PRESERVING CO	099149841	NO	DAVID@CONRADFP.COM	
2011	ENVIRONMENTAL AND SAFETY COORDINATOR	DAVID QUALMAN	97459CNRDW3998W	CONRAD WOOD PRESERVING CO	68765 WILDWOOD RD	NORTH BEND	COOS	OR	97459	CONRAD WOOD PRESERVING CO	68765 WILDWOOD RD	NORTH BEND	OR		97459	YES	NO	NO	NO	ENVIRONMENTAL COORDINATOR	5417562595	2491							321114						43.49195	-124.21812	099149841										NO	DAVID@CONRADFP.COM	
2011	ENVIRONMENTAL AND SAFETY COORDINATOR	DAVID QUALMAN	97048CNRDW29175	CONRAD WOOD PRESERVING CO	29175 DIKE RD	RAINIER	COLUMBIA	OR	97048	CONRAD WOOD PRESERVING CO	29175 DIKE RD	RAINIER	OR		97048	YES	NO	NO	NO	ENVIRONMENTAL COORDINATOR	5417562595	2491							321114						46.099906	-122.96768	099149841								CONRAD WOOD PRESERVING CO	099149841	NO	DAVID@CONRADFP.COM	
2011	ENVIRONMENTAL MANAGER	JEFF STEYAERT	97420CSSPH5959H	COOS ASPHALT	5959 HWY 101 S	COOS BAY	COOS	OR	97420	COOS ASPHALT	3959 HAMRICK RD	CENTRAL POINT	OR		97502	YES	NO	NO	NO	JEFF STEYAERT	5419286491								324121						43.32758	-124.20317	141540547								MDU RESOURCES GROUP INC	006962286	NO	JEFF.STEYAERT@KNIFERIVER.COM	
2011	PLANT MANAGER	DAVID SELLHAUSEN	97203CNTNN1200N	CROWN FOOD PACKAGING	10200 N LOMBARD ST	PORTLAND	MULTNOMAH	OR	97203	CROWN FOOD PACKAGING	PO BOX 83220	PORTLAND	OR		97203	YES	NO	NO	NO	DAVID SELLHAUSEN	5032404249	3411							332431						45.60152	-122.76339	002282341								CROWN CORK & SEAL CO (USA) INC	002282341	NO	DAVE.SELLHAUSEN@CROWNCORK.COM	
2011	PLANT MANAGER	DAVID SELLHAUSEN	97203CNTNN1200N	CROWN FOOD PACKAGING	10200 N LOMBARD ST	PORTLAND	MULTNOMAH	OR	97203	CROWN FOOD PACKAGING	PO BOX 83220	PORTLAND	OR		97203	YES	NO	NO	NO	DAVID SELLHAUSEN	5032404249	3411							332431						45.60152	-122.76339	002282341								CROWN CORK & SEAL CO (USA) INC	002282341	NO	DAVE.SELLHAUSEN@CROWNCORK.COM	
2011	PLANT MANAGER	DAVID SELLHAUSEN	97203CNTNN1200N	CROWN FOOD PACKAGING	10200 N LOMBARD ST	PORTLAND	MULTNOMAH	OR	97203	CROWN FOOD PACKAGING	PO BOX 83220	PORTLAND	OR		97203	YES	NO	NO	NO	DAVID SELLHAUSEN	5032404249	3411							332431						45.60152	-122.76339	002282341								CROWN CORK & SEAL CO (USA) INC	002282341	NO	DAVE.SELLHAUSEN@CROWNCORK.COM	
2011	PLANT MANAGER	DAVID SELLHAUSEN	97203CNTNN1200N	CROWN FOOD PACKAGING	10200 N LOMBARD ST	PORTLAND	MULTNOMAH	OR	97203	CROWN FOOD PACKAGING	PO BOX 83220	PORTLAND	OR		97203	YES	NO	NO	NO	DAVID SELLHAUSEN	5032404249	3411							332431						45.60152	-122.76339	002282341								CROWN CORK & SEAL CO (USA) INC	002282341	NO	DAVE.SELLHAUSEN@CROWNCORK.COM	
2011	FACILITIES MANAGER	BONNIE GARIEPY	97217FRGHT6936N	DAIMLER TRUCKS NA LLC	6936 N FATHOM ST	PORTLAND	MULTNOMAH	OR	97217	DAIMLER TRUCKS NA LLC	6936 N FATHOM ST	PORTLAND	OR		97217	YES	NO	NO	NO	AMY SILLS	5037458535	3713							336120						45.572464	-122.717057	009029687								DAIMLER AG	061315107	NO	AMY.SILLS@DAIMLER.COM	
2011	FACILITIES MANAGER	BONNIE GARIEPY	97217FRGHT6936N	DAIMLER TRUCKS NA LLC	6936 N FATHOM ST	PORTLAND	MULTNOMAH	OR	97217	DAIMLER TRUCKS NA LLC	6936 N FATHOM ST	PORTLAND	OR		97217	YES	NO	NO	NO	AMY SILLS	5037458535	3713							336120						45.572464	-122.717057	009029687								DAIMLER AG	061315107	NO	AMY.SILLS@DAIMLER.COM	
2011	FACILITIES MANAGER	BONNIE GARIEPY	97217FRGHT6936N	DAIMLER TRUCKS NA LLC	6936 N FATHOM ST	PORTLAND	MULTNOMAH	OR	97217	DAIMLER TRUCKS NA LLC	6936 N FATHOM ST	PORTLAND	OR		97217	YES	NO	NO	NO	AMY SILLS	5037458535	3713							336120						45.572464	-122.717057	009029687								DAIMLER AG	061315107	NO	AMY.SILLS@DAIMLER.COM	
2011	DIRECTOR OF ENVIRONMENTAL COMPLIANCE	DOUG PETTINGER	97242DRGLD2720S	DARIGOLD - PORTLAND	2720 SE 6TH	PORTLAND	MULTNOMAH	OR	97202	DARIGOLD - PORTLAND	2720 SE 6TH	PORTLAND	OR		97202	YES	NO	NO	NO	STEVEN ROWE	2062866745	2026							311511						45.503146	-122.65985									NORTHWEST DAIRY ASSOC	009260449	NO	STEVE.ROWE@DARIGOLD.COM	
2011	DIRECTOR OF ENVIRONMENTAL COMPLIANCE	DOUG PETTINGER	97242DRGLD2720S	DARIGOLD - PORTLAND	2720 SE 6TH	PORTLAND	MULTNOMAH	OR	97202	DARIGOLD - PORTLAND	2720 SE 6TH	PORTLAND	OR		97202	YES	NO	NO	NO	STEVEN ROWE	2062866745	2026							311511						45.503146	-122.65985									NORTHWEST DAIRY ASSOC	009260449	NO	STEVE.ROWE@DARIGOLD.COM	
2011	SENIOR ENVIRONMENTAL MANAGER	ROBERT ROACH	97624DRCRF31725	DOOR SYSTEMS CHILOQUIN	31725 HWY 97 N STE A	CHILOQUIN	KLAMATH	OR	976249702	DOOR SYSTEMS CHILOQUIN	31725 HWY 97 N STE A	CHILOQUIN	OR		97624-9702	YES	NO	NO	NO	AARON BRITE	5418833373	2431							321911						42.51143	-121.88196	009040288								JELD-WEN INC	009040288	NO	AARONB@JELD-WEN.COM	
2011	CERTIFYING OFFICIAL	TED ULRICH	97124DYNCS4750N	DYNIC USA	4750 NE DAWSON CREEK DR	HILLSBORO	WASHINGTON	OR	97124	DYNIC USA	4750 NE DAWSON CREEK DR	HILLSBORO	OR		97124	YES	NO	NO	NO	TED J. ULRICH	5036931070	3861							339944						45.54822	-122.93345	184821072		ORQ000002592								NO	TED@DYNIC.COM	
2011	PLANT MANAGER	WILLIAM GODFREY	97051CHVRN63149	DYNO NOBEL- STHELENS PLANT	63149 COLUMBIA RIVER HWY	DEER ISLAND	COLUMBIA	OR	97054	DYNO NOBEL- STHELENS PLANT	63149 COLUMBIA RIVER HWY	DEER ISLAND	OR		97054	YES	NO	NO	NO	GREG GODFREY	5033977506	2873							325311						45.9122	-122.8286	109741764								DYNO NOBEL INC	009091257	NO		
2011	PLANT MANAGER	WILLIAM GODFREY	97051CHVRN63149	DYNO NOBEL- STHELENS PLANT	63149 COLUMBIA RIVER HWY	DEER ISLAND	COLUMBIA	OR	97054	DYNO NOBEL- STHELENS PLANT	63149 COLUMBIA RIVER HWY	DEER ISLAND	OR		97054	YES	NO	NO	NO	GREG GODFREY	5033977506	2873							325311						45.9122	-122.8286	109741764								DYNO NOBEL INC	009091257	NO		
2011	PLANT MANAGER	WILLIAM GODFREY	97051CHVRN63149	DYNO NOBEL- STHELENS PLANT	63149 COLUMBIA RIVER HWY	DEER ISLAND	COLUMBIA	OR	97054	DYNO NOBEL- STHELENS PLANT	63149 COLUMBIA RIVER HWY	DEER ISLAND	OR		97054	YES	NO	NO	NO	GREG GODFREY	5033977506	2873							325311						45.9122	-122.8286	109741764								DYNO NOBEL INC	009091257	NO		
2011	PLANT MANAGER	WILLIAM GODFREY	97051CHVRN63149	DYNO NOBEL- STHELENS PLANT	63149 COLUMBIA RIVER HWY	DEER ISLAND	COLUMBIA	OR	97054	DYNO NOBEL- STHELENS PLANT	63149 COLUMBIA RIVER HWY	DEER ISLAND	OR		97054	YES	NO	NO	NO	GREG GODFREY	5033977506	2873							325311						45.9122	-122.8286	109741764								DYNO NOBEL INC	009091257	NO		
2011	GM	JACK SCOTT	97022GLFND23123	EAGLE FOUNDRY CO	23123 SE EAGLE CREEK RD	EAGLE CREEK	CLACKAMAS	OR	97022	EAGLE FOUNDRY CO	PO BOX 250	EAGLE CREEK	OR		97022	YES	NO	NO	NO	JACK SCOTT	5036373048	3325							331511	331513					45.35568	-122.35222	071813919										NO	JACKS@EAGLEFOUNDRYCO.COM	
2011	GM	JACK SCOTT	97022GLFND23123	EAGLE FOUNDRY CO	23123 SE EAGLE CREEK RD	EAGLE CREEK	CLACKAMAS	OR	97022	EAGLE FOUNDRY CO	PO BOX 250	EAGLE CREEK	OR		97022	YES	NO	NO	NO	JACK SCOTT	5036373048	3325							331511	331513					45.35568	-122.35222	071813919										NO	JACKS@EAGLEFOUNDRYCO.COM	
2011	PRESIDENT	GARY REHNBERG	97214STSDP310SE	EAST SIDE PLATING INC PLANT 4	310 SE STEPHENS ST	PORTLAND	MULTNOMAH	OR	97214	EAST SIDE PLATING INC PLANT 4	8400 SE 26TH PL	PORTLAND	OR		972028946	YES	NO	NO	NO	SCOTT HENRIKSEN	5036543774	3471							332813						45.50938	-122.66233	009049107								EAST SIDE PLATING INC	009049107	NO	SCOTTH@EASTSIDEPLATING.COM	
2011	PRESIDENT	GARY REHNBERG	97214STSDP1300S	EAST SIDE PLATING INC PLANT 5	1300 S E 2ND AVE	PORTLAND	MULTNOMAH	OR	97214	EAST SIDE PLATING INC PLANT 5	8400 S E 26TH PL	PORTLAND	OR		972028946	YES	NO	NO	NO	SCOTT HENRIKSEN	5036543774	3471							332813						45.51367	-122.66383	009049107		ORD980833891		ORR200135						NO	SCOTTH@EASTSIDEPLATING.COM	
2011	PRESIDENT	GARY REHNBERG	97214STSDP1300S	EAST SIDE PLATING INC PLANT 5	1300 S E 2ND AVE	PORTLAND	MULTNOMAH	OR	97214	EAST SIDE PLATING INC PLANT 5	8400 S E 26TH PL	PORTLAND	OR		972028946	YES	NO	NO	NO	SCOTT HENRIKSEN	5036543774	3471							332813						45.51367	-122.66383	009049107		ORD980833891		ORR200135						NO	SCOTTH@EASTSIDEPLATING.COM	
2011	PRESIDENT	GARY REHNBERG	97202PCFCC8400S	EAST SIDE PLATING INC PLANTS  1-3	8400 SE 26TH PL	PORTLAND	MULTNOMAH	OR	972028946	EAST SIDE PLATING INC PLANTS  1-3	8400 SE 26TH PL	PORTLAND	OR		97202-8946	YES	NO	NO	NO	SCOTT HENRIKSEN	5036543774	3471							332813						45.46277	-122.63659	009049107		ORD018216887						EAST SIDE PLATING INC	009049107	NO	SCOTTH@EASTSIDEPLATING.COM	
2011	PRESIDENT	GARY REHNBERG	97202PCFCC8400S	EAST SIDE PLATING INC PLANTS  1-3	8400 SE 26TH PL	PORTLAND	MULTNOMAH	OR	972028946	EAST SIDE PLATING INC PLANTS  1-3	8400 SE 26TH PL	PORTLAND	OR		97202-8946	YES	NO	NO	NO	SCOTT HENRIKSEN	5036543774	3471							332813						45.46277	-122.63659	009049107		ORD018216887						EAST SIDE PLATING INC	009049107	NO	SCOTTH@EASTSIDEPLATING.COM	
2011	PRESIDENT	GARY REHNBERG	97202PCFCC8400S	EAST SIDE PLATING INC PLANTS  1-3	8400 SE 26TH PL	PORTLAND	MULTNOMAH	OR	972028946	EAST SIDE PLATING INC PLANTS  1-3	8400 SE 26TH PL	PORTLAND	OR		97202-8946	YES	NO	NO	NO	SCOTT HENRIKSEN	5036543774	3471							332813						45.46277	-122.63659	009049107		ORD018216887						EAST SIDE PLATING INC	009049107	NO	SCOTTH@EASTSIDEPLATING.COM	
2011	PRESIDENT	GARY REHNBERG	97202PCFCC8400S	EAST SIDE PLATING INC PLANTS  1-3	8400 SE 26TH PL	PORTLAND	MULTNOMAH	OR	972028946	EAST SIDE PLATING INC PLANTS  1-3	8400 SE 26TH PL	PORTLAND	OR		97202-8946	YES	NO	NO	NO	SCOTT HENRIKSEN	5036543774	3471							332813						45.46277	-122.63659	009049107		ORD018216887						EAST SIDE PLATING INC	009049107	NO	SCOTTH@EASTSIDEPLATING.COM	
2011	PLANT MANAGER	BOYD WESTOVER	97070TNLCT2685S	EATON ELECTRICAL INC	26850 SW KINSMAN RD	WILSONVILLE	CLACKAMAS	OR	97070	EATON ELECTRICAL INC	26850 SW KINSMAN RD	WILSONVILLE	OR		97070	YES	NO	NO	NO	BOYD WESTOVER	5035822750								335313						45.325946	-122.779428	046135992								EATON CORP	004155818	NO	BOYDKWESTOVER@EATON.COM	
2011	CHIEF FINANCIAL OFFICER	PAUL SALISBURY	97408GGSND952CB	EGGE SAND & GRAVEL	90520 COBURG RD	EUGENE	LANE	OR	97408	EGGE SAND & GRAVEL	PO BOX 3366	SPOKANE	WA		992203366	YES	NO	NO	NO	HILLARY JOHNSON	7703925440								327320	324121					44.12261	-123.05721	009060906								OLDCASTLE INC	037176591	NO	HILLARY.JOHNSON@OLDCASTLEMATERIALS.COM	
2011	CHIEF FINANCIAL OFFICER	PAUL SALISBURY	97408GGSND952CB	EGGE SAND & GRAVEL	90520 COBURG RD	EUGENE	LANE	OR	97408	EGGE SAND & GRAVEL	PO BOX 3366	SPOKANE	WA		992203366	YES	NO	NO	NO	HILLARY JOHNSON	7703925440								327320	324121					44.12261	-123.05721	009060906								OLDCASTLE INC	037176591	NO	HILLARY.JOHNSON@OLDCASTLEMATERIALS.COM	
2011	CHIEF FINANCIAL OFFICER	PAUL SALISBURY	97408GGSND952CB	EGGE SAND & GRAVEL	90520 COBURG RD	EUGENE	LANE	OR	97408	EGGE SAND & GRAVEL	PO BOX 3366	SPOKANE	WA		992203366	YES	NO	NO	NO	HILLARY JOHNSON	7703925440								327320	324121					44.12261	-123.05721	009060906								OLDCASTLE INC	037176591	NO	HILLARY.JOHNSON@OLDCASTLEMATERIALS.COM	
2011	PLANT MANAGER	BRIAN MEEK	97351MDLLN625HO	ELKAY WOOD PRODUCTS CO	625 HOFFMAN RD	INDEPENDENCE	POLK	OR	97351	ELKAY WOOD PRODUCTS CO	625 HOFFMAN RD	INDEPENDENCE	OR		97351	YES	NO	NO	NO	BRIAN MEEK	5037510217	2434							337110						44.86127	-123.193023	009412370								ELKAY MANUFACTURING CO	005080429	NO	BRIAN.MEEK@ELKAY.COM	
2011	CORPORATE EH&S MANAGER	DIANA REYES	97303NRRSP1675C	ENNIS PAINT - SALEM	1675 COMMERCIAL ST	SALEM	MARION	OR	97301	ENNIS PAINT - SALEM	1675 COMMERCIAL ST	SALEM	OR		97301	YES	NO	NO	NO	DIANA REYES	8003318118	2851							325510						44.95596	-123.03309	119271674								ENNIS PAINT	119271674	NO	DREYES@ENNISTRAFFIC.COM	
2011	CORPORATE EH&S MANAGER	DIANA REYES	97303NRRSP1675C	ENNIS PAINT - SALEM	1675 COMMERCIAL ST	SALEM	MARION	OR	97301	ENNIS PAINT - SALEM	1675 COMMERCIAL ST	SALEM	OR		97301	YES	NO	NO	NO	DIANA REYES	8003318118	2851							325510						44.95596	-123.03309	119271674								ENNIS PAINT	119271674	NO	DREYES@ENNISTRAFFIC.COM	
2011	CORPORATE EH&S MANAGER	DIANA REYES	97303NRRSP1675C	ENNIS PAINT - SALEM	1675 COMMERCIAL ST	SALEM	MARION	OR	97301	ENNIS PAINT - SALEM	1675 COMMERCIAL ST	SALEM	OR		97301	YES	NO	NO	NO	DIANA REYES	8003318118	2851							325510						44.95596	-123.03309	119271674								ENNIS PAINT	119271674	NO	DREYES@ENNISTRAFFIC.COM	
2011	CORPORATE EH&S MANAGER	DIANA REYES	97303NRRSP1675C	ENNIS PAINT - SALEM	1675 COMMERCIAL ST	SALEM	MARION	OR	97301	ENNIS PAINT - SALEM	1675 COMMERCIAL ST	SALEM	OR		97301	YES	NO	NO	NO	DIANA REYES	8003318118	2851							325510						44.95596	-123.03309	119271674								ENNIS PAINT	119271674	NO	DREYES@ENNISTRAFFIC.COM	
2011	CORPORATE EH&S MANAGER	DIANA REYES	97303NRRSP1675C	ENNIS PAINT - SALEM	1675 COMMERCIAL ST	SALEM	MARION	OR	97301	ENNIS PAINT - SALEM	1675 COMMERCIAL ST	SALEM	OR		97301	YES	NO	NO	NO	DIANA REYES	8003318118	2851							325510						44.95596	-123.03309	119271674								ENNIS PAINT	119271674	NO	DREYES@ENNISTRAFFIC.COM	
2011	CORPORATE EH&S MANAGER	DIANA REYES	97303NRRSP1675C	ENNIS PAINT - SALEM	1675 COMMERCIAL ST	SALEM	MARION	OR	97301	ENNIS PAINT - SALEM	1675 COMMERCIAL ST	SALEM	OR		97301	YES	NO	NO	NO	DIANA REYES	8003318118	2851							325510						44.95596	-123.03309	119271674								ENNIS PAINT	119271674	NO	DREYES@ENNISTRAFFIC.COM	
2011	CORPORATE EH&S MANAGER	DIANA REYES	97303NRRSP1675C	ENNIS PAINT - SALEM	1675 COMMERCIAL ST	SALEM	MARION	OR	97301	ENNIS PAINT - SALEM	1675 COMMERCIAL ST	SALEM	OR		97301	YES	NO	NO	NO	DIANA REYES	8003318118	2851							325510						44.95596	-123.03309	119271674								ENNIS PAINT	119271674	NO	DREYES@ENNISTRAFFIC.COM	
2011	CORPORATE EH&S MANAGER	DIANA REYES	97303NRRSP1675C	ENNIS PAINT - SALEM	1675 COMMERCIAL ST	SALEM	MARION	OR	97301	ENNIS PAINT - SALEM	1675 COMMERCIAL ST	SALEM	OR		97301	YES	NO	NO	NO	DIANA REYES	8003318118	2851							325510						44.95596	-123.03309	119271674								ENNIS PAINT	119271674	NO	DREYES@ENNISTRAFFIC.COM	
2011	CORPORATE EH&S MANAGER	DIANA REYES	97303NRRSP1675C	ENNIS PAINT - SALEM	1675 COMMERCIAL ST	SALEM	MARION	OR	97301	ENNIS PAINT - SALEM	1675 COMMERCIAL ST	SALEM	OR		97301	YES	NO	NO	NO	DIANA REYES	8003318118	2851							325510						44.95596	-123.03309	119271674								ENNIS PAINT	119271674	NO	DREYES@ENNISTRAFFIC.COM	
